1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.047435	0.000000	187.175933	0.000313	1241.9
1	-0.045315	0.000000	187.175933	0.000396	4.0
2	-0.047295	0.000000	187.175933	0.000629	4.7
3	-0.047592	0.000000	187.175933	0.000521	4.0
4	-0.049347	0.000000	187.175933	0.000408	4.5
5	-0.052037	0.000000	187.175933	0.000533	4.2
6	-0.050937	0.000000	187.175933	0.000723	4.4
7	-0.046946	0.999564	178.671481	0.000448	4.5
8	-0.045974	0.059114	186.650517	0.000327	4.2
9	-0.042409	0.000000	187.175933	0.000483	4.5
10	-0.041768	0.000000	187.175933	0.000509	4.3
11	-0.050997	0.999999	178.667941	0.000336	6.8
12	-0.047862	0.061507	186.629310	0.000271	4.8
13	-0.045088	0.000000	187.175933	0.000298	3.0
14	-0.046868	0.000000	187.175933	0.000616	4.0
15	-0.040819	0.000000	187.175933	0.000433	3.6
16	-0.046851	0.000000	187.175933	0.000597	3.5
17	-0.047102	0.999736	178.670082	0.000553	3.1
18	-0.042645	0.059314	186.648751	0.000319	3.5
19	-0.041081	0.479798	182.994950	0.000431	3.7
20	-0.043654	1.466842	174.955367	0.000684	4.7
21	-0.049566	2.465852	167.507004	0.000417	3.4
22	-0.045708	3.342235	161.476323	0.000515	4.2
23	-0.045700	2.813101	165.064375	0.000564	4.9
24	-0.046758	1.872677	171.851095	0.000747	4.0
25	-0.045120	0.932228	179.220033	0.000351	3.7
26	-0.042096	0.118507	186.125593	0.000837	3.7
27	-0.041562	1.118506	177.710670	0.000387	3.9
28	-0.044822	2.118506	170.023726	0.000464	3.9
29	-0.046656	1.378528	175.645807	0.000437	3.8
30	-0.041212	0.438123	183.350692	0.000699	4.9
31	-0.043402	0.000000	187.175933	0.000382	4.2
32	-0.042868	1.000000	178.667936	0.000347	5.3
33	-0.048059	0.065371	186.595078	0.000690	3.9
34	-0.041388	0.000000	187.175933	0.000359	3.6
35	-0.049089	0.999906	178.668700	0.000655	3.9
