1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.000074	627.201626	0.000017	620.4
1	-0.165798	623.504937	0.010538	10.9
2	-0.000310	619.865785	0.000071	8.1
3	-0.000000	616.282728	0.000000	9.8
4	-0.086545	612.754375	0.002913	8.0
5	-0.196729	609.279381	0.006517	11.0
6	-1.464361	605.856447	0.023224	7.7
7	-0.000000	602.484317	0.000000	9.1
8	-0.255530	599.161779	0.008722	8.1
9	-0.000000	595.887656	0.000000	10.6
10	-0.242565	592.660813	0.005028	9.2
11	-0.106975	589.480151	0.001134	8.2
12	-0.364898	586.344606	0.008156	8.6
13	-1.869541	583.253145	0.042456	8.4
14	-0.238929	580.204771	0.002217	8.8
15	-1.647280	577.198517	0.046790	9.6
16	-1.520123	574.233444	0.030377	9.5
17	-0.130563	571.308645	0.005563	9.2
18	-0.868781	568.423237	0.020562	8.6
19	-0.074014	565.576365	0.001984	7.7
20	-0.389439	562.767201	0.007271	10.6
21	-1.679378	559.994938	0.029671	8.4
22	-0.763776	557.258797	0.008389	8.9
23	-0.000000	554.558018	0.000000	8.3
24	-0.127712	551.891865	0.002679	8.4
25	-0.000492	549.259621	0.000109	9.6
26	-1.616186	546.660592	0.026793	14.8
27	-1.276244	544.094102	0.017836	8.1
28	0.000000	541.559494	0.000000	15.2
29	-0.000000	539.056129	0.000000	10.2
30	-1.690680	536.583387	0.017409	7.5
31	-1.804297	534.140663	0.015244	8.9
32	-1.370386	531.727370	0.024497	8.4
33	-0.000043	529.342935	0.000011	9.0
34	-0.000000	526.986802	0.000000	9.6
35	-1.199019	524.658430	0.030856	9.6
36	-0.000000	522.357290	0.000000	8.5
37	-1.126670	520.082868	0.017654	8.1
38	-1.462238	517.834665	0.033367	8.9
39	-0.000001	515.612193	0.000000	9.0
40	-0.959132	513.414976	0.034761	8.4
41	-0.000005	511.242551	0.000001	10.2
42	-1.042311	509.094468	0.010448	10.4
43	-0.004830	506.970285	0.000758	8.3
44	-0.201746	504.869574	0.006883	11.4
45	-0.000016	502.791916	0.000005	8.1
46	-0.614404	500.736903	0.006981	9.1
47	-0.000001	498.704137	0.000000	8.2
48	-0.000000	496.693228	0.000000	8.7
49	-1.301576	494.703798	0.032275	9.5
50	-0.801869	492.735476	0.023206	10.2
51	-0.000000	490.787900	0.000000	10.7
52	-0.897519	488.860718	0.021360	9.3
53	-0.185666	486.953585	0.006316	10.4
54	-1.061641	485.066164	0.017193	10.7
55	-0.186868	483.198126	0.010258	11.6
56	-1.897731	481.349149	0.007699	8.8
57	-0.064932	479.518920	0.004740	9.5
58	-0.416725	477.707132	0.007001	8.3
59	-0.051185	475.913485	0.003293	8.7
60	-0.000000	474.137684	0.000000	11.0
61	-0.578099	472.379445	0.009197	8.2
62	-0.011400	470.638485	0.001505	11.7
63	-1.890052	468.914531	0.018661	9.1
64	-1.674148	467.207315	0.021706	10.5
65	-0.000000	465.516573	0.000000	9.7
66	-0.275915	463.842050	0.003294	7.9
67	-0.745678	462.183494	0.011031	11.6
68	-1.699643	460.540658	0.038628	10.6
69	-1.400436	458.913303	0.020787	14.0
70	-1.306123	457.301192	0.025186	11.0
71	-1.701713	455.704096	0.030963	9.2
72	-1.724314	454.121787	0.027917	8.6
73	-1.742634	452.554045	0.028067	9.0
74	-0.003427	451.000653	0.000242	8.0
75	-0.660761	449.461399	0.033598	9.1
76	-0.006035	447.936075	0.000966	7.8
77	-0.980818	446.424477	0.007734	10.1
78	-0.019599	444.926406	0.000600	8.8
79	-0.633691	443.441666	0.014376	8.4
80	-0.000022	441.970065	0.000005	8.7
81	-0.000000	440.511415	0.000000	8.5
82	-1.408602	439.065533	0.020063	9.1
83	-1.592738	437.632238	0.029151	22.5
84	-0.678432	436.211351	0.010980	7.2
85	-0.102548	434.802701	0.005118	6.9
86	-0.073679	433.406117	0.002045	10.0
87	-0.000000	432.021430	0.000000	9.5
88	-1.432867	430.648479	0.017254	9.8
89	-0.000000	429.287101	0.000000	7.7
90	-0.957293	427.937140	0.027507	9.9
91	-0.000000	426.598440	0.000000	9.1
92	-1.930807	425.270849	0.011072	8.7
93	-0.254464	423.954220	0.006490	9.4
94	-0.884939	422.648404	0.014709	9.4
95	-1.236976	421.353259	0.013226	8.6
96	-0.048547	420.068643	0.001037	10.5
97	-1.398858	418.794419	0.008542	7.6
98	-1.786393	417.530451	0.011635	9.2
99	-0.000000	416.276604	0.000000	9.7
100	-1.593852	415.032748	0.013828	10.0
101	-0.000000	413.798754	0.000000	9.0
102	-1.762550	412.574495	0.016109	8.3
103	-0.014257	411.359849	0.001034	9.0
104	-0.301644	410.154691	0.005093	9.6
105	-1.895732	408.958904	0.014954	8.1
106	-0.681969	407.772368	0.009216	10.7
107	-1.404677	406.594968	0.009967	7.2
108	-1.217019	405.426590	0.014068	8.0
109	-0.829796	404.267122	0.009590	8.7
110	-1.783694	403.116456	0.014693	9.8
111	-0.000000	401.974481	0.000000	9.8
112	-0.791143	400.841093	0.009484	9.1
113	-0.708158	399.716187	0.009115	9.2
114	-1.167434	398.599660	0.022601	16.2
115	-0.000000	397.491411	0.000000	8.7
116	-0.000000	396.391342	0.000000	7.7
117	-1.737510	395.299353	0.012558	11.1
118	-0.002106	394.215350	0.000303	8.5
119	-0.000000	393.139238	0.000000	9.2
120	-0.007880	392.070924	0.000219	8.5
121	-0.720762	391.010316	0.007000	8.5
122	-1.717309	389.957325	0.021539	8.9
123	-0.302277	388.911862	0.004251	9.2
124	-0.000000	387.873839	0.000000	8.9
125	-1.762676	386.843173	0.014686	12.5
126	-1.363764	385.819777	0.018240	8.9
127	-0.000000	384.803569	0.000000	8.9
128	-1.584365	383.794468	0.006868	9.7
129	-0.000000	382.792393	0.000000	9.5
130	-0.114601	381.797264	0.004398	9.4
131	-0.063451	380.809005	0.001521	8.3
132	-0.000044	379.827537	0.000012	8.6
133	-1.515366	378.852786	0.013353	10.2
134	-0.316151	377.884678	0.006933	8.4
135	-0.027141	376.923138	0.001253	9.2
136	-1.516252	375.968095	0.027030	9.6
137	-0.000244	375.019479	0.000059	9.5
138	-1.703630	374.077218	0.028348	8.4
139	-1.725908	373.141244	0.017308	8.2
140	-0.002312	372.211489	0.000371	10.7
141	-0.000053	371.287887	0.000011	8.9
142	-0.430674	370.370370	0.006293	10.1
143	-0.460252	369.458876	0.006122	7.9
144	-1.594749	368.553338	0.031505	7.7
145	-0.000000	367.653696	0.000000	11.3
146	-0.982755	366.759885	0.009133	9.3
147	-0.064790	365.871846	0.001704	8.2
148	-0.000469	364.989518	0.000104	8.3
149	-0.000000	364.112841	0.000000	7.3
150	-0.000016	363.241757	0.000004	9.2
151	-1.394381	362.376208	0.015816	8.9
152	-1.121359	361.516137	0.008401	8.3
153	-0.000000	360.661488	0.000000	9.0
154	-1.084916	359.812206	0.032460	8.2
155	-0.242222	358.968236	0.005013	9.1
156	-1.794573	358.129524	0.026341	9.0
157	-1.734436	357.296018	0.018175	8.1
158	-0.007702	356.467665	0.000330	8.4
159	-1.260226	355.644414	0.040904	11.8
160	-1.745535	354.826213	0.028622	9.1
161	-1.074092	354.013012	0.021659	9.8
162	-0.000000	353.204763	0.000000	9.1
163	-0.000000	352.401415	0.000000	9.8
164	-1.223758	351.602922	0.017371	8.3
165	-0.270757	350.809235	0.009904	9.9
166	-0.186245	350.020308	0.005006	9.8
167	-0.435093	349.236095	0.003814	7.7
168	-0.000000	348.456550	0.000000	8.2
169	-0.108244	347.681627	0.005376	9.3
170	-1.759094	346.911283	0.017729	11.4
171	-0.003689	346.145474	0.000704	7.6
172	-0.000000	345.384157	0.000000	8.5
173	-1.744002	344.627288	0.021682	8.7
174	-1.672768	343.874826	0.024890	8.2
175	-0.011101	343.126729	0.000823	10.4
176	-0.000000	342.382957	0.000000	8.6
177	-1.004321	341.643469	0.010152	9.4
178	-0.174979	340.908224	0.006587	8.5
179	-0.954765	340.177184	0.017054	9.6
180	-0.915489	339.450309	0.047322	10.2
181	-1.511419	338.727561	0.037210	7.8
182	-0.000112	338.008902	0.000024	12.1
183	-0.000000	337.294295	0.000000	10.1
184	-0.319883	336.583703	0.010820	11.9
185	-0.830088	335.877089	0.005739	7.4
186	-0.027313	335.174416	0.001621	9.4
187	-1.732438	334.475651	0.022032	8.2
188	-0.000000	333.780756	0.000000	9.1
189	-0.026416	333.089698	0.001908	8.3
190	-1.145045	332.402443	0.009855	9.3
191	-0.112926	331.718955	0.002618	10.3
192	-0.105272	331.039203	0.007931	9.0
193	-1.596776	330.363153	0.045455	8.5
194	-0.191318	329.690771	0.005759	11.1
195	-1.270677	329.022027	0.008377	7.9
196	-0.152438	328.356888	0.001910	8.8
197	-0.001452	327.695322	0.000206	8.0
198	-0.000000	327.037299	0.000000	9.7
199	-0.370452	326.382787	0.006002	8.4
200	-0.052800	325.731758	0.002313	8.6
201	-0.152622	325.084179	0.005434	9.8
202	-1.686551	324.440023	0.018058	7.8
203	-0.000024	323.799258	0.000006	9.0
204	-1.728080	323.161858	0.046094	9.2
205	-1.761718	322.527792	0.032513	10.6
206	-0.000000	321.897034	0.000000	10.3
207	-0.000001	321.269554	0.000000	8.7
208	-0.000000	320.645325	0.000000	9.2
209	-0.000000	320.024320	0.000000	8.0
210	-0.489546	319.406512	0.012269	9.9
211	-1.791870	318.791875	0.012758	10.9
212	-0.004541	318.180381	0.000747	8.1
213	-0.000054	317.572005	0.000014	10.7
214	-0.011304	316.966721	0.000898	10.1
215	-1.721774	316.364504	0.016946	8.5
216	-0.513780	315.765329	0.010303	8.9
217	-0.000000	315.169170	0.000000	9.0
218	-0.000001	314.576003	0.000000	8.3
219	-1.365497	313.985804	0.008124	11.1
220	-1.456244	313.398548	0.011081	9.4
221	-0.328048	312.814213	0.007877	9.5
222	-1.054081	312.232773	0.010745	9.1
223	-0.017215	311.654207	0.001231	8.6
224	-0.024429	311.078491	0.001489	8.9
225	-0.000000	310.505602	0.000000	8.4
226	-0.000042	309.935518	0.000010	8.5
227	-1.732400	309.368217	0.023562	8.0
228	-0.918772	308.803676	0.030465	9.2
229	-1.735307	308.241874	0.035781	8.2
230	-1.746048	307.682789	0.027185	8.7
231	-1.816029	307.126400	0.013602	10.1
232	-1.538198	306.572687	0.029360	7.5
233	-1.831249	306.021627	0.021036	9.2
234	-0.187836	305.473201	0.005401	9.6
235	-0.779699	304.927388	0.011878	8.4
236	-1.034476	304.384168	0.019780	9.8
237	-0.000000	303.843521	0.000000	9.1
238	-0.012384	303.305427	0.001244	10.1
239	-0.000328	302.769867	0.000061	9.3
240	-1.804490	302.236821	0.025208	9.9
241	-0.394312	301.706270	0.004692	7.9
242	-0.133839	301.178196	0.002665	10.0
243	-1.747549	300.652580	0.031518	8.0
244	-1.462539	300.129402	0.017484	12.0
245	-0.542434	299.608645	0.009893	9.0
246	-0.000318	299.090291	0.000066	9.1
247	-0.650016	298.574321	0.008618	9.0
248	-1.596041	298.060718	0.021383	8.6
249	-1.496285	297.549465	0.021464	9.4
250	-0.526539	297.040543	0.015344	9.0
251	-0.033464	296.533936	0.001026	10.1
252	-0.667316	296.029626	0.009932	9.4
253	-0.733610	295.527597	0.014850	7.1
254	-0.000000	295.027832	0.000000	11.0
255	-0.359038	294.530315	0.006737	8.3
256	-0.444075	294.035028	0.009172	9.8
257	-0.018073	293.541956	0.001409	8.6
258	-0.228379	293.051083	0.002913	10.1
259	-1.199206	292.562393	0.012375	8.6
260	-0.000000	292.075870	0.000000	9.2
261	-0.361321	291.591498	0.006706	8.0
262	-1.633317	291.109263	0.013866	10.7
263	-1.618450	290.629149	0.015547	9.7
264	-0.845936	290.151140	0.006433	8.9
265	-1.608178	289.675222	0.050939	8.3
266	-1.004673	289.201380	0.006631	8.6
267	-0.383458	288.729600	0.004844	7.8
268	-0.000000	288.259866	0.000000	8.1
269	-0.876053	287.792165	0.006926	8.9
270	-1.646084	287.326481	0.025575	8.4
271	-0.698425	286.862802	0.033597	10.5
272	-0.000001	286.401113	0.000000	8.5
273	-1.264924	285.941400	0.029224	7.9
274	-1.134959	285.483649	0.009155	8.4
275	-0.000000	285.027847	0.000000	10.3
276	-0.000000	284.573981	0.000000	7.9
277	-0.126680	284.122037	0.008652	10.0
278	-1.149180	283.672002	0.014386	8.8
279	-0.005171	283.223863	0.000218	10.1
280	-1.733557	282.777607	0.022624	9.3
281	-0.000014	282.333221	0.000004	9.6
282	-0.000000	281.890692	0.000000	8.2
283	-1.806112	281.450008	0.012228	9.3
284	-1.404383	281.011157	0.007560	10.4
285	-0.329133	280.574125	0.005662	8.5
286	-1.248402	280.138901	0.027642	9.8
287	-0.000000	279.705473	0.000000	9.5
288	-1.583147	279.273829	0.032497	8.3
289	-1.159700	278.843956	0.018684	8.7
290	-0.000000	278.415844	0.000000	8.8
291	-1.845764	277.989479	0.017282	8.0
292	-1.169649	277.564851	0.012017	7.9
293	-1.864403	277.141949	0.016414	10.4
294	-0.190490	276.720761	0.008424	10.3
295	-0.433004	276.301275	0.009223	10.4
296	-1.953657	275.883480	0.021865	7.9
297	-0.294803	275.467366	0.004400	7.7
298	-1.621994	275.052922	0.034692	9.3
299	-0.913686	274.640136	0.009607	8.8
300	-1.595782	274.228998	0.015108	8.3
301	-0.097495	273.819497	0.003053	9.1
302	-0.061882	273.411623	0.003028	10.0
303	-0.581674	273.005365	0.009665	8.6
304	-0.000000	272.600712	0.000000	12.1
305	-1.758637	272.197655	0.021594	7.8
306	-0.226206	271.796184	0.008305	7.6
307	-0.645334	271.396287	0.008602	8.8
308	-0.007872	270.997956	0.000426	8.7
309	-0.001099	270.601180	0.000217	8.4
310	-0.000000	270.205949	0.000000	8.4
311	-0.539321	269.812254	0.009053	9.5
312	-1.829411	269.420085	0.019180	8.6
313	-0.000370	269.029432	0.000077	9.5
314	-0.914680	268.640287	0.010898	10.7
315	-1.698112	268.252638	0.023317	9.7
316	-1.389264	267.866478	0.040745	8.9
317	-1.771999	267.481796	0.024306	11.2
318	-1.445669	267.098584	0.010757	7.6
319	-1.869529	266.716833	0.018457	8.8
320	-0.077661	266.336533	0.003290	8.1
321	-0.302033	265.957676	0.007529	9.7
322	-0.000000	265.580253	0.000000	8.1
323	-0.160418	265.204254	0.003095	9.2
324	-0.000112	264.829672	0.000028	9.2
325	-0.440213	264.456497	0.005805	8.5
326	-0.126686	264.084721	0.003434	9.6
327	-1.025233	263.714335	0.013877	11.4
328	-0.006306	263.345332	0.000395	8.3
329	-1.342470	262.977702	0.014085	10.5
330	-0.339010	262.611438	0.009486	9.8
331	-0.001620	262.246531	0.000238	9.4
332	-1.569428	261.882973	0.022298	10.2
333	-0.000124	261.520756	0.000019	9.5
334	-0.000000	261.159871	0.000000	7.9
335	-1.048668	260.800312	0.005734	11.7
336	-1.269715	260.442070	0.029011	8.7
337	-0.881824	260.085137	0.027086	8.8
338	-1.661172	259.729505	0.027053	10.7
339	-1.613856	259.375167	0.020182	9.1
340	-0.000000	259.022116	0.000000	9.0
341	-1.777125	258.670343	0.018646	8.1
342	-0.000000	258.319841	0.000000	9.0
343	-1.962881	257.970602	0.015265	10.2
344	-0.000000	257.622620	0.000000	10.7
345	-1.860905	257.275887	0.027388	8.3
346	-1.446606	256.930396	0.013326	8.4
347	-1.544751	256.586139	0.004544	8.2
348	-0.004322	256.243109	0.000656	11.2
349	-1.157356	255.901300	0.016733	8.1
350	-1.930771	255.560703	0.019556	10.2
351	-1.044860	255.221313	0.046046	11.1
352	-0.003672	254.883122	0.000558	9.4
353	-0.007392	254.546124	0.001086	9.3
354	-0.922245	254.210311	0.009288	8.2
355	-0.000000	253.875677	0.000000	7.1
356	-0.000007	253.542215	0.000002	10.8
357	-1.221302	253.209918	0.033038	9.5
358	-0.748231	252.878781	0.029498	9.2
359	-0.000000	252.548795	0.000000	8.5
360	-1.093131	252.219956	0.017596	10.1
361	-1.256290	251.892255	0.018504	8.9
362	-0.000000	251.565688	0.000000	8.2
363	-1.365972	251.240247	0.008119	10.9
364	-0.000000	250.915926	0.000000	9.6
365	-0.000000	250.592720	0.000000	8.5
366	-0.000000	250.270621	0.000000	8.0
367	-1.131275	249.949624	0.009968	8.2
368	-0.000000	249.629723	0.000000	8.9
369	-1.168203	249.310911	0.010421	10.2
370	-0.442523	248.993182	0.005853	7.9
371	-1.019464	248.676531	0.033227	9.2
372	-0.004624	248.360952	0.000461	8.1
