1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.882145	627.201626	0.006866	600.8
1	-0.205110	623.504937	0.002088	9.1
2	-1.016079	619.865785	0.006758	8.7
3	-0.780922	616.282728	0.006471	8.2
4	-0.000000	612.754375	0.000000	9.7
5	-0.119585	609.279381	0.000848	8.8
6	-0.930533	605.856447	0.005639	11.8
7	-0.000000	602.484317	0.000000	8.7
8	-0.000000	599.161779	0.000000	8.4
9	-0.446927	595.887656	0.005509	10.4
10	-0.001754	592.660813	0.000092	8.3
11	-0.998659	589.480151	0.006204	8.9
12	-0.907187	586.344606	0.005359	10.8
13	-0.000000	583.253145	0.000000	9.7
14	-0.000005	580.204771	0.000004	8.2
15	-0.513890	577.198517	0.004141	10.3
16	-0.830360	574.233444	0.006520	8.9
17	-0.966800	571.308645	0.007778	12.2
18	-0.662259	568.423237	0.003495	8.4
19	-0.583070	565.576365	0.007917	7.1
20	-0.000000	562.767201	0.000000	9.4
21	-0.066308	559.994938	0.002025	7.1
22	-1.023273	557.258797	0.008021	8.7
23	-0.000000	554.558018	0.000000	9.5
24	-0.731852	551.891865	0.004518	8.7
25	-0.790575	549.259621	0.006157	10.6
26	-0.788497	546.660592	0.006119	9.2
27	-0.965859	544.094102	0.008105	9.5
28	-0.000000	541.559494	0.000000	13.4
29	-0.440695	539.056129	0.002430	8.7
30	-0.000000	536.583387	0.000000	8.8
31	-0.404099	534.140663	0.003321	8.8
32	-0.000000	531.727370	0.000000	7.8
33	-0.067151	529.342935	0.001255	9.8
34	-0.150152	526.986802	0.002221	10.0
35	-0.000000	524.658430	0.000000	12.5
36	-0.000000	522.357290	0.000000	10.3
37	-0.000000	520.082868	0.000000	7.7
38	-0.019557	517.834665	0.000318	9.5
39	-0.793229	515.612193	0.005444	10.1
40	-0.594199	513.414976	0.003804	10.1
41	-0.000000	511.242551	0.000000	8.5
42	-0.860229	509.094468	0.004966	9.5
43	-0.916895	506.970285	0.010981	9.0
44	-0.000000	504.869574	0.000000	9.2
45	-0.000000	502.791916	0.000000	7.4
46	-0.000000	500.736903	0.000000	9.3
47	-0.732802	498.704137	0.003859	9.3
48	-0.000000	496.693228	0.000000	8.2
49	-0.000000	494.703798	0.000000	10.2
50	-0.001481	492.735476	0.000047	9.0
51	-0.000000	490.787900	0.000000	8.5
52	-0.916627	488.860718	0.006082	9.0
53	-0.998542	486.953585	0.004032	8.6
