1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.212420	0.000000	68.051986	0.001987	2771.9
1	-0.220983	0.000000	68.051986	0.002167	4.4
2	-0.209798	1.000000	64.958715	0.001170	3.6
3	-0.214311	1.986684	62.170416	0.001893	5.0
4	-0.208348	2.985920	59.580441	0.001341	4.8
5	-0.202812	2.099915	61.865670	0.003053	3.8
6	-0.192643	1.292681	64.105869	0.001789	3.1
7	-0.209372	0.406290	66.760364	0.001359	3.6
8	-0.204668	0.186482	67.452997	0.002078	5.0
9	-0.182726	0.000000	68.051986	0.001728	3.7
10	-0.202442	0.999512	64.960154	0.001235	4.9
11	-0.224182	0.860582	65.372996	0.001500	3.9
12	-0.206759	0.000000	68.051986	0.001231	4.2
13	-0.200091	0.000000	68.051986	0.002239	4.3
14	-0.230473	0.772592	65.637187	0.003498	4.2
15	-0.217210	1.772583	62.754923	0.001636	3.4
16	-0.204334	0.887009	65.294060	0.002312	4.3
17	-0.220701	0.000600	68.050042	0.002502	4.4
18	-0.194945	1.000600	64.956942	0.001173	4.3
19	-0.197186	2.000593	62.132819	0.002328	3.5
20	-0.212185	2.596554	60.563576	0.000999	4.3
21	-0.189268	1.710162	62.927411	0.002562	3.8
22	-0.205716	0.824254	65.481813	0.001831	4.5
23	-0.214149	0.000000	68.051986	0.002018	3.1
24	-0.216531	0.999392	64.960510	0.001684	4.4
25	-0.213057	0.127794	67.640367	0.002356	3.6
26	-0.182663	0.000000	68.051986	0.001497	3.8
27	-0.172802	0.000000	68.051986	0.001569	4.1
28	-0.197181	0.705596	65.839781	0.002140	3.8
29	-0.203001	1.690604	62.981652	0.000754	4.1
30	-0.212422	0.837751	65.441342	0.001031	4.8
31	-0.216965	0.696675	65.866853	0.001422	4.2
32	-0.209050	1.688538	62.987385	0.001369	3.8
33	-0.197398	2.680848	60.347994	0.001561	4.3
34	-0.184561	3.680504	57.903668	0.001136	3.6
35	-0.199339	2.826618	59.978790	0.001634	4.0
36	-0.208281	3.736475	57.772650	0.002980	3.9
37	-0.209844	2.850055	59.919850	0.002039	4.3
38	-0.223847	1.989585	62.162571	0.002073	3.6
39	-0.215196	2.989585	59.571340	0.001865	3.9
40	-0.179589	3.956942	57.262293	0.001290	4.7
41	-0.204963	4.677679	55.655020	0.001235	4.0
42	-0.218024	3.844586	57.521253	0.001415	4.6
43	-0.215403	4.550539	55.931960	0.001164	3.4
44	-0.214112	4.869782	55.241737	0.001879	4.2
45	-0.205427	5.854559	53.215981	0.001794	4.3
46	-0.201936	6.854559	51.305486	0.002304	3.7
47	-0.197742	5.976858	52.974729	0.001499	4.0
48	-0.197864	6.976856	51.081213	0.001784	3.6
49	-0.205706	7.975850	49.320096	0.000815	4.3
50	-0.219834	7.094087	50.868059	0.002275	4.8
51	-0.219568	6.980623	51.074335	0.001541	4.0
52	-0.212539	6.094203	52.745295	0.002111	3.8
53	-0.203092	6.872125	51.273152	0.002112	4.8
54	-0.205428	6.377694	52.199126	0.003179	3.9
55	-0.212454	5.491274	53.945753	0.001689	3.5
56	-0.217023	6.491271	51.983471	0.001178	3.0
57	-0.216441	5.999408	52.930483	0.001700	8.4
58	-0.220357	5.240397	54.461513	0.001414	5.3
59	-0.228739	4.355593	56.361990	0.001519	5.0
60	-0.207625	5.234310	54.474150	0.001702	4.1
61	-0.212248	6.232931	52.476602	0.001474	4.2
62	-0.206046	6.382386	52.190182	0.001506	4.4
63	-0.211936	6.846207	51.320874	0.001921	3.4
64	-0.218236	6.887518	51.244852	0.001914	3.8
65	-0.190796	7.497277	50.148360	0.001957	4.6
66	-0.218681	8.133569	49.053095	0.001648	4.9
67	-0.202053	7.253370	50.581283	0.002018	3.9
68	-0.224524	6.580971	51.814409	0.001236	4.6
69	-0.201120	6.703111	51.585964	0.002702	4.3
70	-0.210064	7.631950	49.912482	0.002423	3.7
71	-0.205138	6.745535	51.507089	0.001664	3.9
72	-0.221069	5.859793	53.205611	0.001805	3.5
73	-0.228560	6.859792	51.295850	0.001633	4.9
74	-0.210398	7.791543	49.635815	0.002036	3.5
75	-0.212890	6.913850	51.196511	0.001194	4.3
76	-0.221154	6.370462	52.212918	0.003008	3.8
77	-0.216274	7.370020	50.373307	0.001208	4.1
78	-0.198085	8.370008	48.658200	0.001131	4.4
