1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.415220	0.000000	63.716315	0.004223	1252.6
1	-0.415152	0.000000	63.716315	0.004020	4.2
2	-0.416209	0.000000	63.716315	0.010176	4.9
3	-0.429598	1.000000	60.820119	0.006152	3.6
4	-0.450430	2.000000	58.175766	0.003293	4.6
5	-0.451945	1.258360	60.114160	0.005111	4.6
6	-0.407726	2.258360	57.529534	0.006535	3.9
7	-0.450116	1.518619	59.419390	0.005886	3.7
8	-0.432625	0.776981	61.442980	0.004158	4.3
9	-0.452918	1.776690	58.746139	0.004633	3.9
10	-0.466130	1.035050	60.723375	0.004223	3.6
11	-0.430875	0.293430	62.838284	0.002180	4.7
12	-0.454740	0.000000	63.716315	0.004540	3.6
13	-0.464887	0.000000	63.716315	0.004994	4.9
14	-0.448807	0.000000	63.716315	0.005326	4.7
15	-0.439383	1.000000	60.820119	0.005644	4.7
16	-0.445999	1.893405	58.446640	0.005320	5.0
17	-0.417980	2.893405	56.000499	0.005780	6.4
18	-0.457975	2.151765	57.794410	0.005489	4.6
19	-0.422560	3.151765	55.401442	0.005020	4.4
20	-0.432754	4.151729	53.198832	0.003840	3.9
21	-0.399319	3.503493	54.606200	0.003611	5.9
22	-0.428330	4.503493	52.465073	0.005082	4.2
23	-0.455547	5.503493	50.485520	0.005327	3.9
24	-0.438112	4.761853	51.938912	0.004196	3.7
25	-0.452242	4.020213	53.478466	0.003836	4.4
26	-0.466341	5.020213	51.423200	0.002830	3.8
27	-0.446534	4.288328	52.911470	0.004524	3.4
28	-0.433110	3.935602	53.659929	0.004111	3.0
29	-0.418617	4.924861	51.612335	0.004625	4.1
30	-0.443059	4.183222	53.132305	0.005387	4.6
31	-0.404668	5.183222	51.103055	0.007647	4.4
32	-0.425952	4.604705	52.257685	0.003949	4.4
33	-0.464785	5.604705	50.293458	0.005009	3.5
34	-0.445081	4.863078	51.735630	0.002746	5.7
35	-0.465825	4.121438	53.262979	0.005630	5.4
36	-0.451125	3.379798	54.883253	0.006942	4.7
37	-0.477139	4.379798	52.720775	0.006768	3.5
38	-0.443514	3.638158	54.307737	0.004898	4.4
39	-0.456951	4.638158	52.189499	0.008487	3.6
40	-0.442478	5.638158	50.230298	0.005380	5.0
41	-0.459923	6.638158	48.412872	0.004803	4.9
42	-0.441413	5.896518	49.747800	0.002804	3.5
43	-0.412055	6.854724	48.036470	0.003961	3.1
44	-0.408925	7.854723	46.371702	0.004167	13.9
45	-0.431591	7.359393	47.181639	0.008246	4.7
46	-0.425355	6.617899	48.448386	0.004122	3.7
47	-0.455055	7.617899	46.755446	0.004524	3.7
48	-0.456536	8.617899	45.176825	0.006092	3.1
49	-0.445403	7.876259	46.337118	0.005125	4.6
50	-0.418763	7.134619	47.558584	0.003068	3.8
51	-0.452236	6.517709	48.624782	0.006413	4.3
52	-0.419523	5.776070	49.971584	0.002824	3.7
53	-0.409650	6.432156	48.776429	0.006073	3.6
54	-0.429974	5.690516	50.131763	0.003618	3.9
55	-0.414284	6.690494	48.321370	0.003216	6.9
56	-0.432987	5.962404	49.626236	0.004599	4.4
57	-0.428909	6.962205	47.851828	0.008275	4.6
58	-0.411314	7.962205	46.199612	0.003642	4.6
59	-0.426986	7.221149	47.412762	0.005937	4.3
60	-0.416348	8.221149	45.790212	0.004987	4.6
61	-0.433347	7.479509	46.982643	0.007781	3.9
62	-0.454131	8.479509	45.388904	0.006134	3.9
63	-0.482673	9.479509	43.899743	0.006427	4.0
64	-0.436839	8.737869	44.994569	0.003855	3.6
65	-0.450629	7.996230	46.145400	0.005211	3.7
66	-0.446739	7.254590	47.356646	0.003985	4.5
67	-0.448120	8.254590	45.737869	0.006146	4.8
68	-0.448301	7.512973	46.927503	0.005362	3.9
69	-0.426711	8.512973	45.337439	0.004434	3.7
70	-0.413321	7.771688	46.505530	0.003289	4.7
71	-0.430271	7.040041	47.718997	0.006432	3.8
72	-0.453978	8.040041	46.075783	0.004442	4.2
73	-0.461229	9.040041	44.541971	0.003748	4.9
74	-0.447593	8.303574	45.661413	0.006084	4.0
75	-0.439168	9.303560	44.154635	0.008043	4.4
76	-0.449607	8.561920	45.262373	0.003591	5.4
77	-0.442203	9.561836	43.781487	0.006803	4.3
78	-0.417906	8.820196	44.870349	0.004523	3.9
79	-0.422434	9.820196	43.414474	0.003296	5.4
80	-0.503511	10.818523	42.052317	0.006007	3.9
81	-0.430297	11.818521	40.770961	0.003475	3.6
82	-0.470257	12.818521	39.565380	0.006585	4.6
83	-0.429801	12.076881	40.452503	0.006495	4.1
84	-0.455323	11.335241	41.380320	0.006897	3.9
85	-0.460378	12.335241	40.138982	0.006061	3.3
86	-0.448048	13.335241	38.969950	0.004682	4.6
87	-0.421227	14.335241	37.867086	0.003487	3.9
88	-0.454002	15.335241	36.824928	0.004499	4.0
89	-0.421989	16.335241	35.838596	0.003311	5.8
90	-0.448798	16.824802	35.374743	0.003556	3.8
91	-0.436852	17.824798	34.463608	0.004421	4.1
92	-0.429974	18.824798	33.598227	0.005410	4.8
93	-0.406801	19.749938	32.835452	0.004372	3.7
94	-0.446974	19.008298	33.444128	0.006588	4.0
95	-0.452826	20.008144	32.628705	0.004460	4.8
96	-0.404237	21.007118	31.852759	0.005463	3.7
97	-0.451414	20.265703	32.425053	0.004337	3.7
98	-0.474209	21.265703	31.657882	0.006398	4.6
99	-0.441796	20.524063	32.223307	0.003678	3.5
100	-0.425598	21.524063	31.465540	0.003192	4.0
101	-0.438171	20.782423	32.024055	0.004156	7.3
102	-0.424036	21.680117	31.350491	0.004987	3.7
103	-0.434767	22.680117	30.632762	0.004361	4.8
104	-0.422958	23.459370	30.095852	0.004062	4.3
105	-0.416845	24.459350	29.433827	0.004792	3.5
106	-0.421767	25.330511	28.880377	0.005829	4.1
107	-0.471303	24.588871	29.350203	0.006396	4.9
108	-0.477846	25.588871	28.720220	0.006182	3.8
109	-0.422680	24.847232	29.184807	0.002935	3.9
110	-0.429395	25.845342	28.562981	0.004913	4.9
111	-0.403146	25.103702	29.022455	0.003427	4.4
112	-0.465653	24.362062	29.496953	0.004698	4.8
113	-0.412794	23.677344	29.949019	0.006588	5.0
114	-0.455927	24.677344	29.293354	0.003328	3.6
115	-0.436472	25.659107	28.676988	0.003353	3.6
116	-0.458526	25.932991	28.509639	0.006977	4.5
117	-0.424848	25.191407	28.967349	0.003622	4.2
118	-0.398515	26.191407	28.353523	0.005183	4.5
119	-0.433218	25.463531	28.797695	0.007356	3.1
120	-0.437082	26.463531	28.190962	0.004347	4.2
121	-0.434978	26.921395	27.921612	0.005142	3.8
122	-0.441850	26.179821	28.360485	0.004569	4.2
123	-0.472029	25.438181	28.813416	0.006200	4.8
124	-0.488344	26.438181	28.206027	0.003631	3.6
125	-0.444843	27.438181	27.623717	0.003996	5.1
126	-0.430198	26.696541	28.053242	0.006715	4.4
127	-0.423627	27.696541	27.477159	0.003732	6.9
128	-0.413453	26.954901	27.902103	0.004656	4.0
129	-0.440829	27.954901	27.332148	0.006078	4.0
130	-0.477755	27.213261	27.752585	0.002640	4.2
131	-0.458522	26.994671	27.878983	0.005448	3.7
132	-0.410167	27.991991	27.311456	0.005496	3.8
133	-0.424149	28.991991	26.765140	0.006264	4.1
134	-0.483793	28.250351	27.168184	0.005083	3.5
135	-0.443870	28.927973	26.799458	0.004625	5.2
136	-0.424146	29.927973	26.273235	0.003004	3.9
137	-0.450252	29.189193	26.659975	0.006367	4.0
138	-0.445842	28.447553	27.059835	0.003001	4.5
139	-0.424431	29.447515	26.523459	0.004268	3.6
140	-0.444855	30.416528	26.023590	0.005178	3.1
141	-0.445030	31.416527	25.527113	0.005137	5.3
