1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.002203	627.201626	0.000326	595.7
1	-1.383596	623.504937	0.026261	9.9
2	-0.000000	619.865785	0.000000	9.0
3	-0.632807	616.282728	0.012788	10.0
4	-0.000000	612.754375	0.000000	9.3
5	-0.221670	609.279381	0.007335	9.4
6	-1.591800	605.856447	0.029103	9.7
7	-0.263215	602.484317	0.003350	9.9
8	-0.327132	599.161779	0.005857	8.7
9	-0.000000	595.887656	0.000000	8.9
10	-0.959000	592.660813	0.015338	9.0
11	-0.396415	589.480151	0.011391	10.1
12	-0.542676	586.344606	0.009908	9.8
13	-0.998585	583.253145	0.016328	8.7
14	-0.040822	580.204771	0.001222	8.6
15	-0.000000	577.198517	0.000000	9.1
16	-1.371796	574.233444	0.023894	10.4
17	-0.971411	571.308645	0.016293	13.2
18	-0.187732	568.423237	0.002040	8.4
19	-1.141686	565.576365	0.011492	8.5
20	-0.000000	562.767201	0.000000	8.8
21	-0.010737	559.994938	0.001265	8.3
22	-1.336047	557.258797	0.032836	12.7
23	-0.620858	554.558018	0.007821	9.0
24	-0.123817	551.891865	0.002348	8.7
25	-0.972019	549.259621	0.034483	8.9
26	0.000000	546.660592	0.000000	9.1
27	-0.392075	544.094102	0.010446	11.1
28	-0.452223	541.559494	0.005650	9.8
29	-0.000126	539.056129	0.000057	8.5
30	-0.979055	536.583387	0.025578	11.5
31	-1.584529	534.140663	0.011682	8.1
32	-1.265801	531.727370	0.010166	8.6
33	-1.346101	529.342935	0.010534	9.6
34	-0.328469	526.986802	0.005722	8.4
35	-0.078007	524.658430	0.002025	9.3
36	-0.757411	522.357290	0.021892	8.5
37	-0.819924	520.082868	0.019422	9.3
38	-0.006008	517.834665	0.000652	8.4
39	-0.000000	515.612193	0.000000	7.8
40	-0.522864	513.414976	0.008641	10.1
41	-0.266648	511.242551	0.002403	9.2
42	-0.694379	509.094468	0.005231	10.3
43	-0.800429	506.970285	0.021614	9.0
44	-0.867353	504.869574	0.010340	8.6
45	-0.262184	502.791916	0.003978	9.4
46	-0.000000	500.736903	0.000000	8.8
47	-0.837697	498.704137	0.008383	9.6
48	-0.000000	496.693228	0.000000	10.2
49	-0.000274	494.703798	0.000059	7.3
50	-0.127796	492.735476	0.006164	10.5
51	-0.000000	490.787900	0.000000	8.9
52	-1.548332	488.860718	0.011582	8.7
53	-0.066603	486.953585	0.003217	9.5
54	-1.219959	485.066164	0.009753	8.4
55	-1.158989	483.198126	0.017786	10.7
56	-1.461782	481.349149	0.012157	8.8
57	-1.022795	479.518920	0.017870	8.2
58	-0.618396	477.707132	0.007511	12.6
59	-0.000002	475.913485	0.000001	11.9
60	-0.309557	474.137684	0.003102	10.5
61	-1.044186	472.379445	0.025803	9.6
62	-0.014399	470.638485	0.000426	8.0
63	-1.249848	468.914531	0.014856	9.0
64	-1.013957	467.207315	0.010663	8.6
65	-1.354347	465.516573	0.035041	8.9
66	-0.000000	463.842050	0.000000	10.1
67	-0.001363	462.183494	0.000423	8.8
68	-1.387806	460.540658	0.018616	9.2
69	-0.000000	458.913303	0.000000	8.4
