1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.007258	627.201626	0.000078	619.8
1	-0.005463	623.504937	0.000080	13.4
2	-0.000000	619.865785	0.000000	13.8
3	-0.052370	616.282728	0.000159	11.1
4	-0.003032	612.754375	0.000087	15.1
5	-0.000024	609.279381	0.000009	12.0
6	-0.000000	605.856447	0.000000	12.3
7	-0.000000	602.484317	0.000000	12.7
8	-0.000000	599.161779	0.000000	12.6
9	-0.025338	595.887656	0.000101	16.0
10	-0.043334	592.660813	0.000201	12.0
11	-0.000000	589.480151	0.000000	13.5
12	-0.000000	586.344606	0.000000	11.6
13	-0.000000	583.253145	0.000000	12.7
14	-0.044041	580.204771	0.000109	13.1
15	-0.000192	577.198517	0.000014	12.1
16	-0.007782	574.233444	0.000088	11.8
17	-0.090999	571.308645	0.000186	12.6
18	-0.000000	568.423237	0.000000	12.7
19	-0.000000	565.576365	0.000000	12.7
20	-0.000000	562.767201	0.000000	14.0
21	-0.081358	559.994938	0.000223	21.6
22	-0.062375	557.258797	0.000212	14.4
23	-0.085066	554.558018	0.000240	13.0
24	-0.016449	551.891865	0.000093	11.8
25	-0.091348	549.259621	0.000213	13.2
26	-0.093836	546.660592	0.000195	11.9
27	-0.000000	544.094102	0.000000	13.1
28	-0.033760	541.559494	0.000276	12.5
29	-0.003222	539.056129	0.000138	13.1
30	-0.000000	536.583387	0.000000	13.7
31	-0.094464	534.140663	0.000198	14.2
32	-0.000000	531.727370	0.000000	11.0
33	-0.000000	529.342935	0.000000	12.7
34	-0.100851	526.986802	0.000322	12.2
35	-0.000000	524.658430	0.000000	12.4
36	-0.024156	522.357290	0.000065	14.4
37	-0.000000	520.082868	0.000000	14.1
38	-0.070901	517.834665	0.000171	15.0
39	-0.081595	515.612193	0.000167	11.8
40	-0.060052	513.414976	0.000223	12.7
41	-0.100460	511.242551	0.000257	13.0
42	-0.037927	509.094468	0.000245	21.3
43	-0.000000	506.970285	0.000000	12.3
44	-0.046845	504.869574	0.000138	14.4
45	-0.058246	502.791916	0.000267	12.0
46	-0.000000	500.736903	0.000000	14.9
47	-0.000000	498.704137	0.000000	14.7
48	-0.068816	496.693228	0.000310	15.5
49	-0.033399	494.703798	0.000167	14.6
50	-0.000000	492.735476	0.000000	12.8
51	-0.008278	490.787900	0.000119	14.6
52	-0.000000	488.860718	0.000000	14.3
53	-0.085764	486.953585	0.000219	14.5
54	-0.070676	485.066164	0.000410	14.0
55	-0.000000	483.198126	0.000000	11.6
56	-0.000000	481.349149	0.000000	13.1
57	-0.002468	479.518920	0.000030	11.4
58	-0.000000	477.707132	0.000000	13.7
59	-0.034025	475.913485	0.000233	14.3
60	-0.000000	474.137684	0.000000	12.9
61	-0.000000	472.379445	0.000000	12.9
62	-0.095172	470.638485	0.000247	12.2
63	-0.000000	468.914531	0.000000	11.8
64	-0.084629	467.207315	0.000230	12.3
65	-0.044879	465.516573	0.000309	13.0
66	-0.066413	463.842050	0.000228	13.0
67	-0.034115	462.183494	0.000223	11.7
68	-0.019608	460.540658	0.000131	12.8
69	-0.000000	458.913303	0.000000	13.3
70	-0.000000	457.301192	0.000000	16.6
71	-0.000000	455.704096	0.000000	12.3
72	-0.014420	454.121787	0.000066	12.4
73	-0.000082	452.554045	0.000010	14.2
74	-0.086183	451.000653	0.000280	12.8
75	-0.001380	449.461399	0.000052	12.4
76	-0.069381	447.936075	0.000162	14.5
77	-0.000307	446.424477	0.000031	12.5
78	-0.000000	444.926406	0.000000	12.4
79	-0.000000	443.441666	0.000000	14.3
80	-0.000000	441.970065	0.000000	11.9
81	-0.000000	440.511415	0.000000	11.7
82	-0.038819	439.065533	0.000111	14.6
83	-0.007127	437.632238	0.000061	12.5
84	-0.007103	436.211351	0.000050	11.9
85	-0.000000	434.802701	0.000000	10.9
86	-0.000000	433.406117	0.000000	11.8
87	-0.011675	432.021430	0.000141	13.8
88	-0.000000	430.648479	0.000000	12.3
89	-0.000000	429.287101	0.000000	12.8
90	-0.065660	427.937140	0.000168	11.9
91	-0.024317	426.598440	0.000184	12.3
