1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.500050	0.000000	18.198447	0.011622	1316.2
1	-0.496361	0.000000	18.198447	0.008110	4.3
2	-0.527288	0.000000	18.198447	0.009562	4.1
3	-0.483738	0.851411	17.489369	0.009975	3.7
4	-0.496395	0.000000	18.198447	0.012438	4.1
5	-0.510101	1.000000	17.371244	0.016231	3.6
6	-0.511086	2.000000	16.615973	0.010435	5.6
7	-0.513182	2.999893	15.923712	0.012702	4.9
8	-0.484329	3.933026	15.327758	0.007254	3.5
9	-0.486425	3.072931	15.875399	0.006563	4.2
10	-0.501177	4.072653	15.242399	0.009577	5.2
11	-0.527048	4.980866	14.709571	0.011589	3.1
12	-0.491893	4.120322	15.213475	0.006550	4.0
13	-0.522876	3.667666	15.492645	0.015143	3.6
14	-0.522248	4.667666	14.889059	0.009722	3.6
15	-0.497952	5.667664	14.330741	0.014316	6.9
16	-0.503199	6.667664	13.812781	0.009796	3.9
17	-0.535126	5.807091	14.256205	0.011979	3.4
18	-0.475301	6.807091	13.743522	0.013080	5.8
19	-0.477019	5.946519	14.182440	0.006192	4.3
20	-0.477248	5.087513	14.649437	0.009905	4.3
21	-0.520267	6.086426	14.109184	0.008180	4.0
22	-0.512026	7.086360	13.606868	0.008588	4.7
23	-0.504005	8.069489	13.146684	0.008663	3.8
24	-0.478008	9.069489	12.709474	0.006749	6.3
25	-0.506854	8.636722	12.895062	0.009657	4.8
26	-0.492276	7.776150	13.280699	0.008794	4.1
27	-0.510056	6.915578	13.690112	0.010633	4.5
28	-0.491210	7.883089	13.231527	0.007925	5.1
29	-0.508720	7.022517	13.637868	0.010933	3.8
30	-0.464477	6.265814	14.016357	0.009478	3.7
31	-0.488450	7.249295	13.528387	0.012827	5.2
32	-0.480556	6.491052	13.901519	0.006646	3.8
33	-0.491112	7.480582	13.418524	0.007035	4.3
34	-0.480646	6.651537	13.820837	0.006512	4.1
35	-0.509791	7.618303	13.353950	0.006102	4.1
36	-0.505475	7.657248	13.335802	0.012587	4.3
37	-0.499917	8.657245	12.886139	0.010163	4.3
38	-0.489478	9.215660	12.647990	0.006459	4.6
39	-0.505750	8.416072	12.991788	0.007165	4.5
40	-0.523006	8.476717	12.965059	0.007901	5.0
41	-0.486497	9.475250	12.540254	0.009801	3.4
42	-0.536711	10.475249	12.141838	0.011527	4.6
43	-0.479821	11.473243	11.768685	0.013162	4.4
44	-0.498303	12.473243	11.417101	0.007240	7.5
45	-0.495947	11.612670	11.718371	0.011063	4.1
46	-0.515226	12.612669	11.369742	0.005473	4.7
47	-0.509298	13.560950	11.057780	0.006568	3.3
48	-0.534069	13.014289	11.235495	0.008812	4.9
49	-0.505684	12.154563	11.526841	0.007327	4.4
50	-0.495753	11.297387	11.832765	0.012419	5.9
51	-0.491473	12.296553	11.477686	0.006913	4.8
52	-0.528952	13.296553	11.143026	0.011999	6.9
53	-0.496636	14.296553	10.827329	0.004134	3.6
54	-0.527791	13.436089	11.097874	0.008385	3.8
55	-0.486095	13.709453	11.010470	0.015787	7.8
56	-0.492940	14.709453	10.702135	0.004973	4.0
57	-0.479222	15.682587	10.418223	0.008190	5.8
58	-0.490609	14.824139	10.667874	0.012749	5.2
59	-0.506555	13.963566	10.930446	0.006319	4.8
60	-0.493048	14.962310	10.626886	0.012556	6.3
61	-0.490755	14.101738	10.887421	0.010763	4.0
62	-0.505094	15.101372	10.585952	0.011848	4.2
63	-0.522567	14.240815	10.844453	0.007234	7.3
64	-0.485866	15.240805	10.545223	0.010182	4.5
65	-0.483705	15.401239	10.498746	0.005363	5.0
66	-0.492706	14.541643	10.752665	0.008688	5.7
67	-0.506070	14.124260	10.880439	0.013512	7.0
68	-0.546778	15.124216	10.579257	0.009238	6.0
69	-0.506358	14.313986	10.821984	0.012000	3.5
70	-0.506988	15.313986	10.523972	0.006760	6.1
71	-0.488343	14.666026	10.715166	0.015966	5.1
72	-0.490429	14.079645	10.894277	0.008611	3.6
73	-0.519742	13.219073	11.168256	0.010134	7.6
74	-0.492199	12.358500	11.456372	0.008261	4.6
