1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.716787	627.201626	0.006119	721.6
1	-0.612308	623.504937	0.005981	14.9
2	-0.000000	619.865785	0.000000	21.1
3	-0.405510	616.282728	0.004434	7.8
4	-0.586928	612.754375	0.006035	8.9
5	-1.128972	609.279381	0.008422	9.3
6	-0.697333	605.856447	0.010297	12.2
7	-0.030958	602.484317	0.001178	11.4
8	-0.718788	599.161779	0.004265	8.8
9	-1.028670	595.887656	0.008144	9.5
10	-0.630856	592.660813	0.005067	9.4
11	-0.069774	589.480151	0.004021	9.4
12	-1.146416	586.344606	0.006563	9.0
13	-0.213247	583.253145	0.004360	12.4
14	-0.258295	580.204771	0.004472	8.3
15	-1.090364	577.198517	0.008047	11.4
16	-0.712424	574.233444	0.008105	9.6
17	-1.051390	571.308645	0.007067	9.2
18	-0.710162	568.423237	0.007725	11.8
19	-0.008168	565.576365	0.000287	8.4
20	-0.018036	562.767201	0.000246	8.7
21	-0.109684	559.994938	0.001931	8.3
22	-1.101594	557.258797	0.007272	9.0
23	-0.249823	554.558018	0.002643	9.4
24	-0.409757	551.891865	0.003377	8.6
25	-1.024297	549.259621	0.007593	10.8
26	-0.477536	546.660592	0.005107	8.7
27	-1.032698	544.094102	0.007252	9.7
28	-0.548982	541.559494	0.006467	8.8
29	-1.106111	539.056129	0.007862	7.7
30	-0.993483	536.583387	0.006968	8.4
31	-0.775321	534.140663	0.011737	8.1
32	-0.815287	531.727370	0.014956	8.9
33	-0.868330	529.342935	0.011997	8.4
34	-0.579569	526.986802	0.005340	9.0
35	-1.130103	524.658430	0.006560	11.5
36	-0.040839	522.357290	0.001616	13.0
37	-1.054555	520.082868	0.007107	7.8
38	-0.786939	517.834665	0.006945	8.8
39	-0.798168	515.612193	0.009279	9.3
40	-0.493122	513.414976	0.006205	9.2
41	-1.100131	511.242551	0.008581	8.9
42	-1.130302	509.094468	0.007703	9.1
43	-0.190171	506.970285	0.006012	9.6
44	-0.973361	504.869574	0.009885	11.0
45	-0.771049	502.791916	0.004701	7.7
46	-0.011830	500.736903	0.004267	9.4
47	-0.008605	498.704137	0.000480	8.7
48	-0.822669	496.693228	0.008908	8.6
49	-1.058679	494.703798	0.007441	8.0
50	-0.000000	492.735476	0.000000	8.6
51	-1.139119	490.787900	0.006966	8.3
52	-0.809481	488.860718	0.011025	8.1
53	-0.169090	486.953585	0.002764	8.2
54	-1.084492	485.066164	0.006330	9.6
55	-0.233662	483.198126	0.003831	11.0
56	-0.947056	481.349149	0.006869	8.9
57	-0.784879	479.518920	0.012548	9.2
58	-1.042694	477.707132	0.007495	8.7
59	-0.346660	475.913485	0.003095	9.0
60	-1.155950	474.137684	0.009595	10.0
61	-0.965238	472.379445	0.005435	8.3
