1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.557958	0.000000	11.172300	0.007530	1280.0
1	-0.562692	0.000000	11.172300	0.013824	4.4
2	-0.554301	0.000000	11.172300	0.014608	2.9
3	-0.541594	0.000000	11.172300	0.023561	4.6
4	-0.558828	1.000000	10.664468	0.007874	7.2
5	-0.535312	2.000000	10.200795	0.009941	4.2
6	-0.523145	1.538942	10.409464	0.012247	4.2
7	-0.596697	0.607356	10.858260	0.009151	4.3
8	-0.533686	1.607312	10.377983	0.006500	3.8
9	-0.536544	2.402315	10.025431	0.009910	4.5
10	-0.549610	3.402315	9.614592	0.011260	4.4
11	-0.563385	4.137832	9.333275	0.010157	4.5
12	-0.551408	3.206244	9.692470	0.007819	4.9
13	-0.556161	4.200413	9.310097	0.010600	5.2
14	-0.569900	3.277650	9.663962	0.009617	4.3
15	-0.536853	2.346062	10.049588	0.009694	3.3
16	-0.555437	1.443576	10.453695	0.007549	5.3
17	-0.589132	0.512037	10.906373	0.013162	4.9
18	-0.519383	1.509278	10.423182	0.013246	3.2
19	-0.549889	0.616027	10.853905	0.018873	4.3
20	-0.548706	0.000000	11.172300	0.007867	3.4
21	-0.526420	0.000000	11.172300	0.009952	5.1
22	-0.560759	0.999998	10.664469	0.006748	2.9
23	-0.560828	0.102518	11.118024	0.018532	4.6
24	-0.571198	0.000000	11.172300	0.013468	4.2
25	-0.571280	1.000000	10.664468	0.008871	6.0
26	-0.533159	0.068412	11.136022	0.010805	3.8
27	-0.525179	1.068411	10.631408	0.011079	6.0
28	-0.538289	0.140985	11.097794	0.012311	5.8
29	-0.535820	1.140413	10.596834	0.006862	3.7
30	-0.527011	0.208825	11.062296	0.013105	4.3
31	-0.568559	0.000000	11.172300	0.011697	5.4
32	-0.594178	0.999935	10.664499	0.007342	3.4
33	-0.537156	1.999903	10.200838	0.008274	4.3
34	-0.524802	2.999879	9.775812	0.014451	3.4
35	-0.528066	2.068290	10.170597	0.010634	4.6
36	-0.580629	3.068289	9.748026	0.013502	6.1
37	-0.544535	4.068289	9.359167	0.008225	3.3
38	-0.562439	5.068289	9.000142	0.008109	5.0
39	-0.558651	4.321337	9.265636	0.009260	4.2
40	-0.555816	3.389815	9.619519	0.011492	3.6
