1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.617368	0.000000	27.385320	0.011539	1374.7
1	-0.620007	0.000000	27.385320	0.009576	4.7
2	-0.589223	0.999995	26.140539	0.011555	3.8
3	-0.663867	0.320732	26.973357	0.008361	4.2
4	-0.668049	1.320732	25.764913	0.008599	4.6
5	-0.628315	2.320732	24.660106	0.007405	3.3
6	-0.601828	1.641486	25.399910	0.014313	5.4
7	-0.626209	0.962222	26.185498	0.009783	3.5
8	-0.610537	1.962222	25.045125	0.007858	4.9
9	-0.653487	1.282965	25.808581	0.007723	4.2
10	-0.625433	0.603701	26.620055	0.009751	3.5
11	-0.615169	0.000000	27.385320	0.006074	6.6
12	-0.628378	0.000000	27.385320	0.007446	6.7
13	-0.641644	0.000000	27.385320	0.010154	4.3
14	-0.643210	0.790685	26.391630	0.008399	4.1
15	-0.646389	0.435435	26.829020	0.007650	4.6
16	-0.631559	0.000000	27.385320	0.007221	4.2
17	-0.608287	0.999998	26.140534	0.010261	5.2
18	-0.644533	0.402649	26.870118	0.006166	3.2
19	-0.625472	0.000000	27.385320	0.011041	5.3
20	-0.606417	0.000000	27.385320	0.007387	3.6
21	-0.605592	0.968726	26.177746	0.009340	4.4
22	-0.630313	1.968726	25.038033	0.014357	5.6
23	-0.625789	1.289462	25.801059	0.007646	6.2
24	-0.607676	0.611482	26.610471	0.010876	6.7
25	-0.647882	1.611482	25.433615	0.011333	3.4
26	-0.639380	2.611481	24.356443	0.007646	5.0
27	-0.636911	2.044735	24.955449	0.010573	4.4
28	-0.628966	3.044735	23.917573	0.009091	4.8
29	-0.607869	3.865739	23.127875	0.009368	3.6
30	-0.638313	4.865739	22.233724	0.009172	4.9
31	-0.589574	5.865739	21.406138	0.011372	4.9
32	-0.607786	6.865739	20.637950	0.011555	3.7
33	-0.616340	6.190222	21.150681	0.006538	5.8
34	-0.607743	6.181071	21.157802	0.004589	4.6
35	-0.618976	7.180604	20.407359	0.008394	4.0
36	-0.627722	7.426427	20.230883	0.004832	5.5
37	-0.665686	6.802367	20.684991	0.007220	4.5
38	-0.634058	6.148319	21.183327	0.012701	4.4
39	-0.623295	7.072242	20.486134	0.013642	4.5
40	-0.618244	6.392978	20.994129	0.005082	4.6
41	-0.639804	7.392976	20.254718	0.009042	3.7
42	-0.647340	8.391675	19.566483	0.006824	4.1
43	-0.600091	9.391561	18.922744	0.008502	3.9
44	-0.609117	8.715844	19.353033	0.010517	3.3
45	-0.617643	8.036580	19.805766	0.011937	4.9
46	-0.615427	7.357316	20.280189	0.012167	4.6
47	-0.639474	8.357316	19.589383	0.007341	3.9
48	-0.643872	7.678263	20.053227	0.008331	5.3
49	-0.612340	8.678179	19.377595	0.010951	3.4
50	-0.624115	9.677657	18.746272	0.010912	4.7
51	-0.618571	9.304416	18.977158	0.008871	2.9
52	-0.605168	8.625153	19.412279	0.011774	4.8
53	-0.565791	9.625153	18.778411	0.007222	4.6
54	-0.602273	10.625152	18.184631	0.007532	7.2
55	-0.583382	10.456054	18.282386	0.008658	5.1
56	-0.624068	11.455530	17.719375	0.007186	4.0
57	-0.616636	12.455528	17.189736	0.010766	3.9
58	-0.594792	11.776351	17.545935	0.012852	4.0
59	-0.622066	12.776351	17.026461	0.011422	4.4
60	-0.608133	13.776351	16.536862	0.007540	4.9
61	-0.635583	14.776351	16.074633	0.011367	3.7
62	-0.651148	14.097087	16.385739	0.012718	4.2
63	-0.661796	15.097087	15.931804	0.009269	4.6
64	-0.636147	16.097087	15.502342	0.015128	4.0
65	-0.631054	17.097075	15.095430	0.009240	4.5
66	-0.615157	16.417811	15.369464	0.007322	4.6
67	-0.645509	15.738609	15.653606	0.007909	3.5
68	-0.633298	16.738605	15.238818	0.009255	5.2
69	-0.615112	17.270828	15.026895	0.009013	4.0
70	-0.585401	16.591564	15.298425	0.013855	7.9
71	-0.636321	17.591564	14.902006	0.009936	4.8
72	-0.641894	17.001239	15.133499	0.011120	8.7
73	-0.636272	16.329069	15.406002	0.009614	4.3
74	-0.634914	17.159403	15.070773	0.006190	3.5
75	-0.623413	18.100479	14.708048	0.007265	6.3
76	-0.612090	18.954707	14.393591	0.008814	4.1
77	-0.602684	19.943562	14.045962	0.008519	3.6
78	-0.596984	20.943517	13.711099	0.008815	4.2
79	-0.631618	20.264253	13.936802	0.005135	3.8
80	-0.669653	20.737104	13.778908	0.010939	4.8
81	-0.597360	21.056803	13.674166	0.009764	4.8
82	-0.630231	20.391220	13.894051	0.004643	6.5
83	-0.612400	21.391212	13.566296	0.007388	5.1
84	-0.668299	20.712044	13.787186	0.007593	5.8
85	-0.656806	20.122772	13.984751	0.010056	4.6
86	-0.639738	21.121637	13.653119	0.016001	5.4
87	-0.608518	22.121637	13.336500	0.010290	4.4
88	-0.628776	21.442373	13.549943	0.006239	8.6
89	-0.626298	20.763120	13.770325	0.007246	6.3
90	-0.630757	20.083979	13.997955	0.009710	5.9
91	-0.637174	21.083975	13.665337	0.007940	3.6
92	-0.631047	22.083844	13.348199	0.009513	4.1
93	-0.595123	21.404580	13.562019	0.009674	3.1
94	-0.634801	22.402587	13.250171	0.008629	5.4
95	-0.619157	21.723323	13.460838	0.012603	6.7
96	-0.616913	21.044090	13.678301	0.010381	3.9
97	-0.630216	22.044080	13.360530	0.008539	5.2
98	-0.628443	21.364845	13.574739	0.012527	5.7
99	-0.636617	20.685581	13.795939	0.010860	3.5
100	-0.606643	20.006317	14.024466	0.006537	4.3
101	-0.603465	21.006176	13.690647	0.004261	3.7
102	-0.606478	21.997812	13.374907	0.005323	4.1
103	-0.615905	22.995339	13.071651	0.007528	3.9
104	-0.619699	22.814807	13.125511	0.010427	3.9
105	-0.608452	22.135543	13.332201	0.007057	4.3
106	-0.623550	22.133853	13.332723	0.013136	3.9
107	-0.666850	23.133852	13.030626	0.008553	4.1
108	-0.650013	24.133852	12.741915	0.010063	7.4
109	-0.616000	23.474272	12.930886	0.007019	3.9
110	-0.615509	22.795365	13.131337	0.006743	3.9
111	-0.610031	23.619565	12.888779	0.007321	5.2
112	-0.644713	24.576461	12.618174	0.006495	3.5
113	-0.603205	25.568456	12.349383	0.008140	5.2
114	-0.631787	26.382269	12.137277	0.010978	4.6
115	-0.643969	27.382269	11.886415	0.006798	4.4
116	-0.647950	26.769619	12.038859	0.014165	4.1
117	-0.641501	26.092089	12.212066	0.011724	5.3
118	-0.603541	27.092089	11.958135	0.008583	4.1
119	-0.635281	28.092077	11.714553	0.012868	4.7
120	-0.614646	27.412859	11.878904	0.010960	3.9
