1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.803173	627.201626	0.004447	619.3
1	-0.611647	623.504937	0.004598	12.8
2	-0.353358	619.865785	0.004004	10.5
3	-0.919029	616.282728	0.004265	10.8
4	-0.606194	612.754375	0.005126	12.0
5	-0.361209	609.279381	0.005058	11.8
6	-0.197762	605.856447	0.003136	10.9
7	-0.098714	602.484317	0.005491	15.2
8	-0.000000	599.161779	0.000000	10.9
9	-0.730077	595.887656	0.005208	11.9
10	-0.648043	592.660813	0.005818	11.7
11	-0.116726	589.480151	0.001800	10.4
12	-0.482312	586.344606	0.003645	11.0
13	-0.004298	583.253145	0.000931	12.9
14	-0.935961	580.204771	0.005461	14.9
15	-0.473875	577.198517	0.003310	10.7
16	-0.729463	574.233444	0.004174	10.4
17	-0.909683	571.308645	0.005461	11.1
18	-0.497277	568.423237	0.003909	13.9
19	-0.407832	565.576365	0.002514	11.0
20	-0.008997	562.767201	0.000395	10.7
21	-0.887783	559.994938	0.006166	12.1
22	-0.924108	557.258797	0.004977	10.5
23	-0.940137	554.558018	0.005991	11.1
24	-0.704824	551.891865	0.004634	11.9
25	-0.925508	549.259621	0.005094	11.3
26	-1.023596	546.660592	0.005857	10.6
27	-0.000000	544.094102	0.000000	9.8
28	-0.692045	541.559494	0.006135	11.7
29	-0.424788	539.056129	0.003663	12.5
30	-0.335750	536.583387	0.003593	9.9
31	-0.946778	534.140663	0.005863	9.5
32	-0.034674	531.727370	0.001960	11.8
33	-0.145213	529.342935	0.002016	12.6
34	-0.899296	526.986802	0.006458	12.4
35	-0.051267	524.658430	0.001698	10.3
36	-0.807393	522.357290	0.004780	11.6
37	-0.402397	520.082868	0.003941	14.0
38	-0.970337	517.834665	0.004363	11.7
39	-0.801377	515.612193	0.004674	10.9
40	-0.930240	513.414976	0.004463	11.9
41	-1.059656	511.242551	0.006492	12.7
42	-0.870584	509.094468	0.009614	9.8
43	-0.434274	506.970285	0.003889	10.4
44	-0.804682	504.869574	0.005530	11.4
45	-0.656153	502.791916	0.005104	13.6
46	-0.228300	500.736903	0.004044	10.7
47	-0.086470	498.704137	0.002180	10.4
48	-0.993060	496.693228	0.008390	13.5
49	-0.957466	494.703798	0.005277	10.6
50	-0.000000	492.735476	0.000000	11.1
51	-0.701333	490.787900	0.004428	12.3
52	-0.226282	488.860718	0.002901	10.8
53	-0.966683	486.953585	0.005957	11.7
54	-1.058158	485.066164	0.005623	11.4
55	-0.397081	483.198126	0.003580	11.1
56	-0.000000	481.349149	0.000000	10.9
57	-0.409918	479.518920	0.003360	10.8
58	-0.008427	477.707132	0.000350	10.7
59	-0.887687	475.913485	0.009526	11.3
60	-0.556067	474.137684	0.003741	11.6
61	-0.000000	472.379445	0.000000	16.8
62	-0.725216	470.638485	0.005477	10.0
63	-0.295832	468.914531	0.003010	10.7
64	-0.862489	467.207315	0.006360	25.3
65	-1.013963	465.516573	0.004449	10.7
66	-0.964471	463.842050	0.004550	11.1
67	-0.700193	462.183494	0.005387	12.0
68	-0.826768	460.540658	0.004634	11.5
69	-0.229990	458.913303	0.004600	10.4
70	-0.456087	457.301192	0.003887	11.0
71	-0.476769	455.704096	0.004320	10.1
72	-0.789613	454.121787	0.003763	10.0
73	-0.279502	452.554045	0.002838	11.3
74	-0.989912	451.000653	0.007212	13.1
75	-0.562656	449.461399	0.005116	12.7
76	-0.998465	447.936075	0.004723	10.7
77	-0.597827	446.424477	0.004114	11.3
78	-0.000000	444.926406	0.000000	10.5
79	-0.000001	443.441666	0.000001	10.2
80	-0.000000	441.970065	0.000000	12.8
81	-0.298802	440.511415	0.003629	13.6
82	-0.828125	439.065533	0.005106	10.8
83	-0.751867	437.632238	0.005661	10.6
84	-0.446793	436.211351	0.004966	14.1
85	-0.335241	434.802701	0.003177	10.4
86	-0.000000	433.406117	0.000000	11.9
87	-0.868262	432.021430	0.004179	11.5
88	-0.000001	430.648479	0.000002	10.1
89	-0.000000	429.287101	0.000000	10.1
90	-1.052694	427.937140	0.005812	11.9
91	-0.924559	426.598440	0.004278	11.3
92	-0.043504	425.270849	0.001935	10.2
93	-0.291872	423.954220	0.003211	10.6
94	-0.049497	422.648404	0.001674	15.8
95	-0.882199	421.353259	0.005912	10.4
96	-0.121505	420.068643	0.003777	14.9
97	-0.024108	418.794419	0.001356	18.6
98	-0.965322	417.530451	0.009225	17.3
99	-0.746676	416.276604	0.004163	11.9
100	-0.699239	415.032748	0.003892	11.6
101	-0.851522	413.798754	0.006738	12.9
102	-1.061539	412.574495	0.007401	12.8
103	-0.859691	411.359849	0.006195	10.5
104	-0.225867	410.154691	0.002999	11.3
105	-0.458371	408.958904	0.004401	11.0
106	-0.794265	407.772368	0.004216	12.0
107	-0.921729	406.594968	0.005146	12.5
108	-0.921946	405.426590	0.004304	10.4
109	-0.217669	404.267122	0.002615	12.2
110	-0.225769	403.116456	0.002608	11.7
111	-1.014831	401.974481	0.007106	10.8
112	-0.694552	400.841093	0.004869	11.7
113	-0.084724	399.716187	0.001735	11.4
114	-0.890948	398.599660	0.004745	11.0
115	-0.940645	397.491411	0.004611	10.7
116	-0.019511	396.391342	0.002249	10.4
117	-0.173628	395.299353	0.003114	15.3
118	-0.277106	394.215350	0.003597	10.7
119	-0.000000	393.139238	0.000000	10.4
120	-0.099256	392.070924	0.001472	12.0
121	-0.864702	391.010316	0.004232	14.1
122	-0.877098	389.957325	0.006046	10.1
123	-0.007229	388.911862	0.000932	10.7
124	-0.211126	387.873839	0.002459	12.1
125	-0.463246	386.843173	0.002952	11.7
126	-0.000000	385.819777	0.000000	11.7
127	-0.616044	384.803569	0.003035	11.5
128	-0.882662	383.794468	0.006804	13.4
129	-0.432746	382.792393	0.003983	10.9
130	-0.704585	381.797264	0.003402	12.8
131	-0.120712	380.809005	0.001849	10.4
132	-0.303078	379.827537	0.003214	12.5
133	-0.305679	378.852786	0.003211	13.7
134	-0.910933	377.884678	0.004739	12.3
135	-0.381658	376.923138	0.002660	15.9
136	-0.867254	375.968095	0.004199	19.1
137	-1.091049	375.019479	0.007196	18.8
138	-0.994487	374.077218	0.006941	13.9
139	-0.612203	373.141244	0.005072	11.3
140	-0.817558	372.211489	0.006441	21.2
141	-0.000000	371.287887	0.000000	20.0
142	-1.024370	370.370370	0.006050	17.5
143	-0.222654	369.458876	0.002569	19.1
144	-0.066003	368.553338	0.001532	17.0
145	-0.953742	367.653696	0.006103	21.2
146	-1.034474	366.759885	0.005360	15.1
147	-0.692518	365.871846	0.003619	18.6
148	-0.777940	364.989518	0.005923	19.1
149	-0.890659	364.112841	0.006835	20.3
150	-0.756066	363.241757	0.006513	21.5
151	-0.240897	362.376208	0.002941	10.5
152	-1.002196	361.516137	0.008489	20.7
153	-0.539299	360.661488	0.004159	16.9
154	-0.102561	359.812206	0.002730	17.5
155	-0.447455	358.968236	0.002439	17.8
156	-1.009042	358.129524	0.005013	13.8
157	-0.060690	357.296018	0.002372	17.1
158	-0.169063	356.467665	0.005652	12.4
159	-1.057579	355.644414	0.005786	15.1
160	-0.767949	354.826213	0.003884	15.8
161	-0.000000	354.013012	0.000000	18.0
162	-0.579908	353.204763	0.003247	14.4
163	-0.172964	352.401415	0.002323	18.8
164	-0.000000	351.602922	0.000000	17.6
165	-0.265539	350.809235	0.003282	17.6
166	-1.006413	350.020308	0.005322	18.0
167	-0.004339	349.236095	0.001295	17.5
168	-0.325779	348.456550	0.002626	16.3
169	-0.931138	347.681627	0.005153	15.4
170	-1.004788	346.911283	0.004663	17.7
171	-0.000000	346.145474	0.000000	18.3
172	-0.600071	345.384157	0.004199	19.5
173	-0.000000	344.627288	0.000000	13.8
174	-1.006597	343.874826	0.007209	16.7
175	-0.187718	343.126729	0.003507	15.9
176	-0.388564	342.382957	0.002582	20.9
177	-0.173264	341.643469	0.003958	21.0
178	-0.842136	340.908224	0.004078	21.0
179	-0.315302	340.177184	0.003407	17.0
180	-0.791761	339.450309	0.003596	10.3
181	-1.110835	338.727561	0.007287	16.4
182	-1.008341	338.008902	0.006179	17.4
183	-0.024295	337.294295	0.001601	10.6
184	-0.896506	336.583703	0.005037	19.8
185	-0.350723	335.877089	0.003062	20.1
186	-0.025259	335.174416	0.002095	12.7
187	-0.969546	334.475651	0.008577	13.7
188	-0.722036	333.780756	0.004454	14.8
189	-0.862054	333.089698	0.005225	14.3
190	-0.043261	332.402443	0.001119	17.4
191	-0.882414	331.718955	0.004840	13.0
192	-0.496855	331.039203	0.002973	17.3
193	-0.402377	330.363153	0.003770	12.8
194	-0.365283	329.690771	0.003399	15.8
