1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.023145	627.201626	0.001660	631.2
1	-0.477112	623.504937	0.009927	10.3
2	-0.076363	619.865785	0.003748	10.9
3	-0.000359	616.282728	0.000072	8.3
4	-0.282951	612.754375	0.003472	9.3
5	-0.584539	609.279381	0.006549	9.3
6	-1.377041	605.856447	0.014220	11.4
7	-0.004115	602.484317	0.000567	13.6
8	-0.732153	599.161779	0.009496	9.9
9	-0.000000	595.887656	0.000000	8.7
10	-0.610210	592.660813	0.003051	12.5
11	-0.557618	589.480151	0.006631	9.6
12	-0.718117	586.344606	0.006580	9.1
13	-1.455684	583.253145	0.024435	10.7
14	-0.649837	580.204771	0.001337	10.1
15	-1.546357	577.198517	0.027630	8.9
16	-1.694557	574.233444	0.033508	10.9
17	-0.393682	571.308645	0.004497	13.1
18	-0.520697	568.423237	0.013283	11.3
19	-0.041812	565.576365	0.000584	17.5
20	-0.815819	562.767201	0.011898	8.4
21	-1.764761	559.994938	0.033285	18.6
22	-1.078561	557.258797	0.011399	14.5
23	-0.002932	554.558018	0.000171	14.4
24	-0.331132	551.891865	0.002407	9.6
25	-0.031342	549.259621	0.002136	10.4
26	-1.449178	546.660592	0.009407	11.9
27	-1.599734	544.094102	0.012288	9.5
28	0.000000	541.559494	0.000000	10.2
29	0.000000	539.056129	0.000000	10.8
30	-1.784548	536.583387	0.014936	11.9
31	-1.684578	534.140663	0.012572	15.3
32	-1.320110	531.727370	0.026184	12.1
33	-0.009456	529.342935	0.001230	10.6
34	-0.000079	526.986802	0.000018	8.6
35	-1.174685	524.658430	0.015544	8.8
36	-0.017575	522.357290	0.001290	15.6
37	-1.126337	520.082868	0.009502	11.8
38	-1.296492	517.834665	0.012737	9.0
39	-0.049241	515.612193	0.001884	10.9
40	-1.107151	513.414976	0.021403	8.4
41	-0.020310	511.242551	0.001467	9.9
42	-1.209102	509.094468	0.016879	11.8
43	-0.127401	506.970285	0.004352	8.9
44	-0.251343	504.869574	0.006395	11.6
45	-0.002817	502.791916	0.000449	14.0
46	-0.933922	500.736903	0.010325	8.6
47	-0.057005	498.704137	0.001109	8.4
48	-0.000000	496.693228	0.000000	9.1
49	-1.227461	494.703798	0.043051	13.6
50	-0.937093	492.735476	0.014907	9.9
51	-0.000000	490.787900	0.000000	9.4
52	-1.030925	488.860718	0.021661	9.9
53	-0.612476	486.953585	0.007625	11.4
54	-1.255981	485.066164	0.020526	12.0
55	-0.462391	483.198126	0.011388	10.5
56	-1.899314	481.349149	0.021360	9.4
57	-0.388437	479.518920	0.004904	11.3
58	-0.763094	477.707132	0.007707	11.7
59	-0.258077	475.913485	0.005475	9.3
60	-0.000000	474.137684	0.000000	9.5
61	-0.437153	472.379445	0.007873	9.4
62	-0.233220	470.638485	0.007133	11.3
63	-1.973665	468.914531	0.026465	9.7
64	-1.775736	467.207315	0.020100	10.7
65	-0.000000	465.516573	0.000000	13.3
66	-0.566272	463.842050	0.006346	12.8
67	-1.094928	462.183494	0.004639	11.6
68	-1.685491	460.540658	0.012485	11.0
69	-1.527112	458.913303	0.020276	11.6
70	-1.230007	457.301192	0.014926	10.4
71	-1.411522	455.704096	0.018811	13.2
72	-1.209536	454.121787	0.017505	9.7
73	-1.396657	452.554045	0.011515	8.3
74	-0.000143	451.000653	0.000028	8.5
75	-1.028860	449.461399	0.012891	11.9
76	-0.085432	447.936075	0.003031	8.5
77	-0.903101	446.424477	0.011215	8.8
78	-0.000413	444.926406	0.000081	13.3
79	-1.100745	443.441666	0.011733	7.4
80	-0.000008	441.970065	0.000002	11.0
81	-0.000000	440.511415	0.000000	11.4
82	-1.626859	439.065533	0.007510	13.4
83	-1.566244	437.632238	0.019985	13.7
84	-0.426393	436.211351	0.005750	12.9
85	-0.076321	434.802701	0.002634	12.9
86	-0.199477	433.406117	0.002473	14.9
87	-0.000011	432.021430	0.000003	12.3
88	-1.724867	430.648479	0.010855	9.1
89	-0.000000	429.287101	0.000000	11.2
90	-0.939647	427.937140	0.019093	10.3
91	-0.000000	426.598440	0.000000	9.4
92	-1.699758	425.270849	0.019634	13.6
93	-0.502448	423.954220	0.007175	14.6
94	-0.885495	422.648404	0.013244	10.1
95	-1.458362	421.353259	0.031421	9.7
96	-0.507742	420.068643	0.005052	9.6
97	-1.622360	418.794419	0.020181	14.5
98	-1.369983	417.530451	0.014765	17.5
99	-0.000000	416.276604	0.000000	9.3
100	-1.686402	415.032748	0.012083	14.5
101	-0.000000	413.798754	0.000000	18.5
102	-1.792062	412.574495	0.029649	19.9
103	-0.118246	411.359849	0.003634	16.6
104	-0.566844	410.154691	0.004674	16.2
105	-2.087725	408.958904	0.023264	9.2
106	-1.068547	407.772368	0.007629	9.7
107	-1.520375	406.594968	0.019965	10.9
108	-1.612627	405.426590	0.014894	12.8
109	-0.652425	404.267122	0.007687	14.4
110	-1.689128	403.116456	0.025307	14.8
111	-0.014252	401.974481	0.001519	10.9
112	-1.174980	400.841093	0.009081	15.1
113	-1.001056	399.716187	0.008445	15.6
114	-1.456938	398.599660	0.020824	14.3
115	-0.000059	397.491411	0.000014	16.3
116	-0.000000	396.391342	0.000000	16.9
117	-1.724711	395.299353	0.015064	14.6
118	-0.161774	394.215350	0.002702	11.4
119	-0.000000	393.139238	0.000000	16.7
120	-0.040456	392.070924	0.001976	16.8
121	-1.007544	391.010316	0.005075	11.8
122	-1.827354	389.957325	0.027401	13.4
123	-0.161889	388.911862	0.001423	11.4
124	-0.000000	387.873839	0.000000	13.5
125	-1.829783	386.843173	0.028148	12.9
126	-1.564916	385.819777	0.028799	9.8
127	-0.000000	384.803569	0.000000	19.8
128	-1.643058	383.794468	0.022357	19.4
129	-0.000000	382.792393	0.000000	15.6
130	-0.387032	381.797264	0.006372	9.6
131	-0.018688	380.809005	0.000411	13.2
132	-0.019261	379.827537	0.000754	12.9
133	-1.656576	378.852786	0.027277	8.5
134	-0.640643	377.884678	0.006492	10.0
135	-0.179243	376.923138	0.003860	13.5
136	-1.471354	375.968095	0.030964	10.8
137	-0.048231	375.019479	0.002439	14.2
138	-1.934138	374.077218	0.027977	13.2
139	-1.855989	373.141244	0.017088	11.6
140	-0.045784	372.211489	0.001564	9.1
141	-0.026255	371.287887	0.001498	10.6
142	-0.321476	370.370370	0.002614	8.7
143	-0.528338	369.458876	0.005457	17.6
144	-1.471471	368.553338	0.032899	11.5
145	-0.000000	367.653696	0.000000	9.5
146	-1.393970	366.759885	0.006629	11.0
147	-0.217629	365.871846	0.003879	14.7
148	-0.086660	364.989518	0.002513	21.9
149	-0.000271	364.112841	0.000059	13.7
150	-0.053517	363.241757	0.003765	15.6
151	-1.769673	362.376208	0.005809	13.4
152	-1.353661	361.516137	0.008641	11.3
153	-0.000000	360.661488	0.000000	22.8
154	-1.088348	359.812206	0.037073	14.7
155	-0.549730	358.968236	0.005003	11.2
156	-1.979794	358.129524	0.017577	19.8
157	-1.579955	357.296018	0.016624	16.3
158	-0.041382	356.467665	0.001533	10.9
159	-1.218648	355.644414	0.034376	10.3
160	-1.680598	354.826213	0.018173	13.8
161	-1.095883	354.013012	0.019793	8.6
162	-0.000000	353.204763	0.000000	12.4
163	-0.000000	352.401415	0.000000	15.4
164	-0.970026	351.602922	0.013425	10.6
165	-0.762371	350.809235	0.007686	14.9
166	-0.514472	350.020308	0.003853	11.6
167	-0.204452	349.236095	0.002964	11.0
168	-0.012592	348.456550	0.000688	13.1
169	-0.240972	347.681627	0.010437	8.8
170	-1.874923	346.911283	0.022274	9.6
171	-0.083949	346.145474	0.003476	14.0
172	-0.000525	345.384157	0.000103	15.3
173	-1.545517	344.627288	0.014242	25.9
174	-1.694087	343.874826	0.047976	29.0
175	-0.119334	343.126729	0.002185	13.4
176	-0.000000	342.382957	0.000000	25.2
177	-1.283998	341.643469	0.019950	15.7
178	-0.567575	340.908224	0.005573	17.1
179	-1.172739	340.177184	0.014771	13.6
180	-0.697176	339.450309	0.030910	19.5
181	-1.421286	338.727561	0.030665	13.8
182	-0.000747	338.008902	0.000111	11.0
183	-0.000004	337.294295	0.000001	19.1
184	-0.617076	336.583703	0.014188	12.1
185	-0.416684	335.877089	0.009227	8.1
186	-0.056524	335.174416	0.004604	8.7
187	-1.533152	334.475651	0.025259	9.4
188	-0.000000	333.780756	0.000000	10.6
189	-0.210495	333.089698	0.006516	10.1
190	-1.389147	332.402443	0.019504	9.6
191	-0.331269	331.718955	0.003305	17.7
192	-0.288808	331.039203	0.007408	14.4
193	-1.538388	330.363153	0.025505	11.5
194	-0.482182	329.690771	0.009613	11.0
195	-1.407600	329.022027	0.016077	11.8
196	-0.052981	328.356888	0.001342	15.2
197	-0.001376	327.695322	0.000217	9.1
198	-0.000000	327.037299	0.000000	12.4
199	-0.457059	326.382787	0.008329	15.6
200	-0.144254	325.731758	0.003706	13.9
201	-0.421011	325.084179	0.007038	16.5
202	-1.470456	324.440023	0.017865	14.1
203	-0.000065	323.799258	0.000014	14.8
204	-1.850584	323.161858	0.011788	11.8
205	-1.938419	322.527792	0.024394	11.1
