1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.452064	0.000000	11.770231	0.006730	1314.1
1	-0.466850	0.000000	11.770231	0.007579	3.6
2	-0.460387	0.299662	11.604637	0.007693	4.1
3	-0.462694	0.000000	11.770231	0.005958	4.2
4	-0.467914	0.000000	11.770231	0.006865	4.0
5	-0.454495	0.000000	11.770231	0.006794	4.8
6	-0.432994	0.997903	11.236291	0.006342	4.7
7	-0.480272	0.072982	11.729467	0.014847	4.8
8	-0.459607	0.000000	11.770231	0.004477	7.2
9	-0.426606	0.129201	11.698258	0.005742	4.2
10	-0.454382	0.000000	11.770231	0.009331	5.1
11	-0.460615	0.994797	11.237878	0.008073	3.5
12	-0.450597	1.981986	10.755156	0.008289	3.5
13	-0.444656	2.981955	10.306701	0.009874	4.6
14	-0.475916	2.053472	10.721805	0.008527	5.8
15	-0.464770	3.053397	10.276089	0.006038	3.7
16	-0.469743	2.124976	10.688653	0.017174	3.8
17	-0.507650	3.124956	10.245608	0.007280	4.3
18	-0.424243	4.076991	9.856639	0.007203	3.8
19	-0.440636	3.888467	9.931300	0.010900	4.8
20	-0.465292	3.233332	10.199788	0.008510	4.7
21	-0.439258	4.233117	9.795652	0.015055	3.4
22	-0.448001	3.304633	10.169865	0.010306	4.4
23	-0.460414	4.304633	9.767968	0.008392	4.0
24	-0.469539	4.677125	9.626266	0.007473	4.5
25	-0.466922	4.395007	9.733206	0.006999	7.0
26	-0.441044	5.373963	9.371927	0.006928	4.0
27	-0.428634	4.446433	9.713536	0.007190	5.6
28	-0.437345	3.518426	10.081187	0.006052	5.1
29	-0.457999	4.493500	9.695602	0.004310	5.0
30	-0.452800	4.620303	9.647616	0.006282	5.9
31	-0.496424	4.311348	9.765376	0.008572	5.3
32	-0.461845	5.109346	9.466911	0.013712	4.1
33	-0.415880	6.109345	9.117699	0.006190	4.7
34	-0.412413	5.337580	9.384873	0.011139	4.7
35	-0.441366	6.077748	9.128338	0.006159	4.0
36	-0.461744	7.077722	8.803237	0.008767	4.6
37	-0.464145	6.171754	9.096757	0.009800	3.7
38	-0.486930	7.171753	8.773854	0.005725	4.7
39	-0.464005	7.521008	8.666413	0.009007	4.9
40	-0.436742	8.243657	8.452255	0.004882	4.2
41	-0.468301	9.223942	8.178114	0.010049	3.9
42	-0.450491	10.218211	7.917649	0.006817	4.5
43	-0.452690	9.297917	8.158146	0.008668	5.8
44	-0.429041	10.093283	7.949461	0.012052	3.4
45	-0.451009	9.165059	8.194078	0.009639	4.1
46	-0.457737	8.236575	8.454302	0.011885	4.6
47	-0.438192	7.308093	8.731596	0.012011	4.3
48	-0.439241	6.379609	9.027698	0.010962	5.6
49	-0.445942	5.451125	9.344587	0.010825	4.4
50	-0.467615	4.522807	9.684469	0.005603	7.4
51	-0.470219	3.599005	10.048164	0.006478	4.5
52	-0.450356	4.539418	9.678171	0.008126	5.2
53	-0.481692	4.585129	9.660879	0.004409	3.6
54	-0.437783	3.806433	9.964143	0.006451	4.7
55	-0.458199	4.331181	9.757731	0.009542	4.7
56	-0.488463	5.329131	9.387885	0.012588	5.2
57	-0.456178	4.402312	9.730407	0.010690	4.8
58	-0.474734	3.474293	10.099366	0.009657	3.6
59	-0.487852	2.545808	10.497616	0.007951	3.3
60	-0.482215	1.617454	10.928500	0.006784	5.0
61	-0.458774	2.543731	10.498542	0.004548	3.6
62	-0.459017	1.626856	10.923959	0.009391	5.1
63	-0.469539	2.622208	10.463664	0.012305	4.3
64	-0.445644	1.693724	10.891771	0.008830	4.9
65	-0.432198	0.765242	11.356402	0.006675	5.6
66	-0.484564	1.763416	10.858425	0.011654	4.7
67	-0.451692	0.867824	11.303129	0.008853	5.0
68	-0.473350	1.867824	10.808848	0.012508	4.2
69	-0.428593	0.960091	11.255638	0.008663	3.9
70	-0.458406	1.958861	10.765989	0.008897	3.8
71	-0.451894	2.036248	10.729822	0.010345	4.7
72	-0.467711	2.663173	10.445549	0.007704	4.8
73	-0.484430	3.663173	10.022021	0.006773	4.0
74	-0.464012	4.663083	9.631534	0.011283	4.7
75	-0.444912	3.734609	9.993077	0.008765	5.2
76	-0.465035	2.806126	10.382825	0.008492	3.5
