1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.590834	0.000000	24.448338	0.016049	1396.4
1	-0.585001	0.000000	24.448338	0.020300	5.0
2	-0.570472	0.000000	24.448338	0.016265	3.7
3	-0.609718	0.000000	24.448338	0.013352	4.3
4	-0.572903	0.000000	24.448338	0.012386	4.7
5	-0.602262	0.000000	24.448338	0.011512	4.2
6	-0.618943	0.000000	24.448338	0.010862	4.6
7	-0.567703	0.000000	24.448338	0.011803	4.3
8	-0.568842	0.000000	24.448338	0.007587	4.2
9	-0.646197	0.000000	24.448338	0.012290	5.0
10	-0.619489	0.000000	24.448338	0.009066	4.2
11	-0.583527	0.000000	24.448338	0.005350	3.7
12	-0.591630	0.000000	24.448338	0.007821	4.9
13	-0.578195	0.000000	24.448338	0.007092	5.6
14	-0.582856	0.000000	24.448338	0.004910	4.0
15	-0.612010	0.999996	23.337054	0.005112	5.3
16	-0.645750	0.892041	23.452135	0.007929	5.1
17	-0.619104	0.784083	23.568359	0.008636	3.9
18	-0.629633	1.784082	22.533938	0.008964	4.5
19	-0.600199	2.770781	21.598579	0.007119	4.9
20	-0.600640	2.662806	21.697134	0.005287	4.7
21	-0.632440	3.661201	20.818738	0.008520	3.9
22	-0.594370	4.163135	20.403463	0.003896	4.2
23	-0.624349	5.162402	19.624157	0.006595	4.2
24	-0.554970	5.060523	19.700875	0.005722	4.7
25	-0.616931	4.952549	19.782839	0.008571	5.4
26	-0.619667	4.844602	19.865467	0.010226	3.7
27	-0.642921	5.844602	19.125450	0.006583	5.3
28	-0.642956	6.844602	18.438586	0.006839	5.4
29	-0.602916	7.298175	18.143046	0.006488	4.1
30	-0.594271	7.190469	18.212364	0.006213	5.5
31	-0.614986	8.190361	17.588514	0.008111	4.0
32	-0.626340	8.082386	17.653816	0.005838	5.2
33	-0.608238	8.050888	17.672957	0.007796	4.7
34	-0.619261	7.942913	17.738888	0.004766	4.3
35	-0.616970	7.834938	17.805313	0.006699	4.7
36	-0.594639	7.898141	17.766371	0.006837	5.0
37	-0.606702	7.790166	17.833002	0.007752	4.5
38	-0.580189	8.790166	17.234382	0.005210	4.3
39	-0.629272	9.790151	16.674653	0.006489	4.1
40	-0.582798	10.788087	16.151179	0.005557	4.0
41	-0.566880	10.680112	16.206227	0.007872	5.8
42	-0.569389	10.572138	16.261651	0.006170	3.5
43	-0.586863	11.572130	15.762405	0.005701	4.6
44	-0.634012	11.464155	15.814830	0.005437	4.2
45	-0.621625	11.356200	15.867595	0.004625	3.6
46	-0.634737	11.369128	15.861258	0.007451	4.6
47	-0.605143	12.367479	15.386691	0.003497	4.0
48	-0.642536	12.275639	15.429158	0.004314	5.8
49	-0.580180	12.937833	15.128105	0.007240	3.5
50	-0.630045	13.936524	14.695655	0.006167	4.8
51	-0.604377	13.828549	14.741214	0.004165	5.5
52	-0.607221	13.771827	14.765261	0.004556	3.7
53	-0.635769	13.663915	14.811226	0.006450	3.8
54	-0.647170	14.656535	14.398906	0.003472	4.3
55	-0.631836	15.639112	14.012760	0.013286	3.9
56	-0.623311	16.604108	13.653165	0.005507	4.4
57	-0.584661	17.604108	13.299494	0.004955	4.3
58	-0.620683	17.496133	13.336796	0.006325	4.4
59	-0.595149	18.495071	12.999472	0.005208	3.6
60	-0.591063	18.387096	13.035109	0.005789	4.9
61	-0.636957	19.386776	12.712455	0.005911	4.1
62	-0.660776	20.386767	12.405296	0.003546	3.7
63	-0.612643	21.352140	12.122530	0.004716	5.4
64	-0.620577	21.385610	12.112957	0.007045	5.9
65	-0.621853	22.377795	11.835896	0.008208	6.1
66	-0.575220	22.269820	11.865432	0.004769	6.6
67	-0.591478	22.466296	11.811797	0.010472	5.6
68	-0.609087	22.358322	11.841212	0.006755	6.1
69	-0.624608	22.250347	11.870774	0.004539	5.0
70	-0.595656	22.142373	11.900483	0.007828	6.2
71	-0.547826	22.034402	11.930341	0.004610	8.5
72	-0.596167	23.034402	11.659409	0.005022	4.7
73	-0.596757	23.026344	11.661543	0.008463	4.1
74	-0.600466	22.918369	11.690213	0.004576	4.1
75	-0.641228	22.949303	11.681985	0.007298	4.9
76	-0.606504	23.807019	11.458363	0.005485	7.0
77	-0.632181	24.807002	11.208223	0.007297	5.3
78	-0.597455	25.807002	10.968767	0.007325	5.1
79	-0.615453	26.806999	10.739329	0.003638	4.8
80	-0.565674	26.699080	10.763627	0.003824	4.9
81	-0.624866	27.677690	10.547236	0.005205	4.2
82	-0.618383	27.569769	10.570672	0.004618	6.4
83	-0.644901	27.695550	10.543368	0.006195	5.1
84	-0.652315	28.695467	10.331226	0.006912	3.8
85	-0.592210	29.695466	10.127436	0.002999	6.2
86	-0.605300	29.778752	10.110825	0.006688	4.4
87	-0.591843	29.676261	10.131274	0.005224	6.0
88	-0.618776	30.652681	9.939757	0.009468	4.7
89	-0.595557	31.652673	9.750979	0.008008	4.5
90	-0.643552	32.652670	9.569236	0.005487	5.1
91	-0.612002	32.544695	9.588533	0.009065	5.7
92	-0.626734	33.542665	9.413091	0.006642	4.5
93	-0.601317	34.496071	9.251377	0.005293	4.4
94	-0.600526	34.388096	9.269412	0.010452	4.4
95	-0.608627	35.388096	9.105026	0.004716	4.7
96	-0.629280	36.388087	8.946371	0.011075	3.9
97	-0.624959	37.387884	8.793179	0.004904	3.9
98	-0.638907	38.387884	8.645115	0.007041	8.3
99	-0.635162	39.387846	8.501961	0.005438	4.6
100	-0.590961	40.387834	8.363466	0.007045	5.2
101	-0.567798	41.387725	8.229425	0.006592	4.4
102	-0.627869	42.387725	8.099598	0.011872	4.1
103	-0.615648	42.279750	8.113418	0.008251	5.7
104	-0.600412	43.279750	7.987198	0.006482	5.5
105	-0.635291	44.279750	7.864845	0.006680	4.1
106	-0.592090	45.279617	7.746199	0.006972	4.4
107	-0.602491	46.279617	7.631064	0.007012	4.3
108	-0.607076	46.171642	7.643331	0.006853	3.9
109	-0.568086	47.125454	7.536318	0.006925	4.6
110	-0.586192	47.017479	7.548282	0.003265	5.0
111	-0.628951	47.063743	7.543151	0.006450	4.1
112	-0.603389	47.297035	7.517385	0.007900	5.8
113	-0.654890	47.189060	7.529288	0.006259	4.7
114	-0.614861	47.081085	7.541229	0.006508	4.6
115	-0.602113	48.080566	7.432120	0.009189	4.6
116	-0.601502	47.972591	7.443755	0.005408	4.9
117	-0.637272	48.972229	7.337412	0.005720	3.3
118	-0.566330	48.864255	7.348752	0.008850	5.2
119	-0.642031	49.864255	7.245050	0.006381	4.4
120	-0.593101	49.756281	7.256106	0.005706	4.4
121	-0.627853	49.692832	7.262619	0.008499	5.5
122	-0.571894	50.689982	7.161602	0.006564	4.5
123	-0.650284	51.689982	7.063079	0.005113	4.3
124	-0.591998	52.689978	6.967231	0.005616	4.0
125	-0.625325	52.582038	6.977451	0.003500	5.8
126	-0.618304	52.659937	6.970072	0.003115	3.8
127	-0.599747	52.647514	6.971248	0.005612	3.6
128	-0.574628	52.541583	6.981290	0.004917	4.3
129	-0.590851	53.541582	6.887633	0.007659	4.3
130	-0.587500	53.433608	6.897625	0.004550	4.7
131	-0.639537	53.325633	6.907645	0.007974	4.4
132	-0.631026	53.217700	6.917691	0.007815	4.6
133	-0.601408	54.217691	6.825723	0.007996	5.2
134	-0.624504	55.217691	6.736167	0.004533	4.1
135	-0.625276	56.055733	6.662906	0.008595	4.8
136	-0.623946	57.020748	6.580494	0.009587	4.5
137	-0.636852	58.020748	6.497219	0.008455	4.0
138	-0.592839	59.020748	6.416025	0.004333	3.7
139	-0.613110	59.995571	6.338805	0.004497	4.7
140	-0.625477	59.887953	6.347238	0.006033	5.1
141	-0.612886	59.779979	6.355722	0.007777	4.2
142	-0.587160	59.785924	6.355254	0.005828	3.4
143	-0.615617	59.677958	6.363759	0.005867	5.3
144	-0.565937	60.677958	6.285846	0.002719	4.2
145	-0.663651	60.572081	6.294005	0.007273	5.0
146	-0.603390	61.572079	6.217781	0.006009	4.6
147	-0.621871	62.572079	6.143381	0.005340	4.3
148	-0.625290	62.464104	6.151328	0.007566	5.2
149	-0.575879	63.464104	6.078500	0.004980	4.1
150	-0.615505	64.464104	6.007377	0.007457	8.1
151	-0.623067	64.356130	6.014976	0.004384	4.5
152	-0.618743	64.482620	6.006076	0.009035	4.0
153	-0.634634	65.482619	5.936627	0.006135	5.3
154	-0.603717	66.482619	5.868767	0.006381	5.1
155	-0.614488	66.374644	5.876019	0.006910	4.0
156	-0.576789	66.266675	5.883289	0.005635	4.1
157	-0.639102	67.115210	5.826634	0.009127	4.3
158	-0.603202	67.012179	5.833455	0.006986	5.0
159	-0.616599	67.338840	5.811884	0.005828	4.4
160	-0.584108	68.337867	5.746892	0.003814	4.1
161	-0.636976	68.229892	5.753846	0.004196	4.0
162	-0.667361	68.122607	5.760773	0.005707	4.5
163	-0.625454	69.016743	5.703551	0.005119	5.0
164	-0.565320	69.372728	5.681084	0.006845	3.9
165	-0.608780	70.372561	5.618920	0.007825	5.2
166	-0.660704	71.055808	5.577216	0.005636	4.5
167	-0.650184	70.947845	5.583764	0.006030	4.3
168	-0.616293	71.036959	5.578358	0.004319	4.9
169	-0.619472	72.036851	5.518406	0.008204	3.7
170	-0.622019	71.928876	5.524818	0.006757	4.9
171	-0.640203	72.928867	5.465999	0.006538	5.0
172	-0.615628	73.928867	5.408419	0.006646	3.9
173	-0.617102	74.839046	5.357056	0.006741	4.7
174	-0.606476	74.731071	5.363098	0.009582	5.3
175	-0.620389	74.851410	5.356365	0.010744	4.7
176	-0.655513	75.851410	5.301060	0.006760	4.0
177	-0.643214	76.851410	5.246885	0.004507	4.9
178	-0.564518	77.846495	5.194065	0.007616	3.8
179	-0.572371	78.846332	5.142053	0.005533	5.8
180	-0.588373	78.757617	5.146625	0.010718	4.7
181	-0.635071	79.601912	5.103433	0.005376	3.9
182	-0.595251	79.493972	5.108914	0.006455	5.4
183	-0.587668	79.450044	5.111148	0.008886	4.9
184	-0.605337	80.384267	5.064051	0.004944	4.2
185	-0.599636	81.384267	5.014590	0.003873	4.8
186	-0.614648	81.303419	5.018553	0.004257	3.7
187	-0.619487	82.259164	4.972102	0.004706	7.0
188	-0.623123	83.240792	4.925280	0.007455	5.2
189	-0.588937	83.132817	4.930387	0.004270	3.5
190	-0.618658	83.025085	4.935493	0.003559	5.0
191	-0.573286	82.917502	4.940603	0.008074	4.7
192	-0.560759	83.850298	4.896649	0.005846	3.7
193	-0.612334	84.842290	4.850756	0.004887	4.9
194	-0.601479	85.842157	4.805361	0.005454	5.2
195	-0.606744	85.734182	4.810222	0.004658	3.9
196	-0.606781	86.734182	4.765573	0.005967	4.7
197	-0.641433	86.626379	4.770346	0.004192	4.5
198	-0.643960	87.626203	4.726439	0.007337	4.2
199	-0.610809	87.518228	4.731141	0.007298	4.7
200	-0.602582	88.518228	4.687942	0.004933	5.1
201	-0.599710	89.512802	4.645752	0.005894	4.1
202	-0.658748	90.198354	4.617111	0.005655	4.4
203	-0.590761	90.090385	4.621598	0.006265	7.1
204	-0.592774	90.026312	4.624265	0.002928	4.0
205	-0.589202	90.240855	4.615346	0.009142	4.3
206	-0.644272	90.607968	4.600165	0.005455	4.5
207	-0.600787	91.607968	4.559314	0.003611	3.9
208	-0.603376	91.589618	4.560057	0.006534	5.5
209	-0.609714	91.481913	4.564424	0.005822	4.8
210	-0.630735	91.374608	4.568782	0.005838	3.7
211	-0.609733	91.268030	4.573119	0.008374	5.3
212	-0.636903	92.268030	4.532745	0.007307	4.0
213	-0.650323	92.160055	4.537070	0.005859	4.3
