1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.382315	627.201626	0.003601	619.2
1	-0.212357	623.504937	0.002632	12.6
2	-0.004973	619.865785	0.000560	12.4
3	-0.697030	616.282728	0.004067	12.2
4	-0.139639	612.754375	0.002624	12.5
5	-0.032144	609.279381	0.001006	11.6
6	0.000000	605.856447	0.000000	13.3
7	0.000000	602.484317	0.000000	11.3
8	0.000000	599.161779	0.000000	11.3
9	-0.269550	595.887656	0.002737	13.4
10	-0.617498	592.660813	0.005510	16.7
11	0.000000	589.480151	0.000000	11.3
12	-0.000392	586.344606	0.000414	13.3
13	0.000000	583.253145	0.000000	12.0
14	-0.709696	580.204771	0.004541	13.4
15	-0.081475	577.198517	0.002303	15.3
16	-0.073886	574.233444	0.001633	13.2
17	-0.936789	571.308645	0.005173	12.8
18	-0.000433	568.423237	0.000316	14.8
19	-0.010612	565.576365	0.001093	10.9
20	0.000000	562.767201	0.000000	14.2
21	-1.002746	559.994938	0.004999	11.7
22	-0.823874	557.258797	0.004794	22.0
23	-1.030682	554.558018	0.006083	12.0
24	-0.210086	551.891865	0.001880	12.6
25	-0.880497	549.259621	0.004484	13.0
26	-1.034131	546.660592	0.005374	11.8
27	0.000000	544.094102	0.000000	15.0
28	-0.651390	541.559494	0.005625	11.4
29	-0.224932	539.056129	0.002432	11.5
30	-0.025704	536.583387	0.000991	15.8
31	-1.041008	534.140663	0.005126	12.2
32	0.000000	531.727370	0.000000	13.3
33	-0.000023	529.342935	0.000017	11.8
34	-1.082317	526.986802	0.007027	14.5
35	0.000000	524.658430	0.000000	14.0
36	-0.566056	522.357290	0.003456	11.8
37	-0.000907	520.082868	0.000774	12.5
38	-0.788627	517.834665	0.003671	13.2
39	-0.840149	515.612193	0.005514	11.2
40	-0.849686	513.414976	0.004110	14.7
41	-1.009818	511.242551	0.005879	12.7
42	-0.694211	509.094468	0.006400	11.5
43	-0.000000	506.970285	0.000000	12.1
44	-0.413969	504.869574	0.003967	11.3
45	-0.765679	502.791916	0.005102	13.1
46	-0.014073	500.736903	0.000742	11.2
47	0.000000	498.704137	0.000000	12.0
48	-1.007274	496.693228	0.008308	13.2
49	-0.608128	494.703798	0.003456	12.3
50	0.000000	492.735476	0.000000	12.3
51	-0.382544	490.787900	0.002937	11.9
52	0.000000	488.860718	0.000000	12.4
53	-1.067417	486.953585	0.005676	11.6
54	-0.974859	485.066164	0.004958	13.4
55	-0.008095	483.198126	0.001069	11.8
56	0.000000	481.349149	0.000000	11.2
57	-0.076630	479.518920	0.002056	12.4
58	0.000000	477.707132	0.000000	11.0
59	-0.760481	475.913485	0.006061	11.4
60	-0.082254	474.137684	0.002109	14.2
61	0.000000	472.379445	0.000000	12.4
62	-0.981682	470.638485	0.004904	14.3
63	-0.000000	468.914531	0.000000	11.3
64	-0.933774	467.207315	0.005606	12.7
65	-0.764043	465.516573	0.004577	12.5
66	-0.855462	463.842050	0.004158	11.7
67	-0.647208	462.183494	0.005403	11.9
68	-0.463115	460.540658	0.004173	12.9
69	0.000000	458.913303	0.000000	13.2
70	-0.040459	457.301192	0.003264	11.6
71	-0.136963	455.704096	0.003526	12.3
72	-0.474442	454.121787	0.003452	13.5
73	-0.081569	452.554045	0.001442	12.8
74	-1.061239	451.000653	0.006318	11.5
75	-0.107337	449.461399	0.002067	12.1
76	-0.967968	447.936075	0.004481	12.7
77	-0.109344	446.424477	0.002129	11.1
78	0.000000	444.926406	0.000000	14.3
79	0.000000	443.441666	0.000000	14.7
80	0.000000	441.970065	0.000000	11.8
81	0.000000	440.511415	0.000000	12.8
82	-0.467095	439.065533	0.003456	12.7
83	-0.427973	437.632238	0.003222	12.0
84	-0.081131	436.211351	0.002089	13.5
85	-0.094353	434.802701	0.001504	13.4
86	0.000000	433.406117	0.000000	23.8
87	-0.423622	432.021430	0.003198	17.1
88	0.000000	430.648479	0.000000	20.4
89	0.000000	429.287101	0.000000	18.0
90	-0.837114	427.937140	0.004594	22.0
91	-0.582461	426.598440	0.003388	23.2
92	0.000000	425.270849	0.000000	18.7
