1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.281088	627.201626	0.002443	633.9
1	-0.290978	623.504937	0.004939	9.3
2	-0.000000	619.865785	0.000000	9.4
3	-0.000000	616.282728	0.000000	9.8
4	-0.023040	612.754375	0.001197	11.2
5	-1.056125	609.279381	0.006600	9.9
6	-1.078382	605.856447	0.007462	10.8
7	-0.000000	602.484317	0.000000	8.7
8	-0.252716	599.161779	0.003623	9.6
9	-0.930917	595.887656	0.006836	10.7
10	-0.000011	592.660813	0.000005	8.7
11	-0.000000	589.480151	0.000000	8.5
12	-1.170959	586.344606	0.008552	10.5
13	-0.000000	583.253145	0.000000	9.8
14	-0.004368	580.204771	0.000687	10.0
15	-0.830066	577.198517	0.007503	9.1
16	-0.940643	574.233444	0.007398	8.3
17	-0.931684	571.308645	0.006499	9.9
18	-0.930246	568.423237	0.008892	9.7
19	-0.000000	565.576365	0.000000	9.1
20	-0.000000	562.767201	0.000000	14.6
21	-0.000000	559.994938	0.000000	9.2
22	-1.036169	557.258797	0.007209	10.2
23	-0.025529	554.558018	0.000194	9.3
24	-0.109517	551.891865	0.004051	9.1
25	-0.844502	549.259621	0.005358	12.9
26	-0.031368	546.660592	0.001521	12.1
27	-1.063895	544.094102	0.006674	9.2
28	-0.204524	541.559494	0.003285	10.2
29	-1.076112	539.056129	0.008114	9.3
30	-1.073037	536.583387	0.007602	10.1
31	-0.783789	534.140663	0.010114	9.7
32	-0.913663	531.727370	0.009409	7.6
33	-0.941052	529.342935	0.008964	9.4
34	-0.180585	526.986802	0.002435	8.6
35	-1.075680	524.658430	0.007503	8.7
36	-0.000000	522.357290	0.000000	9.3
37	-1.006164	520.082868	0.005855	9.2
38	-0.793396	517.834665	0.007190	9.9
39	-1.065582	515.612193	0.006139	10.1
40	-0.195300	513.414976	0.002960	11.5
41	-1.093427	511.242551	0.007614	13.6
42	-1.020400	509.094468	0.008117	14.1
43	-0.000000	506.970285	0.000000	12.3
