1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.392209	0.000000	44.393622	0.008203	1353.0
1	-0.354928	0.000000	44.393622	0.007349	4.8
2	-0.364167	1.000000	42.375730	0.007734	3.6
3	-0.375695	2.000000	40.533307	0.009242	3.9
4	-0.366443	3.000000	38.844419	0.009742	4.7
5	-0.410453	4.000000	37.290642	0.007087	5.5
6	-0.380701	4.999907	35.856514	0.006106	4.3
7	-0.362419	4.617204	36.392187	0.014736	4.5
8	-0.379298	3.851531	37.513426	0.009773	5.9
9	-0.349889	4.851531	36.062315	0.005100	4.5
10	-0.362707	4.085858	37.163012	0.005775	4.8
11	-0.384137	3.320207	38.332982	0.009888	7.6
12	-0.374588	2.676356	39.375402	0.005121	5.0
13	-0.360893	1.910684	40.691324	0.005864	6.1
14	-0.389980	2.910672	38.989538	0.006585	3.7
15	-0.359045	2.144999	40.279373	0.007769	3.8
16	-0.377764	3.144999	38.611145	0.006340	5.8
17	-0.377565	2.460685	39.737377	0.007819	3.2
18	-0.351652	1.696244	41.075785	0.005831	5.6
19	-0.358199	0.930572	42.509884	0.007090	4.2
20	-0.344092	0.165070	44.047389	0.005963	4.9
21	-0.408384	0.000000	44.393622	0.011327	3.9
22	-0.371419	1.000000	42.375730	0.006909	4.1
23	-0.373995	2.000000	40.533307	0.006054	3.7
24	-0.364877	1.234329	41.929130	0.008620	3.8
25	-0.356806	1.176091	42.039243	0.006086	7.0
26	-0.355347	0.410418	43.542637	0.006211	4.3
27	-0.357315	1.314044	41.779342	0.010233	4.1
28	-0.368768	2.314044	39.987317	0.004738	5.9
29	-0.371158	2.054088	40.438211	0.010740	5.5
30	-0.343267	1.288415	41.827382	0.006351	10.5
31	-0.339464	0.522742	43.315394	0.006791	3.4
32	-0.332182	0.000000	44.393622	0.003795	4.8
33	-0.363551	0.999641	42.376421	0.006085	4.0
34	-0.338156	0.233972	43.904459	0.006489	4.0
35	-0.365880	1.215580	41.964517	0.008916	4.6
36	-0.372935	0.449907	43.462476	0.007285	4.2
37	-0.379203	0.000000	44.393622	0.007746	3.6
38	-0.364693	1.000000	42.375730	0.007907	3.9
39	-0.353879	2.000000	40.533307	0.005968	4.9
40	-0.402961	2.999997	38.844424	0.008421	3.2
41	-0.361245	3.653253	37.815134	0.007668	4.5
42	-0.389698	2.887580	39.027229	0.005883	3.7
43	-0.347002	2.122051	40.319349	0.005096	4.3
44	-0.352354	1.424471	41.573604	0.006482	3.5
45	-0.364999	0.658798	43.043296	0.006280	4.6
46	-0.379062	1.658798	41.143668	0.007342	4.2
47	-0.394939	1.045789	42.287715	0.003837	3.9
48	-0.392640	1.653628	41.153058	0.007006	3.8
49	-0.343573	0.988629	42.397644	0.009331	4.6
50	-0.374969	1.988629	40.553356	0.006639	4.1
51	-0.362709	1.222976	41.950551	0.005770	3.8
52	-0.379243	2.222976	40.144126	0.003973	4.3
53	-0.362120	1.570032	41.305482	0.005464	4.5
54	-0.385028	0.808589	42.747656	0.006016	4.7
55	-0.357736	1.808589	40.873465	0.004319	6.2
56	-0.383247	2.808589	39.156712	0.009505	3.8
57	-0.368881	3.808589	37.578359	0.004703	7.3
58	-0.350565	4.808589	36.122318	0.008667	4.6
