1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.471476	0.000000	17.683363	0.008049	1301.9
1	-0.468825	0.000000	17.683363	0.009566	4.1
2	-0.478009	0.999930	16.879627	0.006516	3.2
3	-0.506185	1.402094	16.576603	0.008945	5.1
4	-0.528293	0.513219	17.261509	0.008438	3.7
5	-0.522346	0.000000	17.683363	0.003894	5.8
6	-0.461432	0.996046	16.882608	0.005776	4.9
7	-0.513940	0.885489	16.967892	0.009253	6.6
8	-0.496521	1.830331	16.265670	0.009574	4.9
9	-0.512171	2.830331	15.583108	0.005149	4.4
10	-0.522871	1.941507	16.186845	0.003175	4.2
11	-0.495649	1.971838	16.165473	0.012725	5.4
12	-0.509979	1.223475	16.709836	0.006855	3.6
13	-0.510957	0.334582	17.406041	0.006183	4.1
14	-0.502583	1.334545	16.626738	0.011786	4.7
15	-0.507163	0.516873	17.258578	0.007515	3.2
16	-0.490017	0.000000	17.683363	0.006115	3.8
17	-0.470622	0.000000	17.683363	0.011650	4.1
18	-0.528807	0.000000	17.683363	0.010255	3.3
19	-0.492501	0.000000	17.683363	0.006049	7.7
20	-0.482136	0.278452	17.451957	0.007557	4.4
21	-0.443523	1.262251	16.680731	0.006724	4.0
22	-0.506527	0.379830	17.369204	0.008264	4.2
23	-0.497103	0.000000	17.683363	0.015777	4.1
24	-0.499840	0.999997	16.879576	0.006456	5.2
25	-0.511611	1.980129	16.159641	0.006869	4.1
26	-0.499880	1.091378	16.809754	0.008073	4.7
27	-0.495118	0.202908	17.514137	0.005155	3.6
28	-0.491161	1.192169	16.733409	0.006992	5.0
29	-0.455305	0.335995	17.404889	0.006735	6.7
30	-0.500080	1.330384	16.629836	0.006471	5.5
31	-0.466609	2.330299	15.917097	0.009511	3.8
32	-0.482271	1.442405	16.546829	0.009535	6.1
33	-0.502216	2.105398	16.072029	0.005439	4.9
34	-0.472325	1.216516	16.715070	0.006617	3.5
35	-0.504546	0.339730	17.401842	0.008139	5.2
36	-0.501947	1.337048	16.624875	0.011796	4.2
37	-0.551270	2.336934	15.912572	0.009985	4.3
38	-0.519185	1.448103	16.542628	0.008311	4.2
39	-0.515002	2.448103	15.837129	0.005396	3.7
40	-0.502165	3.448102	15.189344	0.008227	4.3
41	-0.527645	2.559206	15.762442	0.009334	4.5
42	-0.491879	3.559206	15.120628	0.008552	3.6
43	-0.462737	2.670330	15.688443	0.008545	5.1
44	-0.456720	1.782656	16.299707	0.006099	5.0
45	-0.474288	2.781815	15.614898	0.008386	5.0
46	-0.471498	1.893662	16.220674	0.007626	4.3
47	-0.501410	1.554591	16.464525	0.008151	5.4
48	-0.520518	0.665693	17.140030	0.005037	4.4
49	-0.472331	0.371972	17.375590	0.005627	3.6
50	-0.476076	0.000000	17.683363	0.006886	4.7
51	-0.505106	0.999942	16.879619	0.006263	3.3
52	-0.486206	1.235725	16.700631	0.006558	5.5
53	-0.451097	0.355623	17.388892	0.009731	5.1
54	-0.491432	1.355623	16.611061	0.007510	3.2
55	-0.465337	1.928918	16.195732	0.004192	3.9
56	-0.496626	2.563426	15.759619	0.008748	4.3
57	-0.484387	1.723241	16.342327	0.010362	4.2
58	-0.464677	2.723241	15.653452	0.005962	4.1
59	-0.482379	2.667885	15.690064	0.009274	4.9
60	-0.481723	1.779349	16.302074	0.004636	3.7
61	-0.485743	2.778505	15.617072	0.008070	4.4
62	-0.534811	2.578235	15.749721	0.006212	4.7
63	-0.546459	3.519363	15.145198	0.005582	3.5
64	-0.504141	4.518266	14.552346	0.008007	5.3
65	-0.514254	4.999150	14.283183	0.008224	4.8
66	-0.480925	4.110252	14.788805	0.012981	4.4
67	-0.516354	5.110252	14.222407	0.006090	4.7
68	-0.533781	4.221434	14.723612	0.005119	5.1
69	-0.486158	4.860372	14.359833	0.007574	4.3
70	-0.473658	5.860343	13.825238	0.010842	5.0
71	-0.501399	4.972660	14.297751	0.006814	5.2
72	-0.500264	4.083849	14.804371	0.008819	4.3
73	-0.529751	4.467631	14.581278	0.007385	3.9
74	-0.525083	3.653479	15.062808	0.010520	5.6
75	-0.504169	4.653330	14.475728	0.011458	5.7
76	-0.503759	5.653330	13.932616	0.007857	5.5
77	-0.489369	4.764434	14.413304	0.008235	4.3
78	-0.467652	4.265793	14.697763	0.005359	4.7
79	-0.473931	4.219098	14.724976	0.006491	5.0
80	-0.576126	4.967761	14.300449	0.006215	3.8
81	-0.500124	5.965729	13.771206	0.009326	3.4
82	-0.534205	6.965034	13.279105	0.007789	2.9
83	-0.466745	6.627272	13.441451	0.008352	3.3
84	-0.494924	7.627271	12.971919	0.005459	5.3
85	-0.509034	8.253671	12.694155	0.006421	5.1
86	-0.505624	7.380880	13.084535	0.007230	3.4
87	-0.487657	8.363811	12.646541	0.007508	3.3
88	-0.503835	7.490080	13.034383	0.006662	5.0
89	-0.489689	7.854567	12.869735	0.006071	3.1
90	-0.464558	6.965696	13.278791	0.004606	3.9
91	-0.484202	6.077221	13.714503	0.006476	4.5
92	-0.509391	5.882300	13.813946	0.006642	4.3
93	-0.474741	6.882286	13.318514	0.007140	4.8
94	-0.499891	7.882286	12.857383	0.004963	7.2
95	-0.515606	6.997424	13.263742	0.007285	3.3
96	-0.486734	7.937354	12.832916	0.008190	5.8
97	-0.501541	8.923983	12.409799	0.009352	5.1
98	-0.541141	8.035088	12.789719	0.005640	4.8
99	-0.519794	9.034983	12.363936	0.007263	3.4
100	-0.466693	8.382458	12.638515	0.008157	5.3
101	-0.498984	8.497546	12.589204	0.005781	3.7
102	-0.477068	7.609751	12.979862	0.009800	4.5
103	-0.471313	6.720860	13.396071	0.004622	4.2
104	-0.481199	7.522943	13.019366	0.007061	4.6
105	-0.473239	6.634565	13.437904	0.004644	6.1
106	-0.504120	7.168585	13.183148	0.007099	3.5
107	-0.519221	6.318135	13.593557	0.009860	4.2
108	-0.531912	6.754993	13.379597	0.006594	3.5
109	-0.464669	7.754989	12.914302	0.004459	3.7
110	-0.492903	8.497160	12.589369	0.006314	5.0
111	-0.455611	9.496428	12.176857	0.009122	5.6
112	-0.525809	10.412528	11.821736	0.007452	4.6
113	-0.481142	9.523630	12.166005	0.007192	7.4
114	-0.519874	10.515393	11.783151	0.008921	4.7
115	-0.490132	11.515392	11.420764	0.008042	4.1
116	-0.518795	11.363625	11.474321	0.008263	4.4
117	-0.482304	12.363624	11.130404	0.006492	4.1
118	-0.467827	11.475262	11.434877	0.006661	3.7
119	-0.498413	10.666095	11.727073	0.007525	4.3
120	-0.496336	9.777198	12.065771	0.008947	5.5
121	-0.498901	10.537211	11.774999	0.008823	4.3
122	-0.502957	9.676411	12.105413	0.007678	3.7
123	-0.528543	10.676411	11.723254	0.008789	4.4
124	-0.542671	9.787514	12.061728	0.006171	3.6
125	-0.508702	10.783245	11.683849	0.006861	7.2
126	-0.484286	11.701205	11.355870	0.007321	4.2
127	-0.485829	11.811902	11.317559	0.004972	4.1
128	-0.453790	10.973275	11.614407	0.007514	4.1
129	-0.483076	10.084396	11.946529	0.006368	4.8
130	-0.526255	10.930181	11.630082	0.010892	3.5
131	-0.506173	11.930179	11.276909	0.012273	3.6
132	-0.462984	12.930179	10.944553	0.010573	3.8
133	-0.498519	13.930179	10.631226	0.007235	2.9
134	-0.514456	14.929901	10.335420	0.007576	4.7
135	-0.499428	14.041137	10.597562	0.007012	4.5
136	-0.494268	15.037601	10.304532	0.007358	3.1
137	-0.478495	14.148956	10.565054	0.007408	3.6
138	-0.507829	15.148955	10.272790	0.007508	3.4
139	-0.482547	16.066196	10.018579	0.008848	4.4
140	-0.497101	17.066193	9.755392	0.007465	3.9
141	-0.504227	16.177362	9.988622	0.009846	5.5
142	-0.490886	15.685291	10.122603	0.008091	6.8
143	-0.506215	14.889268	10.347122	0.011230	5.1
144	-0.498223	14.422442	10.483484	0.005817	5.5
145	-0.459759	15.329674	10.221689	0.005681	4.3
146	-0.436171	15.365431	10.211638	0.005826	5.0
147	-0.501528	16.300364	9.955684	0.006175	5.2
148	-0.494223	17.253481	9.707630	0.009011	3.8
149	-0.512948	18.253480	9.460324	0.009486	4.1
150	-0.510143	19.253480	9.225305	0.006665	5.3
151	-0.494873	20.253480	9.001680	0.007178	4.3
152	-0.467983	19.822929	9.096619	0.008270	4.2
153	-0.530117	20.737909	8.897202	0.005531	5.5
154	-0.488694	20.570225	8.933092	0.010599	2.9
155	-0.465015	19.681484	9.128247	0.006072	5.7
156	-0.520014	18.797262	9.331060	0.006469	4.8
157	-0.501393	18.946199	9.296269	0.006610	5.1
158	-0.492772	18.228095	9.466446	0.008417	2.9
159	-0.500055	17.339197	9.685926	0.007048	4.6
160	-0.513475	16.450301	9.915825	0.004427	3.5
161	-0.504250	15.570106	10.154486	0.007963	4.5
162	-0.512453	14.806404	10.371067	0.004541	5.7
163	-0.490989	15.801838	10.090546	0.010435	3.2
164	-0.506456	14.920604	10.338095	0.005741	4.8
165	-0.500704	15.920055	10.058236	0.009302	6.1
166	-0.494727	15.033262	10.305773	0.006313	3.3
167	-0.515143	16.019982	10.031086	0.006753	6.3
168	-0.463349	15.748633	10.105155	0.007488	4.2
169	-0.492682	16.748633	9.837459	0.011045	3.0
170	-0.496588	17.174163	9.727800	0.009866	5.2
171	-0.532112	18.174163	9.479478	0.008646	6.0
172	-0.476675	17.285265	9.699570	0.008101	5.0
173	-0.480551	18.285259	9.452671	0.006479	9.4
174	-0.488847	17.844062	9.560036	0.007021	4.0
175	-0.512273	16.955186	9.783923	0.005479	5.7
176	-0.487314	16.113548	10.005797	0.014196	4.6
177	-0.514433	17.113437	9.743299	0.005750	4.6
178	-0.456393	18.113415	9.494201	0.009165	4.1
179	-0.490748	19.113249	9.257555	0.006249	4.1
180	-0.497052	20.113186	9.032397	0.008652	4.2
181	-0.512389	21.112489	8.818064	0.007577	4.9
182	-0.483916	20.223592	9.008206	0.008019	4.0
183	-0.468250	19.334738	9.206720	0.007225	3.8
184	-0.493184	18.551180	9.389116	0.009741	4.8
185	-0.542471	19.551180	9.157579	0.007116	4.7
186	-0.498230	20.538448	8.939925	0.009109	6.5
187	-0.523651	21.538448	8.729764	0.010505	3.6
188	-0.508697	22.533898	8.530149	0.009868	2.8
189	-0.472049	23.533898	8.338606	0.004458	4.6
190	-0.475108	24.516555	8.158584	0.008246	4.6
191	-0.477376	23.630900	8.320483	0.011203	3.5
192	-0.501188	22.742002	8.489566	0.007786	7.1
193	-0.511796	23.694951	8.308559	0.003469	3.9
194	-0.500138	24.671987	8.130818	0.010160	4.4
195	-0.467055	25.669173	7.957086	0.006780	4.5
196	-0.515649	26.356239	7.841641	0.005039	4.1
197	-0.502531	25.497917	7.986393	0.006477	3.6
198	-0.459180	25.334184	8.014615	0.004759	4.3
199	-0.470251	24.462669	8.168254	0.006458	3.9
200	-0.476089	23.827015	8.284081	0.009187	3.9
201	-0.502615	24.827015	8.103313	0.007719	4.5
202	-0.480612	23.938120	8.263600	0.006013	4.8
203	-0.483531	24.938119	8.083714	0.005906	3.2
204	-0.487273	24.417803	8.176323	0.008406	5.3
205	-0.485525	23.534749	8.338447	0.005032	5.3
206	-0.494624	24.534648	8.155342	0.006376	2.9
207	-0.460553	23.687680	8.309911	0.005773	5.6
208	-0.506934	23.496870	8.345545	0.005739	4.9
209	-0.478289	23.240108	8.393981	0.006154	4.4
210	-0.510053	24.233085	8.209712	0.006652	6.2
211	-0.474965	25.233008	8.032154	0.004168	3.7
212	-0.480023	24.460856	8.168580	0.003589	4.9
213	-0.495881	24.919921	8.086918	0.005950	4.4
214	-0.481988	24.327576	8.192598	0.008317	4.5
215	-0.486859	25.276388	8.024624	0.007257	3.0
216	-0.493775	26.276383	7.854887	0.008694	4.7
217	-0.486097	25.387527	8.005398	0.009211	5.0
218	-0.520163	26.213684	7.865318	0.009434	4.6
219	-0.475029	27.213673	7.702185	0.006496	4.8
220	-0.477709	26.328287	7.846272	0.005603	5.1
221	-0.521011	26.238967	7.861108	0.007895	5.6
222	-0.442846	27.225606	7.700279	0.009084	5.2
223	-0.486217	28.225520	7.543864	0.008496	4.0
224	-0.493680	27.337139	7.682511	0.006266	3.4
225	-0.492255	28.337134	7.526798	0.006470	4.1
226	-0.498778	29.336048	7.377429	0.009035	5.0
227	-0.474916	28.521069	7.498841	0.007985	4.4
228	-0.507329	27.632171	7.635905	0.010379	4.0
229	-0.502239	26.743274	7.778072	0.008495	4.2
230	-0.494975	27.743206	7.618510	0.009706	3.3
231	-0.484427	26.859783	7.759137	0.006051	5.0
232	-0.458283	25.993310	7.902202	0.005001	4.8
233	-0.487678	26.992613	7.737662	0.008701	3.6
234	-0.513386	27.960257	7.584736	0.008707	4.9
235	-0.486604	27.071448	7.724973	0.009004	5.3
236	-0.499065	26.182550	7.870508	0.007305	3.8
237	-0.473336	25.307915	8.019161	0.009229	5.5
238	-0.483943	26.307914	7.849651	0.008906	3.7
239	-0.493986	27.307749	7.687185	0.009109	4.4
240	-0.498720	26.418852	7.831287	0.006828	5.2
241	-0.483740	25.531100	7.980697	0.011175	3.7
242	-0.494804	26.531097	7.812793	0.006250	5.0
243	-0.473515	26.056681	7.891560	0.008680	5.5
244	-0.488175	26.977013	7.740178	0.007225	4.4
245	-0.495583	26.115531	7.881703	0.007832	4.8
246	-0.509847	27.115527	7.717896	0.008661	4.3
247	-0.503717	27.503247	7.656201	0.004864	3.3
248	-0.509524	26.614358	7.799131	0.007828	3.7
249	-0.489656	27.614350	7.638704	0.008440	5.1
250	-0.516944	26.904738	7.751856	0.007339	4.3
251	-0.505308	27.904738	7.593347	0.007445	4.4
252	-0.486159	27.016566	7.733802	0.008947	4.8
253	-0.496014	26.169492	7.872686	0.006972	4.1
254	-0.472972	27.169244	7.709289	0.011918	3.3
255	-0.497414	26.280858	7.854143	0.012630	5.1
256	-0.493349	27.280858	7.691467	0.006199	3.5
257	-0.476380	28.280858	7.535393	0.005552	3.5
258	-0.494690	27.876344	7.597758	0.006888	4.5
259	-0.499391	26.987459	7.738493	0.008599	5.1
260	-0.489747	26.151352	7.875715	0.006448	3.7
261	-0.497294	27.151325	7.712158	0.014231	5.2
262	-0.513117	28.151325	7.555252	0.005333	4.0
263	-0.458184	27.262428	7.694404	0.003748	3.8
264	-0.481640	27.919583	7.591042	0.006266	5.0
265	-0.501416	27.031336	7.731424	0.007247	4.2
266	-0.483110	26.142439	7.877204	0.008307	4.8
267	-0.496906	27.142439	7.713581	0.010522	4.2
268	-0.499985	26.253541	7.858684	0.008736	4.7
269	-0.468811	27.253541	7.695821	0.012810	4.7
270	-0.516069	28.251680	7.539857	0.006347	3.8
271	-0.532494	29.251360	7.389862	0.006283	4.7
272	-0.476932	30.232261	7.248375	0.006498	4.3
273	-0.462518	29.661037	7.330103	0.006786	4.1
274	-0.491361	28.780345	7.459784	0.005003	4.3
275	-0.469872	29.722564	7.321212	0.009789	3.2
276	-0.494873	30.506037	7.209847	0.008485	5.0
277	-0.480357	31.506037	7.072532	0.004974	4.9
278	-0.502757	30.617172	7.194323	0.006774	4.2
279	-0.491364	30.740261	7.177208	0.006376	4.0
280	-0.480170	29.851569	7.302638	0.006936	4.2
281	-0.505679	28.963286	7.432470	0.008471	4.2
282	-0.527236	29.956911	7.287542	0.004548	3.7
283	-0.484481	29.454281	7.360141	0.009423	4.9
284	-0.494241	29.645669	7.332327	0.008029	3.7
285	-0.479048	28.756781	7.463317	0.012393	3.3
286	-0.460393	29.756752	7.316280	0.005334	4.1
287	-0.511507	30.756750	7.174922	0.007712	4.0
288	-0.506533	29.867860	7.300300	0.011781	3.2
289	-0.508078	28.978963	7.430139	0.007808	4.4
290	-0.508780	29.846018	7.303436	0.008989	6.0
291	-0.479209	30.845418	7.162651	0.006619	3.2
292	-0.502039	29.956681	7.287575	0.008506	4.9
293	-0.534075	30.956534	7.147333	0.007062	4.4
294	-0.489540	30.086867	7.269004	0.007614	4.2
295	-0.504142	30.037116	7.276089	0.009499	3.5
296	-0.507294	31.037116	7.136265	0.005294	3.9
297	-0.509386	30.274919	7.242344	0.009751	3.3
298	-0.478367	31.273282	7.104024	0.009459	4.7
