1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.439886	0.000000	37.059876	0.007079	1275.9
1	-0.428394	0.000000	37.059876	0.004777	4.2
2	-0.427863	0.000000	37.059876	0.005882	4.0
3	-0.443838	0.000000	37.059876	0.009211	4.5
4	-0.424009	0.000000	37.059876	0.005495	4.4
5	-0.406652	1.000000	35.375336	0.010604	5.6
6	-0.392265	1.986808	33.856697	0.015610	3.9
7	-0.449577	1.196175	35.062680	0.009447	4.9
8	-0.436145	0.405543	36.357751	0.009317	5.9
9	-0.409354	1.405543	34.735039	0.006063	4.2
10	-0.424497	0.614910	36.005581	0.007072	4.9
11	-0.445378	0.000000	37.059876	0.009268	4.1
12	-0.419597	0.000000	37.059876	0.008708	3.9
13	-0.426417	1.000000	35.375336	0.006144	4.0
14	-0.453215	2.000000	33.837278	0.012269	5.7
15	-0.432038	3.000000	32.427391	0.010401	6.9
16	-0.435416	4.000000	31.130296	0.007773	2.9
17	-0.458000	5.000000	29.932977	0.009392	4.5
18	-0.399559	4.210268	30.870652	0.012586	3.4
19	-0.403935	5.210072	29.693066	0.006270	23.6
20	-0.439666	4.419440	30.616622	0.007951	4.2
21	-0.404713	3.628807	31.599475	0.015546	3.8
22	-0.436549	4.628443	30.366940	0.008264	3.3
23	-0.413569	3.837810	31.333575	0.009523	4.6
24	-0.435542	4.837810	30.120872	0.007176	3.6
25	-0.453173	5.837808	28.998545	0.007902	4.6
26	-0.425346	5.047176	29.878763	0.004752	4.4
27	-0.400777	5.932892	28.896169	0.009913	4.7
28	-0.409673	5.142706	29.769581	0.007786	4.1
29	-0.410616	6.142694	28.672813	0.006489	6.2
30	-0.443244	7.142694	27.653976	0.011520	4.0
31	-0.467504	8.142694	26.705060	0.009939	4.2
32	-0.460965	8.881414	26.044865	0.008382	3.3
33	-0.416160	8.090782	26.752715	0.008978	3.7
34	-0.395498	7.300149	27.500116	0.008176	4.9
35	-0.412159	8.300149	26.561551	0.010353	4.8
36	-0.433749	7.509516	27.298162	0.013751	3.4
37	-0.430467	6.718883	28.076795	0.009270	4.5
38	-0.480504	5.931903	28.897230	0.015808	4.2
39	-0.425947	5.141270	29.771216	0.007921	3.9
40	-0.382918	6.141270	28.674318	0.014331	3.4
41	-0.442894	5.350637	29.534671	0.011060	3.8
42	-0.442843	6.350637	28.454818	0.004975	3.7
43	-0.438992	5.560006	29.301853	0.009769	3.7
44	-0.450309	6.560006	28.238651	0.007224	5.8
45	-0.430533	7.560006	27.249903	0.010014	4.2
46	-0.423473	8.010475	26.826772	0.006630	4.1
47	-0.401768	9.010475	25.932858	0.008466	6.9
48	-0.410190	8.219842	26.634551	0.010147	3.2
49	-0.435354	7.429210	27.375273	0.011826	5.0
50	-0.447060	8.429210	26.445066	0.010776	3.8
51	-0.448073	9.429210	25.575997	0.005283	3.4
52	-0.444523	9.958863	25.138436	0.008561	3.4
53	-0.437811	9.169064	25.796538	0.007388	3.7
54	-0.419993	8.473753	26.405100	0.008814	4.9
55	-0.434436	7.683120	27.132940	0.009030	3.8
56	-0.446821	6.892932	27.901598	0.007804	5.3
57	-0.465397	6.102310	28.715537	0.006582	3.2
58	-0.444039	5.311749	29.578322	0.009080	4.6
59	-0.456932	4.521116	30.494645	0.007954	4.3
60	-0.448851	5.521116	29.344820	0.008966	3.7
61	-0.431126	6.521116	28.278555	0.006034	3.9
62	-0.423653	7.520964	27.287205	0.007975	3.9
63	-0.435015	6.730331	28.065204	0.006079	4.1
64	-0.406837	5.939699	28.888868	0.005211	4.6
65	-0.405402	5.714475	29.132423	0.008814	3.8
66	-0.460760	4.983005	29.952555	0.011660	4.2
67	-0.417333	5.983005	28.842502	0.006142	3.5
68	-0.448044	6.983005	27.811787	0.006400	5.3
69	-0.404989	6.193904	28.618818	0.004015	4.5
70	-0.444231	7.185073	27.612396	0.006630	3.1
71	-0.442443	8.178954	26.671874	0.017911	5.1
72	-0.440810	9.178954	25.788084	0.007216	4.5
73	-0.454207	10.178954	24.960985	0.007273	4.0
74	-0.428215	11.176881	24.186850	0.008611	4.1
75	-0.437821	12.176881	23.457823	0.010178	5.4
76	-0.431432	13.176881	22.771458	0.008041	3.4
77	-0.437904	14.176881	22.124116	0.012057	4.6
78	-0.438029	13.386248	22.632809	0.007430	4.5
79	-0.401429	14.386248	21.993216	0.006280	3.0
80	-0.443989	13.596014	22.495580	0.007618	4.1
81	-0.421246	14.596014	21.863611	0.008095	3.9
82	-0.449844	13.805381	22.360260	0.012896	4.8
83	-0.442527	13.014749	22.879998	0.009223	3.0
84	-0.458626	12.224116	23.424472	0.006119	5.4
85	-0.431455	13.112942	22.814139	0.007328	3.6
86	-0.435729	12.322309	23.355446	0.006433	3.7
87	-0.422703	11.531756	23.923006	0.006696	5.0
88	-0.426115	12.374177	23.319149	0.006305	4.4
89	-0.437613	13.374177	22.640757	0.003816	3.7
90	-0.431275	12.583578	23.173749	0.013805	4.2
91	-0.450973	13.583578	22.503669	0.013517	4.5
92	-0.434589	14.583150	21.871515	0.007506	3.5
93	-0.426089	15.564094	21.284744	0.007938	4.9
94	-0.448762	16.564093	20.718120	0.015730	5.8
95	-0.426988	15.773460	21.163562	0.008608	3.5
96	-0.388920	14.982827	21.628578	0.008917	6.5
97	-0.417760	15.982827	21.043751	0.009860	4.8
98	-0.414699	15.192195	21.503460	0.012504	3.6
99	-0.457750	14.401562	21.983702	0.006396	4.5
100	-0.415908	15.359762	21.404359	0.009556	4.3
101	-0.391162	14.569129	21.880136	0.009262	4.4
102	-0.385151	13.778496	22.377546	0.007638	4.4
103	-0.436258	12.987864	22.898097	0.008892	4.9
104	-0.434886	12.197231	23.443443	0.009106	4.0
105	-0.459722	13.197231	22.757907	0.013247	4.2
106	-0.453335	12.406598	23.296517	0.006414	6.1
107	-0.451157	13.406598	22.619423	0.007298	3.6
108	-0.418990	14.406555	21.980602	0.008540	4.6
109	-0.434659	13.615923	22.482642	0.008746	4.5
110	-0.422423	12.825290	23.008151	0.007989	3.4
111	-0.399625	13.825290	22.347478	0.007911	3.7
112	-0.414309	14.825290	21.723687	0.005478	4.3
113	-0.418288	15.479585	21.334053	0.011580	3.8
114	-0.445760	16.479584	20.764835	0.007612	3.7
115	-0.420913	15.688951	21.212310	0.005732	5.4
116	-0.414877	14.898326	21.679490	0.010608	3.4
117	-0.402776	14.107693	22.167717	0.007784	4.0
118	-0.451096	15.107693	21.553783	0.006587	4.4
119	-0.423359	16.107652	20.972962	0.009830	3.8
120	-0.386028	17.107652	20.422602	0.004981	4.4
121	-0.424462	16.317100	20.855248	0.007443	5.6
122	-0.443077	15.526501	21.306650	0.012015	3.0
123	-0.424669	16.526501	20.738874	0.008828	3.4
124	-0.405398	17.526501	20.200573	0.007412	3.2
125	-0.437971	16.735869	20.623810	0.011686	4.6
126	-0.421049	17.735807	20.091421	0.007833	3.8
127	-0.412253	18.735800	19.585799	0.013302	4.6
128	-0.426481	19.735800	19.104998	0.006687	7.1
129	-0.452698	18.945167	19.483143	0.010917	3.5
130	-0.413873	18.371819	19.766864	0.009536	5.3
131	-0.435984	17.581197	20.171935	0.005047	3.0
132	-0.444099	16.790565	20.593960	0.014877	3.5
133	-0.467133	17.748656	20.084759	0.005947	3.1
134	-0.464146	16.958023	20.503107	0.008205	3.4
135	-0.422283	16.167390	20.939253	0.014063	4.7
136	-0.406024	15.376758	21.394358	0.009752	3.7
137	-0.434214	16.376758	20.821961	0.006892	3.3
138	-0.435069	15.586125	21.271927	0.010411	3.3
139	-0.404175	14.795492	21.741771	0.006113	3.2
140	-0.452701	15.795492	21.150890	0.005634	4.0
141	-0.418035	15.004860	21.615343	0.010900	3.8
142	-0.421103	14.214227	22.100652	0.014806	5.2
143	-0.406585	13.423594	22.608255	0.007206	4.3
144	-0.396749	12.632962	23.139722	0.006643	3.9
145	-0.405569	13.632961	22.471581	0.013471	4.8
146	-0.450954	12.842328	22.996568	0.007975	4.4
147	-0.430983	12.051696	23.546671	0.007223	4.1
148	-0.383885	11.261063	24.123737	0.008792	5.0
149	-0.453629	12.261063	23.398452	0.005996	4.5
150	-0.433607	11.487460	23.955625	0.006662	3.4
151	-0.432520	10.698905	24.551554	0.009209	4.3
152	-0.434650	9.913984	25.174931	0.011512	4.0
153	-0.433309	10.913984	24.386094	0.006174	3.6
154	-0.456182	10.123351	25.005578	0.006206	3.6
155	-0.453131	11.123347	24.227157	0.011962	4.2
156	-0.450924	11.987203	23.592706	0.010567	4.2
157	-0.413820	11.196570	24.172059	0.008229	4.5
158	-0.433739	10.405970	24.780556	0.010968	7.7
159	-0.399089	11.405970	24.015865	0.008620	4.3
160	-0.426180	10.615337	24.616451	0.007112	4.3
161	-0.437453	9.826115	25.246691	0.009532	4.9
162	-0.436990	9.035482	25.911267	0.010974	3.2
163	-0.431142	9.993338	25.110473	0.008732	4.6
164	-0.449449	10.993338	24.325608	0.010208	5.2
165	-0.398391	10.202705	24.941984	0.007111	3.1
166	-0.426658	11.202705	24.167454	0.011987	4.4
167	-0.428374	10.412073	24.775741	0.010091	4.0
168	-0.415731	11.412073	24.011343	0.008257	5.8
169	-0.403774	12.412073	23.292700	0.009029	4.1
170	-0.461176	11.621440	23.857236	0.009963	4.5
171	-0.441927	12.621439	23.147653	0.005130	4.2
172	-0.430379	11.830808	23.705094	0.006614	4.6
173	-0.437360	12.830217	23.004800	0.005550	4.5
174	-0.436904	12.092681	23.517508	0.005450	3.6
175	-0.455221	13.092681	22.827697	0.009487	5.9
176	-0.452748	14.092681	22.177200	0.012890	4.4
177	-0.437384	15.092681	21.562748	0.004522	2.8
178	-0.435704	16.092681	20.981428	0.010965	3.8
179	-0.432795	15.302059	21.438381	0.009014	3.3
180	-0.428985	16.302058	20.863658	0.007723	5.0
181	-0.416155	15.511425	21.315448	0.007895	3.2
182	-0.417691	16.511425	20.747209	0.007335	4.2
183	-0.428218	15.749564	21.177323	0.005874	4.5
184	-0.434302	14.959000	21.642910	0.009491	3.5
185	-0.458697	14.495194	21.925712	0.007737	5.2
186	-0.435892	15.495194	21.324928	0.007118	4.7
187	-0.445833	14.704561	21.797142	0.007501	4.4
188	-0.422015	13.913929	22.290742	0.006516	5.3
189	-0.455622	14.913929	21.670071	0.005981	4.1
190	-0.410945	14.123952	22.157455	0.009998	3.7
191	-0.428621	13.333319	22.667700	0.013891	5.1
192	-0.418235	14.333319	22.026161	0.005198	4.8
193	-0.417215	15.333319	21.419936	0.007929	3.8
194	-0.442541	16.333319	20.846188	0.010440	4.3
195	-0.441340	15.542699	21.297206	0.011690	4.7
196	-0.452405	14.810041	21.732938	0.010256	3.2
197	-0.479394	15.810039	21.142531	0.010659	4.9
198	-0.422420	15.089357	21.564734	0.005441	4.6
199	-0.426305	16.089357	20.983308	0.013773	4.2
200	-0.423230	15.298724	21.440351	0.011265	3.9
201	-0.449827	16.298724	20.865523	0.009049	4.7
202	-0.430259	17.298724	20.320713	0.010363	5.2
203	-0.487845	18.298724	19.803630	0.008475	4.3
204	-0.427114	19.298723	19.312210	0.006535	6.0
205	-0.434012	20.298723	18.844587	0.008957	2.8
206	-0.435058	21.240261	18.424540	0.008638	4.3
207	-0.408353	22.240261	17.998443	0.007180	4.7
208	-0.430647	21.449629	18.333668	0.012520	3.8
209	-0.390577	20.685260	18.669846	0.013884	4.0
210	-0.444671	21.685260	18.232462	0.013572	3.4
211	-0.413862	20.894627	18.576544	0.008094	4.6
