1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.194349	627.201626	0.002822	603.2
1	-0.179546	623.504937	0.003364	9.6
2	-0.000000	619.865785	0.000000	8.7
3	-0.009085	616.282728	0.000184	9.8
4	-0.000000	612.754375	0.000000	9.4
5	-0.975573	609.279381	0.007125	8.2
6	-1.008182	605.856447	0.006736	8.4
7	-0.000000	602.484317	0.000000	9.9
8	-0.069188	599.161779	0.001192	9.3
9	-0.882960	595.887656	0.007408	10.2
10	-0.000000	592.660813	0.000000	8.8
11	-0.000000	589.480151	0.000000	12.3
12	-1.059460	586.344606	0.009328	10.3
13	-0.000000	583.253145	0.000000	8.3
14	-0.000000	580.204771	0.000000	10.0
15	-0.918165	577.198517	0.007119	9.8
16	-1.051101	574.233444	0.009104	10.1
17	-0.854677	571.308645	0.006546	10.4
18	-0.991336	568.423237	0.007574	9.8
19	-0.000000	565.576365	0.000000	10.8
20	-0.000000	562.767201	0.000000	9.1
21	-0.000000	559.994938	0.000000	9.0
22	-0.968493	557.258797	0.007827	12.0
23	-0.007298	554.558018	0.000064	9.1
24	-0.024134	551.891865	0.000319	11.0
25	-0.669731	549.259621	0.006043	13.1
26	-0.000000	546.660592	0.000000	9.1
27	-0.980753	544.094102	0.007346	9.9
28	-0.075949	541.559494	0.006461	9.7
29	-0.972838	539.056129	0.007340	8.2
30	-0.866450	536.583387	0.006643	11.5
31	-0.765762	534.140663	0.009052	9.2
32	-0.950469	531.727370	0.007740	8.8
33	-0.921386	529.342935	0.008774	10.4
34	-0.191835	526.986802	0.004589	10.0
35	-0.964023	524.658430	0.005728	10.7
36	-0.000000	522.357290	0.000000	10.2
37	-0.894935	520.082868	0.007372	9.1
38	-0.909950	517.834665	0.006789	9.5
39	-1.065046	515.612193	0.008098	8.8
40	-0.083395	513.414976	0.003231	8.3
41	-1.167452	511.242551	0.009606	9.7
42	-1.093905	509.094468	0.007844	9.8
43	-0.000000	506.970285	0.000000	9.1
44	-1.077462	504.869574	0.009197	10.3
45	-0.178900	502.791916	0.003589	8.2
46	-0.000000	500.736903	0.000000	13.2
47	-0.000000	498.704137	0.000000	9.9
48	-0.944751	496.693228	0.007848	9.3
49	-0.815035	494.703798	0.005137	9.4
50	-0.000000	492.735476	0.000000	16.9
51	-0.724624	490.787900	0.004970	10.0
52	-1.033624	488.860718	0.006770	9.9
53	-0.000000	486.953585	0.000000	9.7
54	-0.873030	485.066164	0.006513	9.6
55	-0.000000	483.198126	0.000000	11.3
56	-1.014778	481.349149	0.008067	9.5
57	-1.034532	479.518920	0.009152	9.0
58	-0.565858	477.707132	0.006934	8.7
59	-0.000000	475.913485	0.000000	10.1
60	-1.207118	474.137684	0.010869	9.4
61	-0.467979	472.379445	0.004446	8.7
62	-1.110329	470.638485	0.008191	10.2
63	-0.005283	468.914531	0.000294	9.9
64	-0.000000	467.207315	0.000000	9.0
65	-1.073091	465.516573	0.006270	7.8
66	-0.000000	463.842050	0.000000	11.5
67	-0.168723	462.183494	0.003321	10.6
68	-0.988065	460.540658	0.007930	10.3
69	-0.000000	458.913303	0.000000	8.9
70	-0.791881	457.301192	0.007344	10.2
71	-0.000000	455.704096	0.000000	10.4
72	-0.000000	454.121787	0.000000	10.3
73	-1.176625	452.554045	0.010598	10.6
74	-1.087441	451.000653	0.013263	12.2
75	-0.000099	449.461399	0.000078	8.9
76	-0.000147	447.936075	0.000139	10.6
77	-0.000000	446.424477	0.000001	11.2
78	-0.000000	444.926406	0.000000	11.0
79	-0.120056	443.441666	0.003950	10.7
80	-1.115096	441.970065	0.009554	9.8
81	-0.841853	440.511415	0.006042	9.5
82	-0.000000	439.065533	0.000000	9.0
83	-0.920463	437.632238	0.006474	10.1
84	-0.116941	436.211351	0.001270	8.3
85	-0.187355	434.802701	0.003922	8.9
86	-0.000000	433.406117	0.000000	9.6
87	-0.000000	432.021430	0.000000	9.8
88	-0.104665	430.648479	0.002449	10.0
89	-0.000000	429.287101	0.000000	10.8
90	-1.184221	427.937140	0.010592	8.9
91	-0.937859	426.598440	0.007645	11.7
92	-1.115040	425.270849	0.008674	9.0
93	-1.129415	423.954220	0.007833	9.1
94	-0.270314	422.648404	0.003449	8.5
95	-0.000000	421.353259	0.000000	8.3
96	-1.102446	420.068643	0.006732	10.8
97	-0.469675	418.794419	0.005149	10.2
98	-0.839287	417.530451	0.009212	9.8
99	-0.003105	416.276604	0.001076	8.4
100	-0.000000	415.032748	0.000000	9.2
101	-0.087500	413.798754	0.002932	10.7
102	-0.014518	412.574495	0.000261	10.1
103	-1.084999	411.359849	0.007582	9.6
104	-0.000000	410.154691	0.000000	10.2
105	-0.000000	408.958904	0.000000	10.4
106	-1.173062	407.772368	0.010084	9.5
107	-0.000000	406.594968	0.000000	9.2
108	-0.588049	405.426590	0.005039	8.8
109	-1.034763	404.267122	0.007177	12.7
110	-0.230096	403.116456	0.004566	9.0
111	-0.379659	401.974481	0.005395	8.2
112	-0.796962	400.841093	0.005117	10.1
113	-0.990826	399.716187	0.005655	9.0
114	-0.000000	398.599660	0.000000	9.5
115	-0.897729	397.491411	0.008754	9.2
116	-0.000000	396.391342	0.000000	9.6
117	-0.180806	395.299353	0.003662	8.3
118	-0.974806	394.215350	0.012549	10.2
119	-0.018560	393.139238	0.000276	9.0
120	-0.626873	392.070924	0.007408	10.1
121	-0.032509	391.010316	0.001591	10.4
122	-0.000000	389.957325	0.000000	12.1
123	-0.000000	388.911862	0.000000	11.0
124	-0.000000	387.873839	0.000000	9.6
125	-0.000000	386.843173	0.000000	8.8
126	-0.000000	385.819777	0.000000	9.1
127	-0.115607	384.803569	0.001912	9.4
128	-0.000000	383.794468	0.000000	8.5
129	-0.160839	382.792393	0.003188	10.6
130	-0.000000	381.797264	0.000000	8.0
131	-0.000000	380.809005	0.000000	9.3
132	-0.000000	379.827537	0.000000	9.6
133	-0.856246	378.852786	0.007679	8.8
134	-0.818426	377.884678	0.005646	9.4
135	-0.986608	376.923138	0.005939	12.4
136	-0.330375	375.968095	0.003478	10.1
137	-0.000000	375.019479	0.000000	12.6
138	-0.000000	374.077218	0.000000	11.7
139	-0.000000	373.141244	0.000000	7.8
140	-0.697993	372.211489	0.006036	11.7
141	-0.376112	371.287887	0.004748	9.8
142	-0.000000	370.370370	0.000000	9.8
143	-0.000000	369.458876	0.000000	9.2
144	-0.000000	368.553338	0.000000	21.4
145	-0.000000	367.653696	0.000000	10.4
146	-0.094515	366.759885	0.001635	10.0
147	-0.000000	365.871846	0.000000	9.2
148	-0.806406	364.989518	0.006167	10.1
149	-1.024308	364.112841	0.007112	11.2
150	-0.066052	363.241757	0.002028	8.4
151	-0.944689	362.376208	0.010721	10.7
152	-0.148888	361.516137	0.002682	9.7
153	-1.112054	360.661488	0.005666	9.4
154	-0.000000	359.812206	0.000000	9.8
155	-0.305929	358.968236	0.004946	10.7
156	-0.000000	358.129524	0.000000	8.9
157	-0.786255	357.296018	0.005540	9.2
158	-0.000000	356.467665	0.000000	11.4
159	-0.935636	355.644414	0.010751	8.0
160	-0.000000	354.826213	0.000000	9.9
161	-0.004301	354.013012	0.000806	8.9
162	-0.000000	353.204763	0.000000	10.3
163	-0.497413	352.401415	0.005654	8.7
164	-0.107844	351.602922	0.001611	8.1
165	-0.000000	350.809235	0.000000	10.4
166	-0.391819	350.020308	0.005600	11.6
167	-1.060521	349.236095	0.010607	10.1
168	-1.103834	348.456550	0.006003	8.7
169	-1.152964	347.681627	0.007106	9.0
170	-0.961377	346.911283	0.006189	9.7
171	-0.961564	346.145474	0.006048	9.9
172	-0.000000	345.384157	0.000000	9.3
173	-0.542499	344.627288	0.004742	9.4
174	-0.808495	343.874826	0.005218	10.6
175	-0.017353	343.126729	0.000641	9.1
176	-0.000000	342.382957	0.000000	8.4
177	-1.064610	341.643469	0.007630	12.4
178	-1.023205	340.908224	0.006615	13.1
179	-0.747389	340.177184	0.005586	8.5
180	-0.000000	339.450309	0.000000	9.9
181	-0.000000	338.727561	0.000000	8.9
182	-1.006792	338.008902	0.010600	8.8
183	-1.070568	337.294295	0.007699	13.1
184	-0.778927	336.583703	0.008678	9.3
185	-0.657231	335.877089	0.006394	9.6
186	-0.000000	335.174416	0.000000	9.6
187	-1.087150	334.475651	0.009205	8.4
188	-1.186953	333.780756	0.008564	9.5
189	-0.240137	333.089698	0.003079	9.6
190	-0.002139	332.402443	0.001019	9.2
191	-0.000000	331.718955	0.000000	9.9
192	-0.891129	331.039203	0.004708	9.3
193	-0.000000	330.363153	0.000000	10.1
194	-0.000000	329.690771	0.000000	9.5
195	-1.128592	329.022027	0.007028	9.4
196	-0.000000	328.356888	0.000000	11.4
197	-0.000000	327.695322	0.000000	9.8
198	-0.000000	327.037299	0.000000	9.3
199	-0.285034	326.382787	0.002617	10.1
200	-1.056681	325.731758	0.007379	8.9
201	-0.000000	325.084179	0.000000	10.1
202	-0.378229	324.440023	0.003374	9.6
203	-0.000000	323.799258	0.000000	11.2
204	-1.107947	323.161858	0.006949	10.7
205	-0.691229	322.527792	0.008839	10.8
206	-0.896919	321.897034	0.006022	9.7
207	-0.377111	321.269554	0.004184	21.3
208	-0.934989	320.645325	0.006557	9.0
209	-0.000000	320.024320	0.000000	8.8
210	-1.039041	319.406512	0.007742	8.9
211	-0.000001	318.791875	0.000001	9.9
212	-0.072370	318.180381	0.001162	9.9
213	-0.000000	317.572005	0.000000	8.8
214	-0.687971	316.966721	0.004618	11.7
215	-0.039365	316.364504	0.000856	9.1
216	-0.003988	315.765329	0.000000	9.0
217	-0.978334	315.169170	0.013040	10.1
218	-0.000000	314.576003	0.000000	9.5
219	-0.016637	313.985804	0.000236	8.7
220	-0.195481	313.398548	0.001827	10.0
221	-0.880685	312.814213	0.006536	8.8
222	-0.002536	312.232773	0.001452	8.5
223	-0.340894	311.654207	0.003606	8.2
224	-0.000000	311.078491	0.000000	9.6
225	-0.000000	310.505602	0.000000	9.8
226	-1.168337	309.935518	0.007876	8.4
227	-0.000000	309.368217	0.000000	9.6
228	-0.082045	308.803676	0.002078	9.8
229	-0.261722	308.241874	0.004456	11.6
230	-0.000000	307.682789	0.000000	9.9
231	-1.081868	307.126400	0.005728	10.0
232	-1.023042	306.572687	0.008494	10.0
233	-1.158151	306.021627	0.007220	10.8
234	-0.000000	305.473201	0.000000	10.3
235	-0.000000	304.927388	0.000000	10.4
236	-0.029687	304.384168	0.000537	9.8
237	-0.210545	303.843521	0.001576	8.2
238	-0.212891	303.305427	0.003423	9.4
239	-1.272155	302.769867	0.009468	10.0
240	-0.920360	302.236821	0.005266	9.0
241	-0.308942	301.706270	0.002685	8.8
242	-1.036250	301.178196	0.008913	8.4
243	-0.370522	300.652580	0.003474	8.8
