1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.527535	0.000000	12.579433	0.011695	1334.9
1	-0.564164	0.000000	12.579433	0.009871	3.2
2	-0.526649	0.972969	12.022412	0.006833	4.2
3	-0.563723	0.050632	12.549176	0.009296	4.0
4	-0.562131	0.000000	12.579433	0.010048	4.7
5	-0.563331	1.000000	12.007640	0.005867	4.9
6	-0.524318	2.000000	11.485569	0.008021	3.3
7	-0.566299	2.999803	11.007094	0.006762	3.5
8	-0.543911	2.074177	11.448646	0.007538	6.0
9	-0.559270	3.073625	10.973341	0.008518	3.4
10	-0.561068	4.012641	10.561383	0.005943	5.3
11	-0.546795	3.396806	10.827979	0.007400	6.2
12	-0.561032	3.818634	10.643942	0.012417	3.5
13	-0.564104	4.817599	10.232094	0.006853	5.2
14	-0.557737	4.646552	10.300336	0.006590	3.7
15	-0.589474	3.934040	10.594677	0.004413	3.9
16	-0.541449	3.032002	10.992346	0.006560	3.5
17	-0.538999	2.934134	11.037294	0.005956	4.1
18	-0.580397	3.704505	10.693114	0.009246	4.0
19	-0.553528	2.785469	11.106281	0.009112	4.5
20	-0.532019	3.718925	10.686876	0.013010	4.2
21	-0.494746	2.790140	11.104100	0.004495	3.8
22	-0.578630	3.790106	10.656190	0.008779	5.2
23	-0.560284	2.866085	11.068765	0.008097	5.3
24	-0.555813	3.866085	10.623630	0.007207	4.0
25	-0.576014	4.864695	10.213463	0.008754	5.7
26	-0.565527	5.864637	9.833302	0.007460	4.2
27	-0.545563	6.426539	9.631842	0.007679	4.6
28	-0.557005	6.711740	9.532714	0.009097	5.6
29	-0.512045	7.711715	9.200708	0.005203	4.3
30	-0.552287	6.825876	9.493613	0.010401	4.3
31	-0.521135	7.615461	9.231656	0.008782	5.1
32	-0.531055	8.615461	8.919938	0.008490	5.4
33	-0.559887	7.686683	9.208736	0.008939	5.5
34	-0.530149	6.896706	9.469508	0.008140	3.9
35	-0.548311	6.041395	9.769026	0.006926	4.3
36	-0.545237	7.040919	9.420807	0.007098	3.1
37	-0.604688	7.391923	9.304339	0.007691	4.5
38	-0.547747	6.468100	9.617268	0.007212	3.2
39	-0.563994	5.539326	9.953836	0.010400	4.4
40	-0.547443	6.532853	9.594650	0.006644	4.4
41	-0.603241	5.611512	9.926835	0.004593	3.2
42	-0.585201	4.905293	10.197456	0.007398	5.9
43	-0.512813	5.902885	9.819322	0.007280	4.4
44	-0.523400	5.113507	10.116147	0.007285	4.9
45	-0.527133	4.855254	10.217192	0.006581	3.9
46	-0.512344	3.928347	10.597096	0.007255	4.5
47	-0.559678	4.223117	10.473253	0.012869	7.5
48	-0.599953	5.196026	10.084281	0.006916	3.6
49	-0.544037	6.195927	9.713517	0.005293	4.6
50	-0.554895	7.194501	9.369490	0.004362	4.4
51	-0.554937	6.884006	9.473821	0.006260	3.8
52	-0.524734	7.384843	9.306660	0.009499	4.7
53	-0.519803	6.457734	9.620899	0.010174	3.6
54	-0.524068	7.457734	9.282822	0.008214	4.2
55	-0.512493	7.521824	9.261963	0.008244	4.3
56	-0.541572	7.456095	9.283357	0.005825	3.7
57	-0.541576	6.622094	9.563652	0.009807	4.7
58	-0.532153	7.454513	9.283873	0.008614	4.2
59	-0.547222	8.454513	8.968680	0.004659	4.5
60	-0.515561	9.450964	8.675196	0.006076	3.6
61	-0.554788	9.539589	8.650021	0.006346	4.2
62	-0.564239	10.264082	8.449571	0.009875	5.0
63	-0.589819	9.496091	8.662359	0.011952	3.7
64	-0.545957	8.567308	8.934465	0.005408	4.7
65	-0.560042	7.638525	9.224221	0.006724	3.5
66	-0.506395	8.634849	8.914103	0.009917	4.0
67	-0.564178	9.634847	8.623124	0.007150	5.1
68	-0.560815	8.822168	8.858112	0.005197	3.7
69	-0.532379	9.816680	8.572244	0.007681	4.9
70	-0.519059	10.816553	8.302851	0.005357	3.5
71	-0.541649	11.812992	8.050716	0.004913	6.9
72	-0.572045	12.482565	7.889721	0.004733	4.6
73	-0.576566	13.476433	7.662280	0.008124	4.5
74	-0.575859	14.442121	7.453507	0.007060	4.3
75	-0.585777	13.515362	7.653638	0.009931	4.2
76	-0.557616	12.594878	7.863344	0.007680	5.3
77	-0.529235	11.666120	8.086913	0.010694	3.7
78	-0.523345	10.737339	8.323574	0.014003	4.5
79	-0.511759	11.737339	8.069321	0.010877	4.5
80	-0.602202	10.808555	8.304938	0.008999	4.3
81	-0.557554	11.808366	8.051851	0.005966	3.9
82	-0.591245	12.796688	7.816390	0.007780	6.0
83	-0.557820	13.795720	7.591971	0.004865	4.0
84	-0.598980	12.900496	7.792455	0.008225	4.3
85	-0.568571	12.188993	7.959509	0.007442	3.6
86	-0.557141	13.169374	7.731136	0.008121	4.6
87	-0.531297	14.169248	7.511337	0.008534	4.3
88	-0.550054	15.169217	7.303672	0.010248	4.1
89	-0.529323	14.377443	7.467133	0.007111	4.8
90	-0.541932	14.701764	7.399301	0.004892	5.3
91	-0.548240	15.701618	7.197723	0.008438	4.2
92	-0.558776	16.675250	7.011714	0.010172	5.5
93	-0.503976	17.673071	6.830802	0.006063	6.2
94	-0.570224	17.857465	6.798387	0.007369	3.6
95	-0.552866	18.857058	6.627887	0.004263	4.1
96	-0.537070	19.824232	6.470865	0.008461	3.9
97	-0.546700	20.457447	6.372030	0.012714	4.7
98	-0.568268	21.457109	6.221999	0.011031	3.7
99	-0.564573	22.457109	6.078823	0.010669	4.5
100	-0.511270	21.528324	6.211580	0.006114	3.6
101	-0.551457	20.599539	6.350265	0.008002	4.9
102	-0.549210	19.782159	6.477541	0.009609	3.9
103	-0.543384	20.782141	6.322512	0.010620	3.5
104	-0.527866	21.782135	6.174729	0.006557	3.9
105	-0.508932	21.070034	6.279246	0.007434	3.5
106	-0.559921	21.615751	6.198837	0.014383	3.9
107	-0.578527	22.028819	6.139329	0.008686	2.8
108	-0.595443	21.100034	6.274771	0.005924	5.3
109	-0.534560	20.275138	6.400175	0.010992	3.6
110	-0.533537	21.275127	6.248783	0.010220	5.1
111	-0.500264	20.353141	6.388102	0.006855	3.1
112	-0.567560	19.424356	6.534874	0.010453	4.5
113	-0.541343	20.421901	6.377498	0.011089	4.7
114	-0.554071	19.493116	6.523778	0.008727	4.3
115	-0.550732	20.124481	6.423621	0.009423	4.8
116	-0.576810	19.200307	6.571295	0.009043	3.2
117	-0.558339	20.200305	6.411799	0.010425	4.3
118	-0.502334	21.186906	6.261850	0.004304	5.5
119	-0.559962	21.770061	6.176472	0.003428	3.3
120	-0.549806	22.639894	6.053362	0.005082	4.1
121	-0.563818	23.594348	5.923802	0.005961	4.4
122	-0.528165	23.468358	5.940586	0.006174	4.2
123	-0.591040	22.556387	6.064968	0.009249	4.2
124	-0.587657	23.556379	5.928850	0.007697	3.5
125	-0.547865	22.627595	6.055069	0.005450	4.3
126	-0.537876	21.773275	6.176008	0.007755	4.3
127	-0.542690	22.651621	6.051736	0.008423	4.6
128	-0.507797	21.722932	6.183286	0.009925	3.8
129	-0.535551	22.695786	6.045619	0.008250	4.4
130	-0.585114	21.769010	6.176624	0.011335	5.4
131	-0.555098	22.769010	6.035505	0.003525	3.7
132	-0.521628	21.910709	6.156228	0.008394	4.6
133	-0.549618	22.758252	6.036989	0.010042	3.5
134	-0.558552	23.755746	5.902440	0.005873	3.5
135	-0.547574	24.755665	5.773451	0.004158	5.1
136	-0.520092	24.292735	5.832461	0.005465	4.5
137	-0.557925	23.829754	5.892696	0.007933	3.7
138	-0.555366	24.822157	5.765073	0.008142	4.1
139	-0.540092	25.819279	5.642293	0.008044	5.1
140	-0.555398	24.940320	5.750245	0.012937	4.1
141	-0.532353	25.940320	5.627744	0.008189	4.2
142	-0.552015	25.167990	5.721888	0.006414	3.6
143	-0.547958	26.146285	5.603158	0.010260	3.8
144	-0.565451	25.281513	5.707853	0.012122	3.8
145	-0.521956	26.277278	5.587633	0.007984	4.2
146	-0.522381	25.348494	5.699605	0.010204	4.3
147	-0.549922	26.348494	5.579229	0.006371	3.4
148	-0.542592	25.420381	5.690778	0.005064	4.3
149	-0.564519	25.972442	5.623895	0.013874	5.0
150	-0.561992	25.043844	5.737316	0.009939	3.7
151	-0.548430	26.043844	5.615359	0.006624	4.4
152	-0.550094	27.043843	5.498480	0.010612	3.3
153	-0.571990	26.115065	5.606871	0.009753	4.6
154	-0.533751	27.115064	5.490341	0.011209	3.9
155	-0.521528	26.186279	5.598409	0.007612	5.5
156	-0.561247	27.186279	5.482226	0.010130	4.2
157	-0.534289	28.007771	5.390331	0.008137	4.0
158	-0.536303	29.000846	5.283272	0.008621	4.2
159	-0.564949	29.359836	5.245611	0.008287	4.9
160	-0.578067	28.434931	5.343754	0.007428	4.0
161	-0.564318	29.313216	5.250471	0.009301	4.3
162	-0.566683	30.305829	5.148890	0.010723	4.7
163	-0.533670	29.377044	5.243819	0.006326	3.5
164	-0.569789	30.361784	5.143281	0.008336	5.2
165	-0.541933	29.794362	5.200736	0.013568	4.4
166	-0.529098	30.794362	5.100325	0.008627	4.8
167	-0.568096	29.865581	5.193455	0.009041	2.8
168	-0.514572	30.860170	5.093853	0.009433	4.2
169	-0.531204	29.931401	5.186743	0.005373	3.6
170	-0.550650	29.003074	5.283037	0.008261	4.7
171	-0.577556	30.000794	5.179686	0.007241	4.0
172	-0.564789	29.072026	5.275762	0.009362	6.0
173	-0.534715	30.072024	5.172462	0.005809	3.6
174	-0.541729	29.143245	5.268269	0.006817	4.2
175	-0.562299	30.141560	5.165429	0.009759	3.7
176	-0.531004	29.316230	5.250157	0.007667	4.5
177	-0.549864	28.387447	5.348891	0.005249	6.9
178	-0.534391	27.472916	5.449808	0.007029	3.4
179	-0.527508	28.471115	5.339845	0.007297	3.7
180	-0.555835	29.469262	5.234237	0.006409	5.4
181	-0.576520	28.566575	5.329561	0.008702	4.0
182	-0.546022	27.639921	5.431096	0.007445	4.6
183	-0.527129	26.902150	5.514744	0.009804	4.2
184	-0.536343	27.902148	5.401973	0.010643	4.5
185	-0.593063	28.890688	5.294938	0.006185	4.4
186	-0.543140	28.133622	5.376524	0.008337	4.5
187	-0.561253	27.214199	5.479052	0.006650	4.2
188	-0.563126	26.285582	5.586652	0.005894	3.9
189	-0.519058	25.479813	5.683502	0.009004	3.9
190	-0.537843	24.735987	5.775935	0.007268	3.9
191	-0.513592	25.500840	5.680932	0.008416	3.6
192	-0.543783	24.572144	5.796701	0.007606	4.6
193	-0.550180	25.472428	5.684405	0.008238	3.1
194	-0.572992	24.551687	5.799304	0.010342	8.3
195	-0.540543	25.549761	5.674961	0.006305	4.1
196	-0.556372	26.411549	5.571809	0.005561	3.4
197	-0.541935	26.854302	5.520258	0.004286	5.2
198	-0.490461	27.840190	5.408826	0.005437	3.9
199	-0.518494	28.815840	5.302893	0.007043	4.8
200	-0.521214	27.928012	5.399118	0.006650	5.0
201	-0.559394	28.861339	5.298054	0.013227	3.9
202	-0.554969	27.932554	5.398616	0.004576	4.1
203	-0.524412	27.145296	5.486893	0.006068	5.2
204	-0.551020	26.261520	5.589496	0.008469	4.6
205	-0.522744	26.253628	5.590430	0.006231	4.8
206	-0.561736	27.248791	5.475124	0.008664	4.1
207	-0.523983	26.364239	5.577374	0.007638	5.7
208	-0.552420	25.435499	5.688925	0.008637	4.7
209	-0.542115	24.507052	5.804992	0.007559	3.5
210	-0.561091	25.506969	5.680183	0.007829	4.6
211	-0.522548	24.579169	5.795807	0.008813	4.5
212	-0.542772	23.650384	5.916368	0.012037	4.7
213	-0.525500	24.609134	5.792000	0.012882	4.1
214	-0.528118	23.680349	5.912400	0.007946	4.1
215	-0.531210	22.752019	6.037849	0.007279	4.3
216	-0.557794	21.823484	6.168767	0.006657	3.8
217	-0.539065	22.821255	6.028309	0.012248	4.2
218	-0.549403	21.925099	6.154164	0.010633	4.3
219	-0.531960	20.996314	6.290268	0.010052	5.4
220	-0.530185	20.067529	6.432529	0.006243	3.4
221	-0.572926	21.067529	6.279620	0.006805	4.4
222	-0.493811	21.989041	6.145010	0.008818	5.1
223	-0.525395	22.989024	6.005318	0.005256	3.4
224	-0.539524	23.855072	5.889369	0.008388	4.0
225	-0.565906	24.719167	5.778060	0.008438	3.4
226	-0.533978	24.872840	5.758704	0.007982	4.7
227	-0.532604	25.868558	5.636361	0.006168	3.3
228	-0.559624	25.583752	5.670820	0.007915	5.0
229	-0.529499	26.571497	5.553075	0.007483	4.3
230	-0.555678	25.642713	5.663652	0.006863	6.6
231	-0.513572	26.642636	5.544783	0.008793	5.8
232	-0.507690	25.724604	5.653726	0.010229	3.3
233	-0.538448	26.656369	5.543185	0.010325	4.8
234	-0.575353	25.727584	5.653365	0.009388	5.0
235	-0.541860	26.727584	5.534914	0.010493	3.7
236	-0.544546	26.411274	5.571841	0.012769	4.7
237	-0.539882	27.411274	5.456747	0.008137	4.4
238	-0.550886	26.482519	5.563481	0.007789	3.5
239	-0.539252	25.694002	5.657431	0.007589	5.7
240	-0.547767	26.690045	5.539271	0.011063	4.8
241	-0.528186	25.761268	5.649293	0.008763	4.2
242	-0.546967	26.761268	5.531011	0.007680	4.0
243	-0.520392	25.832485	5.640702	0.009669	3.6
244	-0.561475	26.830091	5.523052	0.008787	3.7
245	-0.547569	27.264709	5.473318	0.010553	4.2
246	-0.545874	28.264687	5.362220	0.006337	5.0
247	-0.563688	27.371206	5.461267	0.007795	3.0
248	-0.544519	26.485108	5.563178	0.007510	4.3
249	-0.547730	25.556568	5.674131	0.008864	4.3
250	-0.554500	24.628184	5.789582	0.005309	3.9
251	-0.569711	24.802815	5.767508	0.009529	4.7
252	-0.529896	23.875720	5.886660	0.008213	4.2
253	-0.555530	22.947181	6.011036	0.006335	5.2
254	-0.524797	22.018441	6.140810	0.003930	3.2
255	-0.541616	21.724843	6.183009	0.006536	4.4
256	-0.557355	21.424680	6.226755	0.008749	4.8
257	-0.528401	21.665160	6.191658	0.012447	3.4
258	-0.537506	22.665159	6.049860	0.007422	5.1
259	-0.525169	22.587365	6.060657	0.010766	3.3
260	-0.550289	21.658581	6.192613	0.010131	3.8
261	-0.552879	20.729796	6.330443	0.010987	3.5
262	-0.560484	21.729778	6.182295	0.007163	4.8
263	-0.501428	22.729775	6.040920	0.006480	4.3
264	-0.545115	23.727966	5.906106	0.010001	4.6
265	-0.545444	22.804920	6.030558	0.009159	3.9
266	-0.551826	23.804920	5.895962	0.010409	3.6
267	-0.541230	22.876135	6.020769	0.006681	2.9
268	-0.557342	21.947350	6.150975	0.006282	4.5
269	-0.502552	21.020117	6.286705	0.009357	4.2
270	-0.563402	20.883216	6.307254	0.008273	3.4
271	-0.575421	21.865325	6.162745	0.009898	4.8
272	-0.538763	20.939032	6.298860	0.006092	3.8
273	-0.515150	21.939001	6.152171	0.007446	4.5
274	-0.529819	21.258625	6.251223	0.008901	3.7
275	-0.537514	20.331817	6.391398	0.008517	5.3
276	-0.544882	19.403166	6.538302	0.008690	4.7
277	-0.523229	18.843363	6.630165	0.012475	4.1
278	-0.552428	17.914578	6.788409	0.007981	4.6
279	-0.535620	18.914536	6.618343	0.011844	3.8
280	-0.519740	17.985751	6.776016	0.008515	4.2
281	-0.543798	17.056966	6.941386	0.007104	3.3
282	-0.572891	18.056966	6.763661	0.006851	4.3
283	-0.512940	17.128356	6.928389	0.004616	3.9
284	-0.556989	17.022929	6.947600	0.005832	4.8
285	-0.522263	17.395667	6.880154	0.008015	5.3
286	-0.521078	18.395570	6.705528	0.004948	3.5
287	-0.551616	18.462531	6.694150	0.006954	4.5
288	-0.539091	17.533962	6.855461	0.008224	5.2
289	-0.567832	18.410528	6.702983	0.008321	3.2
290	-0.563563	17.481744	6.864764	0.007984	4.1
291	-0.527703	18.481739	6.690893	0.012982	3.9
292	-0.575641	17.552954	6.852084	0.009142	3.6
293	-0.557733	18.552954	6.678846	0.008133	4.6
294	-0.557959	17.969633	6.778819	0.008555	4.5
295	-0.546865	17.041169	6.944268	0.007899	4.6
296	-0.554773	16.112479	7.118039	0.006694	3.9
297	-0.559055	15.206870	7.296076	0.013474	5.1
298	-0.519712	14.278085	7.488164	0.006410	4.3
299	-0.547491	15.260326	7.285320	0.011909	4.8
300	-0.542263	14.332169	7.476702	0.012664	4.5
301	-0.569423	13.403402	7.678546	0.007250	3.6
302	-0.558031	12.475288	7.891436	0.007420	5.2
303	-0.572382	13.228326	7.717821	0.006246	5.1
304	-0.552394	12.306205	7.931498	0.009632	3.2
305	-0.513438	12.164594	7.965365	0.005387	8.0
306	-0.576122	12.932611	7.785080	0.010410	4.4
307	-0.532061	13.178178	7.729145	0.009197	3.8
308	-0.608564	14.178153	7.509436	0.005565	4.5
309	-0.554490	15.157899	7.305958	0.007207	4.5
310	-0.552914	14.287873	7.486087	0.009448	4.5
311	-0.537500	13.359088	7.688449	0.009877	3.9
312	-0.555643	14.359088	7.471010	0.009124	4.6
313	-0.562686	15.285297	7.280307	0.008916	3.7
314	-0.592964	14.366982	7.469342	0.007018	7.3
315	-0.530979	13.438342	7.670755	0.006927	5.1
316	-0.544012	14.434262	7.455160	0.010305	4.2
317	-0.538731	15.388575	7.259644	0.005450	4.3
318	-0.602379	14.713004	7.396972	0.007666	3.6
319	-0.556711	15.712926	7.195506	0.007743	4.0
320	-0.548054	15.071906	7.323375	0.007902	4.4
321	-0.577541	15.973016	7.144889	0.009702	4.8
322	-0.541113	15.044268	7.328990	0.007743	3.6
323	-0.550088	14.270838	7.489703	0.016211	4.3
324	-0.549335	15.270838	7.283209	0.010485	5.5
325	-0.549091	14.379770	7.466642	0.005595	3.8
326	-0.556584	14.577584	7.425127	0.007842	4.7
327	-0.530125	15.429291	7.251530	0.006151	3.6
328	-0.594091	16.428475	7.057944	0.006251	4.3
329	-0.567328	17.428101	6.874347	0.008772	4.6
330	-0.540621	16.499332	7.044608	0.013585	5.5
331	-0.562200	17.499331	6.861628	0.007378	4.0
332	-0.563521	18.499331	6.687913	0.005654	6.0
333	-0.519985	19.498529	6.522906	0.008278	5.1
334	-0.572956	18.570894	6.675818	0.009788	4.0
335	-0.548416	17.642109	6.836275	0.004275	3.8
336	-0.559357	18.642098	6.663827	0.010650	4.3
337	-0.537727	19.058874	6.594496	0.010162	4.7
338	-0.572073	20.006435	6.442113	0.007340	3.9
339	-0.540423	19.077650	6.591407	0.006863	4.1
340	-0.526700	19.922171	6.455378	0.006443	3.6
341	-0.560310	20.734080	6.329793	0.009642	4.3
342	-0.530886	21.734077	6.181673	0.006768	4.3
343	-0.542826	22.732185	6.040587	0.007646	3.5
344	-0.529679	23.717227	5.907524	0.008421	5.3
345	-0.577390	24.662749	5.785199	0.011694	3.8
346	-0.516689	25.662749	5.661220	0.010822	5.1
347	-0.541901	26.662749	5.542443	0.005383	3.8
348	-0.522402	26.789991	5.527686	0.007631	4.7
349	-0.534499	27.789721	5.414421	0.006953	4.9
350	-0.548100	28.570554	5.329133	0.006122	4.0
351	-0.563443	27.877651	5.404681	0.009746	3.9
352	-0.544895	28.877646	5.296322	0.007004	5.3
353	-0.564719	29.874180	5.192577	0.012649	4.6
354	-0.532193	30.874180	5.092477	0.009710	4.1
355	-0.557944	29.945395	5.185318	0.005889	3.1
356	-0.528668	30.527765	5.126714	0.005548	4.5
357	-0.563625	31.503918	5.031398	0.010519	3.7
358	-0.559898	31.387811	5.042549	0.012240	3.8
359	-0.546323	30.459026	5.133562	0.007578	2.8
360	-0.557384	30.683507	5.111265	0.007207	3.9
361	-0.551365	31.670943	5.015443	0.009891	5.2
362	-0.564471	32.670895	4.921999	0.006189	3.7
363	-0.575231	31.742124	5.008674	0.005983	5.8
364	-0.538940	31.661456	5.016346	0.005729	3.9
365	-0.552428	30.794358	5.100326	0.008363	4.2
366	-0.518909	31.778667	5.005206	0.006430	4.3
367	-0.561719	30.856083	5.094255	0.009652	5.1
368	-0.529435	31.616140	5.020666	0.005791	3.8
369	-0.559921	30.734762	5.106201	0.006311	4.8
370	-0.513739	31.728965	5.009924	0.009214	4.3
371	-0.520766	30.912231	5.088745	0.008589	4.1
372	-0.544900	29.986861	5.181101	0.008315	5.0
373	-0.538199	30.986856	5.081440	0.010229	4.4
374	-0.556510	31.986442	4.985579	0.011164	4.2
375	-0.540034	31.060264	5.074275	0.009113	4.5
376	-0.567561	32.060264	4.978643	0.007311	5.5
377	-0.563016	32.517080	4.936145	0.014210	3.6
378	-0.500191	33.105946	4.882422	0.011289	5.7
379	-0.519826	32.218817	4.963810	0.009244	4.3
380	-0.540792	31.290033	5.051978	0.008300	3.4
381	-0.560883	31.108046	5.069622	0.014150	6.2
382	-0.532828	32.108046	4.974163	0.010535	4.3
383	-0.506414	31.179261	5.062703	0.005856	4.2
384	-0.568821	30.262262	5.153266	0.007229	4.3
385	-0.578229	31.110069	5.069425	0.007853	5.2
386	-0.543211	32.109826	4.973997	0.005856	3.5
387	-0.547472	33.109807	4.882074	0.011763	4.2
