1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.477358	0.000000	11.110827	0.008714	1302.9
1	-0.469628	0.000000	11.110827	0.012895	5.0
2	-0.494287	0.000000	11.110827	0.011971	4.2
3	-0.503375	0.000000	11.110827	0.013734	3.9
4	-0.482489	1.000000	10.605790	0.009196	4.2
5	-0.466454	2.000000	10.144668	0.005539	4.7
6	-0.447651	2.815185	9.797420	0.011378	4.3
7	-0.498440	3.634401	9.471607	0.004458	4.7
8	-0.470150	4.464532	9.162837	0.006651	4.6
9	-0.436264	3.843217	9.391995	0.015170	4.8
10	-0.466847	2.923774	9.752950	0.007250	4.0
11	-0.507685	3.923774	9.361639	0.010158	4.0
12	-0.465078	3.004311	9.720228	0.008988	4.5
13	-0.483368	3.950013	9.351793	0.007547	3.4
14	-0.518853	3.942498	9.354611	0.008926	7.1
15	-0.482027	3.029190	9.710164	0.006957	4.8
16	-0.494515	2.988517	9.726627	0.007643	4.0
17	-0.523073	2.102452	10.099680	0.008966	4.3
18	-0.439958	3.086624	9.687010	0.009931	3.6
19	-0.459565	4.085961	9.301113	0.010279	4.8
20	-0.463809	5.085418	8.944743	0.009600	4.4
21	-0.453977	6.085323	8.614531	0.009941	3.8
22	-0.471740	5.167059	8.916836	0.011267	9.4
23	-0.500400	4.247617	9.241560	0.007197	9.1
24	-0.502385	5.247052	8.889660	0.005914	6.4
25	-0.502925	5.593890	8.773721	0.006457	6.3
26	-0.451142	6.520940	8.478176	0.012957	5.9
27	-0.448597	5.601780	8.771118	0.013185	6.0
28	-0.486072	4.682316	9.085137	0.008339	6.5
29	-0.459303	5.682305	8.744648	0.011158	5.2
30	-0.482143	4.762848	9.056738	0.013065	7.0
31	-0.502358	3.843384	9.391932	0.007776	7.0
32	-0.496783	2.924393	9.752697	0.009302	6.9
33	-0.444230	3.920672	9.362804	0.006783	8.1
34	-0.444504	4.920522	9.001646	0.011164	5.3
35	-0.447899	5.919673	8.667541	0.012854	6.3
36	-0.483274	5.655293	8.753510	0.009160	6.1
37	-0.489721	6.655293	8.436988	0.010352	6.5
38	-0.497882	5.753809	8.721277	0.008915	6.7
39	-0.473965	6.753717	8.407067	0.007472	6.0
40	-0.447340	5.837095	8.694211	0.010660	8.8
