1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.340437	627.201626	0.004243	634.7
1	-0.198349	623.504937	0.002271	10.4
2	-0.014655	619.865785	0.000810	13.6
3	-0.709670	616.282728	0.003806	11.1
4	-0.307681	612.754375	0.004060	13.1
5	-0.033428	609.279381	0.001976	15.2
6	-0.023634	605.856447	0.003922	13.5
7	-0.000000	602.484317	0.000000	12.0
8	-0.000000	599.161779	0.000000	12.4
9	-0.345032	595.887656	0.003142	13.6
10	-0.671965	592.660813	0.005208	15.2
11	-0.000011	589.480151	0.000023	12.5
12	-0.046606	586.344606	0.002372	11.6
13	-0.000000	583.253145	0.000000	12.5
14	-0.736427	580.204771	0.004425	11.8
15	-0.093007	577.198517	0.002223	13.6
16	-0.178800	574.233444	0.004018	11.7
17	-0.974648	571.308645	0.004476	12.8
18	-0.054807	568.423237	0.001325	12.5
19	-0.011371	565.576365	0.000853	12.3
20	-0.000000	562.767201	0.000000	12.2
21	-1.043140	559.994938	0.005845	11.7
22	-0.900340	557.258797	0.004935	12.7
23	-1.106510	554.558018	0.006232	12.9
24	-0.371761	551.891865	0.003968	12.2
25	-0.862530	549.259621	0.004775	12.7
26	-1.058175	546.660592	0.005586	12.9
27	-0.000000	544.094102	0.000000	13.3
28	-0.661269	541.559494	0.007371	12.3
29	-0.149364	539.056129	0.002719	11.2
30	-0.045169	536.583387	0.000765	12.4
31	-1.058838	534.140663	0.005098	13.2
32	-0.000000	531.727370	0.000000	11.1
33	-0.000000	529.342935	0.000001	12.5
34	-1.090709	526.986802	0.007030	11.5
35	-0.000000	524.658430	0.000000	13.2
36	-0.491219	522.357290	0.002931	12.6
37	-0.009481	520.082868	0.001074	12.7
38	-0.806630	517.834665	0.003728	15.5
39	-0.909480	515.612193	0.005045	12.2
40	-0.848675	513.414976	0.003770	11.6
41	-1.085251	511.242551	0.006783	12.8
42	-0.849300	509.094468	0.008526	12.8
43	-0.071213	506.970285	0.001201	12.8
44	-0.633623	504.869574	0.004937	12.5
45	-0.697199	502.791916	0.004913	11.7
46	-0.015147	500.736903	0.001440	14.5
47	-0.000000	498.704137	0.000000	12.7
48	-1.114225	496.693228	0.008843	13.2
49	-0.762499	494.703798	0.004341	11.3
50	-0.000000	492.735476	0.000000	12.7
51	-0.440468	490.787900	0.002837	11.5
52	-0.000004	488.860718	0.000006	12.1
53	-1.069820	486.953585	0.005595	13.4
54	-1.010207	485.066164	0.004849	12.4
55	-0.001471	483.198126	0.000784	12.4
56	-0.000000	481.349149	0.000000	12.8
57	-0.064751	479.518920	0.001461	12.0
58	-0.000000	477.707132	0.000000	19.8
59	-0.811861	475.913485	0.007840	10.2
60	-0.058327	474.137684	0.002088	15.6
61	-0.000000	472.379445	0.000000	12.6
62	-0.960750	470.638485	0.005037	12.9
63	-0.040959	468.914531	0.000848	12.8
64	-0.938807	467.207315	0.005679	11.5
65	-0.783374	465.516573	0.005332	12.1
66	-0.852516	463.842050	0.004636	14.4
67	-0.610910	462.183494	0.005126	20.2
68	-0.445873	460.540658	0.003611	18.5
