1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.051141	627.201626	0.001079	618.7
1	-0.451549	623.504937	0.011221	10.1
2	-0.099246	619.865785	0.004158	8.4
3	-0.002289	616.282728	0.000223	9.7
4	-0.378603	612.754375	0.006537	9.6
5	-0.589946	609.279381	0.006179	9.0
6	-1.361636	605.856447	0.032731	8.5
7	-0.004092	602.484317	0.000550	8.5
8	-0.959746	599.161779	0.015540	8.6
9	-0.000277	595.887656	0.000042	9.7
10	-0.620655	592.660813	0.010897	8.9
11	-0.532986	589.480151	0.007190	12.1
12	-0.654396	586.344606	0.010911	10.2
13	-1.651260	583.253145	0.033588	8.9
14	-0.930813	580.204771	0.005702	9.4
15	-1.361913	577.198517	0.045196	8.5
16	-1.742780	574.233444	0.028967	8.4
17	-0.478553	571.308645	0.004012	12.6
18	-0.740568	568.423237	0.020692	9.6
19	-0.241856	565.576365	0.002072	10.6
20	-1.150353	562.767201	0.014133	9.0
21	-1.584696	559.994938	0.031335	8.3
22	-1.205131	557.258797	0.012786	10.1
23	-0.011161	554.558018	0.000669	9.6
24	-0.359554	551.891865	0.004647	9.3
25	-0.064330	549.259621	0.003917	14.4
26	-1.734139	546.660592	0.017339	8.3
27	-1.612520	544.094102	0.019549	8.8
28	-0.000000	541.559494	0.000000	9.0
29	-0.000000	539.056129	0.000000	9.8
30	-1.684278	536.583387	0.030950	9.0
31	-1.220030	534.140663	0.032880	8.9
32	-1.489062	531.727370	0.025596	8.0
33	-0.007793	529.342935	0.001091	9.3
34	-0.002763	526.986802	0.000431	9.0
35	-1.323051	524.658430	0.032498	10.4
36	-0.011041	522.357290	0.000888	13.9
37	-1.282288	520.082868	0.020152	10.8
38	-1.538123	517.834665	0.015170	8.9
39	-0.101021	515.612193	0.002692	10.1
40	-0.909027	513.414976	0.030520	9.2
41	-0.045684	511.242551	0.003221	8.9
42	-1.304344	509.094468	0.012398	7.8
43	-0.125152	506.970285	0.005507	8.4
44	-0.551119	504.869574	0.006856	11.4
45	-0.002699	502.791916	0.000390	9.6
46	-0.830655	500.736903	0.011103	8.3
47	-0.098501	498.704137	0.001165	9.5
48	-0.000000	496.693228	0.000000	8.7
49	-1.407518	494.703798	0.036964	8.5
50	-0.948195	492.735476	0.031229	8.2
51	-0.000000	490.787900	0.000000	9.0
52	-1.024519	488.860718	0.038113	9.5
53	-0.639015	486.953585	0.006190	10.7
