1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.438447	0.000000	13.958933	0.011714	1275.7
1	-0.424687	0.000000	13.958933	0.004620	4.6
2	-0.428803	0.947552	13.356277	0.008754	3.1
3	-0.416244	1.920787	12.789159	0.015360	4.4
4	-0.424700	2.751497	12.341858	0.007641	4.4
5	-0.451882	3.751497	11.843227	0.011782	5.1
6	-0.445347	4.003661	11.723787	0.011246	4.3
7	-0.434354	3.089467	12.168704	0.008416	4.9
8	-0.434532	2.175288	12.648714	0.009772	9.1
9	-0.426308	1.261247	13.168067	0.008975	3.8
10	-0.416407	2.261236	12.601978	0.010536	4.3
11	-0.454501	3.194531	12.115862	0.008018	3.7
12	-0.417093	3.907167	11.769206	0.011379	3.9
13	-0.441816	4.907166	11.314923	0.008769	4.5
14	-0.427847	5.907166	10.894406	0.007075	5.3
15	-0.421983	6.907129	10.504040	0.011160	3.8
16	-0.450356	5.992988	10.859768	0.009221	3.6
17	-0.421238	6.992988	10.471822	0.008434	3.8
18	-0.404706	6.121671	10.808242	0.006295	5.6
19	-0.413171	5.207493	11.185259	0.012384	3.8
20	-0.400370	6.207492	10.774150	0.007153	6.0
21	-0.457213	7.207492	10.392189	0.008558	3.9
22	-0.429594	8.207490	10.036384	0.009093	4.6
23	-0.428487	7.298364	10.358818	0.010351	3.7
24	-0.436926	8.298364	10.005255	0.005536	5.0
25	-0.440095	7.556315	10.265246	0.007024	5.1
26	-0.394780	8.107390	10.070899	0.011694	3.7
27	-0.421614	9.107386	9.736402	0.012829	4.9
28	-0.442779	10.107386	9.423408	0.004847	4.5
29	-0.429010	11.107372	9.129916	0.008470	3.8
30	-0.409164	10.921470	9.183086	0.008914	4.8
31	-0.405431	11.919730	8.904617	0.008200	3.5
32	-0.411355	11.465628	9.029168	0.005925	3.5
33	-0.444478	10.551456	9.290779	0.008880	5.1
34	-0.388879	9.637549	9.567919	0.010165	3.4
35	-0.430985	8.723356	9.862197	0.005775	5.1
36	-0.439694	8.299015	10.005032	0.009813	4.8
37	-0.439949	9.299002	9.674827	0.003801	4.2
38	-0.438451	8.432531	9.959646	0.007356	4.4
39	-0.421805	8.416249	9.965159	0.006837	4.5
40	-0.466455	9.273839	9.682868	0.008342	4.7
41	-0.424834	10.262936	9.376522	0.009138	3.5
42	-0.458792	10.378505	9.341987	0.008868	4.8
43	-0.403795	11.378505	9.053463	0.007652	5.6
44	-0.427870	10.580835	9.282136	0.005994	3.8
45	-0.435583	10.851372	9.203296	0.005059	5.7
46	-0.436469	9.957035	9.469175	0.008874	5.0
47	-0.434453	10.391067	9.338249	0.011879	3.6
48	-0.460780	9.476873	9.618362	0.007813	4.2
49	-0.408897	8.640925	9.889624	0.006948	5.1
50	-0.446192	9.640924	9.566865	0.007909	4.2
51	-0.433852	8.726764	9.861066	0.009140	4.7
52	-0.446454	7.837531	10.165142	0.010152	5.7
53	-0.443178	7.614004	10.244550	0.008412	4.2
54	-0.472821	8.613764	9.898694	0.006670	4.8
55	-0.414227	7.702981	10.212793	0.007990	5.4
56	-0.426106	8.427312	9.961412	0.008936	3.9
57	-0.422853	9.345778	9.659914	0.009851	6.1
58	-0.420670	9.129779	9.729165	0.005746	4.6
59	-0.443504	8.217304	10.033013	0.006419	3.5
60	-0.417317	7.367659	10.333514	0.013644	5.0
61	-0.440397	6.453465	10.677617	0.011316	4.4
62	-0.446301	7.453465	10.302351	0.007902	5.4
63	-0.432866	6.539302	10.644336	0.009263	4.4
64	-0.423394	6.424552	10.688874	0.008423	5.8
65	-0.438964	5.660603	10.995160	0.009430	4.4
66	-0.426991	4.746454	11.385552	0.007579	4.3
67	-0.421641	5.340157	11.128924	0.004962	3.6
68	-0.472683	4.435076	11.524935	0.005591	4.8
69	-0.445875	5.338398	11.129667	0.009140	4.4
70	-0.434392	6.337019	10.723100	0.009687	4.0
71	-0.424029	7.337019	10.344687	0.009583	4.5
72	-0.428186	8.337019	9.992072	0.009063	3.2
73	-0.438953	8.637542	9.890753	0.005293	4.9
74	-0.430650	7.751963	10.195394	0.007672	6.0
75	-0.414234	7.691094	10.217024	0.010839	4.4
76	-0.426367	8.690828	9.873002	0.006537	5.2
77	-0.421013	9.690738	9.551337	0.007587	5.0
78	-0.440065	10.685795	9.251388	0.009961	4.7
79	-0.458272	9.771602	9.526238	0.008412	7.7
80	-0.457104	10.771596	9.226404	0.006821	6.7
81	-0.440615	9.857463	9.499731	0.007379	6.4
82	-0.444164	10.856671	9.201765	0.008427	4.6
83	-0.445978	9.944268	9.473082	0.008934	4.2
84	-0.450515	10.944223	9.176545	0.009099	6.8
85	-0.445496	11.942595	8.898437	0.012320	3.8
86	-0.448658	12.942595	8.636275	0.006257	5.1
87	-0.426842	12.028484	8.875297	0.008313	3.6
88	-0.425299	13.028430	8.614491	0.010934	5.3
89	-0.415066	14.028430	8.368562	0.007335	3.7
90	-0.456739	15.021346	8.137886	0.006437	8.6
