1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.365358	627.201626	0.003150	602.7
1	-0.311636	623.504937	0.003952	9.9
2	-0.000000	619.865785	0.000000	8.3
3	-0.017465	616.282728	0.000521	10.0
4	-0.069145	612.754375	0.001920	10.8
5	-1.120695	609.279381	0.007010	8.1
6	-1.022639	605.856447	0.009397	8.6
7	-0.000000	602.484317	0.000000	9.5
8	-0.301740	599.161779	0.003636	9.6
9	-0.965084	595.887656	0.006622	9.4
10	-0.129101	592.660813	0.005009	8.6
11	-0.000000	589.480151	0.000000	9.2
12	-1.190900	586.344606	0.008624	8.7
13	-0.000000	583.253145	0.000000	8.9
14	-0.000000	580.204771	0.000000	11.2
15	-0.997686	577.198517	0.007908	11.2
16	-0.942976	574.233444	0.007422	10.3
17	-0.913182	571.308645	0.005033	9.5
18	-0.944118	568.423237	0.008422	12.4
19	-0.000000	565.576365	0.000000	9.1
20	-0.000000	562.767201	0.000000	9.2
21	-0.000000	559.994938	0.000000	9.0
22	-0.953511	557.258797	0.005647	10.1
23	-0.051407	554.558018	0.000481	9.7
24	-0.170236	551.891865	0.003143	8.6
25	-0.990504	549.259621	0.008383	15.8
26	-0.023444	546.660592	0.001219	9.0
27	-1.146344	544.094102	0.006768	13.9
28	-0.203581	541.559494	0.003728	9.2
29	-1.097386	539.056129	0.007288	10.3
30	-1.148286	536.583387	0.008834	10.8
31	-0.820774	534.140663	0.011501	9.0
32	-0.956616	531.727370	0.008827	8.9
33	-1.031109	529.342935	0.010575	9.3
34	-0.394206	526.986802	0.004072	10.5
35	-1.155564	524.658430	0.008424	12.1
36	-0.000000	522.357290	0.000000	8.8
37	-1.049615	520.082868	0.006548	8.9
38	-0.770589	517.834665	0.006452	9.4
39	-1.165254	515.612193	0.007901	8.8
40	-0.158684	513.414976	0.002057	9.2
41	-1.169886	511.242551	0.007981	10.0
42	-1.132741	509.094468	0.007987	9.1
43	-0.000000	506.970285	0.000000	8.4
44	-1.155922	504.869574	0.008055	9.0
45	-0.328430	502.791916	0.003145	8.4
46	-0.000000	500.736903	0.000000	21.1
47	-0.000000	498.704137	0.000000	9.3
48	-0.872992	496.693228	0.008482	8.5
49	-1.084365	494.703798	0.007667	11.9
50	-0.000000	492.735476	0.000000	9.3
51	-1.034116	490.787900	0.007732	9.0
52	-1.106778	488.860718	0.007376	10.2
53	-0.000000	486.953585	0.000000	9.6
54	-0.936683	485.066164	0.006149	14.5
55	-0.000000	483.198126	0.000000	8.9
56	-1.075588	481.349149	0.007104	8.6
57	-0.871295	479.518920	0.011538	8.8
58	-0.712774	477.707132	0.005283	8.2
59	-0.004058	475.913485	0.000101	10.2
60	-1.274772	474.137684	0.008962	9.2
61	-0.551878	472.379445	0.006558	9.2
62	-1.152679	470.638485	0.007755	9.7
63	-0.133587	468.914531	0.001954	9.5
64	-0.112396	467.207315	0.001875	10.2
65	-1.077024	465.516573	0.006674	7.5
66	-0.002355	463.842050	0.000033	9.2
67	-0.469209	462.183494	0.004201	8.7
68	-0.881233	460.540658	0.006929	9.9
69	-0.000000	458.913303	0.000000	9.1
70	-0.889818	457.301192	0.006304	8.7
71	-0.000000	455.704096	0.000000	9.4
72	-0.000857	454.121787	0.000362	11.1
73	-1.274703	452.554045	0.008192	9.5
74	-1.174487	451.000653	0.013253	9.1
75	-0.061725	449.461399	0.002971	8.3
76	-0.000239	447.936075	0.000119	13.4
77	-0.000000	446.424477	0.000000	10.4
78	-0.037942	444.926406	0.001438	8.3
79	-0.156370	443.441666	0.002113	8.9
80	-1.069417	441.970065	0.007769	8.7
81	-0.990480	440.511415	0.007234	10.0
82	-0.000000	439.065533	0.000000	8.3
83	-0.942963	437.632238	0.005640	10.2
84	-0.354275	436.211351	0.005117	8.5
85	-0.773053	434.802701	0.006867	10.4
86	-0.000000	433.406117	0.000000	9.4
87	-0.000000	432.021430	0.000000	9.5
88	-0.222686	430.648479	0.004168	8.7
89	-0.000000	429.287101	0.000000	9.6
90	-1.245556	427.937140	0.008391	10.5
91	-0.813446	426.598440	0.008860	10.9
92	-1.240547	425.270849	0.008167	8.8
93	-1.103762	423.954220	0.007852	9.4
94	-0.269127	422.648404	0.001989	11.2
95	-0.000000	421.353259	0.000000	9.1
96	-1.240055	420.068643	0.006812	9.1
97	-0.629235	418.794419	0.004230	10.4
98	-0.832841	417.530451	0.010534	9.4
99	-0.073818	416.276604	0.001787	9.0
100	-0.000000	415.032748	0.000000	7.6
101	-0.275332	413.798754	0.003716	9.2
102	-0.074404	412.574495	0.001220	8.9
103	-1.203669	411.359849	0.007583	9.9
104	-0.000000	410.154691	0.000000	8.6
105	-0.000000	408.958904	0.000000	9.2
106	-1.180443	407.772368	0.007956	8.9
107	-0.000000	406.594968	0.000000	10.8
108	-0.646195	405.426590	0.003595	8.8
109	-1.091215	404.267122	0.006202	8.4
110	-0.377101	403.116456	0.004745	7.9
111	-0.463966	401.974481	0.003667	10.3
112	-1.122778	400.841093	0.005651	10.2
113	-1.226411	399.716187	0.007438	8.8
114	-0.000000	398.599660	0.000000	8.6
115	-0.917903	397.491411	0.009621	9.9
116	-0.000000	396.391342	0.000000	9.8
117	-0.347757	395.299353	0.002515	9.0
118	-1.016965	394.215350	0.017083	8.4
119	-0.057356	393.139238	0.000689	10.6
120	-0.897516	392.070924	0.007838	10.2
121	-0.092069	391.010316	0.001441	10.0
122	-0.000000	389.957325	0.000000	17.4
123	-0.002523	388.911862	0.000380	9.5
124	-0.000000	387.873839	0.000000	8.3
125	-0.000000	386.843173	0.000000	9.0
126	-0.000000	385.819777	0.000000	10.3
127	-0.120053	384.803569	0.001798	9.2
128	-0.000000	383.794468	0.000000	10.2
129	-0.475466	382.792393	0.004407	9.8
130	-0.000000	381.797264	0.000000	14.6
131	-0.068455	380.809005	0.002318	8.2
132	-0.000000	379.827537	0.000000	7.9
133	-0.625556	378.852786	0.008361	9.6
134	-0.996418	377.884678	0.006208	9.2
135	-1.098507	376.923138	0.007304	9.0
136	-0.851948	375.968095	0.006138	10.0
137	-0.000000	375.019479	0.000000	9.0
138	-0.000000	374.077218	0.000000	8.8
139	-0.000000	373.141244	0.000000	10.4
140	-0.912506	372.211489	0.006922	10.0
